"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_name","Gene_type","Intron_Length","Exon_Length","splice5","splice3","ssstrength5","ssstrength3","ss5conservation","ss3conservation","codingpotential","branchpt_len"
"ENSG00000116791.14",27926,4,16,"CRYZ","protein_coding",3424,124,1,0,-12.88,-13.37,NA,NA,0.994678,"36"
"ENSG00000162623.16",33526,3,10,"TYW3","protein_coding",3469,116.5,1,0,8.48,-13.57,NA,NA,0.127661,"10"
"ENSG00000229943.1",1804,1,2,"ENSG00000229943","lncRNA",1466,169.5,1,0,10.28,4.88,0.023,0.078,1.3757e-05,"36"
"ENSG00000224127.1",5228,1,2,"ENSG00000224127","lncRNA",4559,335,1,0,-17.3,-11.23,NA,NA,0.00680865,"37"
"ENSG00000162624.16",33099,2,12,"LHX8","protein_coding",3723,162,1,0,9.37,-7.51,NA,NA,0.9998485,"28"
"ENSG00000224149.1",2602,1,2,"ENSG00000224149","lncRNA",400,1101.5,1,0,-8.05,-2.93,NA,0.995,0.036867,"15"
"ENSG00000137968.17",408985,2,26,"SLC44A5","protein_coding",2888,86.5,1,0,-13.015,-15.79,NA,NA,1,"17"
"ENSG00000230863.3",82871,2,4,"ENSG00000230863","transcribed_processed_pseudogene",40696,425,1,0,-15.35,-8.425,NA,NA,0.232273,"25"
"ENSG00000117054.15",63144,7,25,"ACADM","protein_coding",3504,109,1,0,8.01,-16.19,NA,NA,0.99963,"12"
"ENSG00000137955.16",8889,2,11,"RABGGTB","protein_coding",1222,111,4,0,8.55,-9.27,NA,NA,0.204101,"5"
"ENSG00000057468.7",116360,1,20,"MSH4","protein_coding",3555,133,4,0,8.76,-4.29,NA,NA,1,"9"
"ENSG00000154007.7",13531,1,3,"ASB17","protein_coding",6226,286,1,0,-16.17,-24.71,NA,NA,0.999993,"34"
"ENSG00000225605.3",92902,2,13,"ENSG00000225605","lncRNA",3266.5,115,1,0,8.685,-1.33,NA,NA,0.0164275,"14.5"
"ENSG00000230027.2",24658,1,3,"ENSG00000230027","lncRNA",6348,312,1,0,7.49,-0.695,NA,NA,0.0191412,"12.5"
"ENSG00000184005.11",559857,2,7,"ST6GALNAC3","protein_coding",98008,197.5,1,0,9.83,-9.1,NA,NA,0.816821,"24.5"
"ENSG00000237552.1",21143,1,3,"LINC02567","lncRNA",10348,125,4,0,-11.33,-13.49,NA,NA,0.0937907,"21.5"
"ENSG00000117069.15",200066,1,5,"ST6GALNAC5","protein_coding",9126.5,246,1,0,8.44,-5.595,NA,NA,0.446206,"53.5"
"ENSG00000288543.1",10562,1,4,"ENSG00000288543","lncRNA",488,125.5,1,0,7.88,2.92,NA,0.001,0.894516,"7"
"ENSG00000230498.3",4418,1,3,"ENSG00000230498","lncRNA",1166.5,310,1,0,7.905,3.235,NA,NA,0.0915389,"57"
"ENSG00000142892.15",130441,3,14,"PIGK","protein_coding",3704,112,1,0,-10.62,-11.52,NA,NA,0.999952,"12"
"ENSG00000289212.1",2131,1,3,"ENSG00000289212","lncRNA",611.5,206,1,0,10.735,0.88,NA,NA,0.0272893,"4.5"
"ENSG00000287870.1",2193,1,2,"ENSG00000287870","lncRNA",983,605.5,1,0,10.45,-11.4,0.573,0.545,0.3524,"7"
"ENSG00000154027.19",277947,3,19,"AK5","protein_coding",6665,168,4,0,8.185,-10.4,NA,NA,0.425518,"11"
"ENSG00000233099.1",3539,1,2,"ENSG00000233099","lncRNA",3163,188.5,1,0,-15.36,-18.72,NA,0.004,0.528711,"35"
"ENSG00000287647.1",6290,1,2,"ENSG00000287647","lncRNA",4232,1029.5,1,0,-11.52,-16.7,0.007,0.791,0.100661,"21"
"ENSG00000036549.13",121003,2,17,"ZZZ3","protein_coding",1781,134,4,0,-13.61,-15.35,NA,NA,0.15128,"22"
"ENSG00000077254.14",63865,4,29,"USP33","protein_coding",1344,113,1,0,-11.23,-17.14,NA,NA,0.183958,"9"
"ENSG00000180488.16",99916,7,29,"MIGA1","protein_coding",2571,119,1,0,8.24,-13.21,NA,NA,1,"7"
"ENSG00000232015.2",538,1,2,"HSPE1P25","processed_pseudogene",288,125.5,0,1,-24.35,-36.33,0.236,0.997,0.0746078,"100"
"ENSG00000235927.4",8191,1,3,"NEXN-AS1","lncRNA",2950,551,1,0,-18.695,-19.19,NA,NA,0.976676,"13.5"
"ENSG00000162614.19",55382,2,15,"NEXN","protein_coding",2343,186,1,0,7.33,-11.74,NA,NA,0.9544705,"8"
"ENSG00000162613.17",35055,2,22,"FUBP1","protein_coding",498,101.5,4,0,-16.64,-14.35,NA,NA,0.057091,"11"
"ENSG00000162616.9",38789,1,3,"DNAJB4","protein_coding",5061.5,569,1,0,11.04,-8.49,NA,NA,0.2356505,"9"
"ENSG00000137960.6",158902,1,6,"GIPC2","protein_coding",14091,183.5,1,0,10.28,-5.52,NA,NA,0.6150085,"10"
"ENSG00000285928.1",2296,1,2,"ENSG00000285928","lncRNA",502,897.5,2,0,-14.47,-22.35,0.226,0.023,0.311192,"32"
"ENSG00000237413.5",139865,1,6,"MGC27382","lncRNA",483,249.5,1,0,5.94,-5.18,NA,NA,0.43427,"53"
"ENSG00000122420.10",236817,3,8,"PTGFR","protein_coding",40662.5,870,1,0,8.795,-6.07,NA,NA,0.998336,"28"
"ENSG00000137959.17",26243,7,22,"IFI44L","protein_coding",1542,157,1,0,9.35,-9,NA,NA,0.9980745,"5.5"
"ENSG00000137965.11",14282,1,9,"IFI44","protein_coding",978,172,1,0,8.905,-3.215,NA,NA,0.0580127,"16"
"ENSG00000162618.15",392360,5,25,"ADGRL4","protein_coding",1413,169,4,0,-9.05,-11.91,NA,NA,0.449894,"10"
"ENSG00000282898.1",1083,1,2,"ENSG00000282898","lncRNA",525,279.5,1,0,-28.1,-16.36,0.004,0.004,0.56623,"74"
"ENSG00000235011.2",1094,1,2,"ENSG00000235011","lncRNA",740,177.5,1,0,6.84,3.77,0.065,0.068,0.0191746,"52"
"ENSG00000285462.1",21437,1,2,"LINC02792","lncRNA",19931,753.5,1,0,9.6,0.34,0.411,NA,0.0583579,"2"
"ENSG00000288822.2",5170,1,2,"ENSG00000288822","lncRNA",4594,288.5,1,0,-21.11,-6.64,0.009,0.012,0.0494125,"67"
"ENSG00000285409.1",83671,1,3,"ENSG00000285409","lncRNA",41537.5,152,1,0,-8.605,-16.7,NA,NA,0.214792,"114.5"
"ENSG00000277670.1",357,1,2,"ENSG00000277670","unprocessed_pseudogene",95,131.5,2,0,-4.83,2.35,0.005,0.129,0.0299529,"45"
"ENSG00000225598.1",1257,1,2,"ENSG00000225598","lncRNA",678,290,1,0,-22.63,-10.68,0.001,0.016,0.00931331,"14"
"ENSG00000224326.1",49385,1,2,"ENSG00000224326","lncRNA",49037,174.5,1,0,-11.28,-15.4,0.111,0.08,0.00765812,"6"
"ENSG00000234184.8",111099,2,6,"LINC01781","lncRNA",4646,188,1,0,9.16,3.72,NA,NA,0.0299343,"27"
"ENSG00000285179.1",12242,1,2,"ENSG00000285179","lncRNA",11495,374,1,0,9.07,-20.24,NA,0.004,0.468521,"31"
"ENSG00000117114.21",687785,15,56,"ADGRL2","protein_coding",2606,169,1,0,8.99,-6.11,NA,NA,1,"16"
"ENSG00000227960.1",1197,1,2,"ENSG00000227960","lncRNA",855,171.5,1,0,8.8,-11.58,0.915,0.644,0.0451596,"35"
"ENSG00000234953.2",43822,1,4,"ENSG00000234953","lncRNA",584,121.5,1,0,-13.1,-5.39,NA,0.924,0.142445,"31"
"ENSG00000242598.1",711,1,2,"MED28P8","processed_pseudogene",191,260.5,0,0,-22.12,-14.94,0.985,NA,0.116713,NA
"ENSG00000236676.1",39772,1,3,"ENSG00000236676","lncRNA",19566,145,1,0,-18.345,-15.735,NA,NA,0.012738,"12.5"
"ENSG00000215875.4",1375,1,2,"ST13P20","processed_pseudogene",311,532.5,0,0,-13.21,-26.17,NA,0.453,0.0539222,"102"
"ENSG00000233290.4",635792,4,18,"ENSG00000233290","lncRNA",36796,134.5,1,0,-17.3,-13.705,NA,NA,0.0655754,"11"
"ENSG00000230817.6",263632,2,14,"LINC01362","lncRNA",7486,114,5,0,8.69,-13.53,NA,NA,0.11272545,"23"
"ENSG00000236268.6",15388,2,5,"LINC01361","lncRNA",3942,226,1,0,-9.01,-4.02,NA,NA,0.0937281,"5"
"ENSG00000285782.2",27798,1,8,"ENSG00000285782","lncRNA",1888,104.5,1,0,-21.79,-11.51,NA,NA,0.0482711,"17"
"ENSG00000231364.3",34057,1,5,"LINC01712","lncRNA",9059,222,1,0,9.28,-1.14,NA,NA,0.0269825,"50"
"ENSG00000233008.8",285277,6,14,"LINC01725","lncRNA",10871.5,188,1,0,-18.64,-17.5,NA,NA,0.0325399,"28.5"
"ENSG00000237076.2",35048,1,3,"ENSG00000237076","lncRNA",17110,309,1,0,11.08,-1.205,NA,NA,0.14196153,"40.5"
"ENSG00000137941.17",134126,2,23,"TTLL7","protein_coding",3794,148,1,0,-19.795,-18.31,NA,NA,0.990079,"13"
"ENSG00000233061.1",5182,1,2,"TTLL7-IT1","lncRNA",2262,1460.5,1,0,-29.17,-12.93,0.01,0.045,0.0605561,"37"
"ENSG00000229486.2",2506,1,5,"ENSG00000229486","processed_pseudogene",281.5,213,5,0,-22.19,-10.505,NA,NA,0.147955,"28.5"
"ENSG00000285201.1",26502,1,2,"ENSG00000285201","lncRNA",26062,220.5,1,0,11.08,-1.4,0.202,0.049,0.0158118,"5"
"ENSG00000142875.20",160436,10,26,"PRKACB","protein_coding",2961,99,1,0,8.88,-5.26,NA,NA,0.9997535,"10"
"ENSG00000203943.9",91591,6,13,"SAMD13","protein_coding",22349,112,1,0,8.63,-3.93,NA,NA,0.63208,"3"
"ENSG00000249237.5",5261,2,4,"ENSG00000249237","transcribed_unitary_pseudogene",4357,309,1,0,8.85,-3.46,NA,NA,0.178153,"2"
"ENSG00000240520.7",34125,2,10,"UOX","transcribed_unitary_pseudogene",2163,104,1,0,-19.125,-15.18,NA,NA,0.0499387,"26"
"ENSG00000137976.8",16534,2,8,"DNASE2B","protein_coding",2150,198,1,0,8.54,-2.61,NA,NA,0.7184825,"14"
"ENSG00000285361.1",2118,1,2,"ENSG00000285361","lncRNA",801,659,2,0,-2.16,4.57,NA,NA,0.0615496,"6"
"ENSG00000117133.11",19093,2,11,"RPF1","protein_coding",1446,140.5,1,0,9.335,-5.785,NA,NA,0.810294,"15"
"ENSG00000174021.12",8258,3,8,"GNG5","protein_coding",3658.5,224,1,0,-13.52,-11.915,NA,NA,0.0808064,"49"
"ENSG00000285851.1",58338,1,2,"ENSG00000285851","lncRNA",27826.5,199,1,0,-7.05,-11.915,NA,NA,0.0150256,"45.5"
"ENSG00000122432.19",61079,1,14,"SPATA1","protein_coding",3188,111,4,0,8.83,-9.2,NA,NA,0.1534045,"8"
"ENSG00000117151.13",24869,1,7,"CTBS","protein_coding",2763,172,1,0,-14.105,-21.6,NA,NA,0.986965,"22.5"
"ENSG00000284882.2",9506,1,3,"ENSG00000284882","lncRNA",4199.5,310,1,0,4.4,-7.71,NA,NA,0.0700146,"26.5"
"ENSG00000285374.1",3598,1,3,"ENSG00000285374","lncRNA",1269.5,206,1,0,8.225,-7.285,NA,NA,0.0395921,"21"
"ENSG00000289881.1",6993,1,3,"ENSG00000289881","lncRNA",2970,305,1,0,-21.5,-15.55,NA,NA,0.0653993,"51.5"
"ENSG00000180869.4",6790,1,3,"LINC01555","lncRNA",1953.5,137,1,0,-14.24,-28.05,NA,NA,0.464827,"12.5"
"ENSG00000232622.1",948,1,2,"ENSG00000232622","processed_pseudogene",702,123.5,0,0,-21.67,-11.96,0.976,0.216,0.017723,"23"
"ENSG00000117155.17",47097,4,20,"SSX2IP","protein_coding",1833,151,1,0,-15.38,-11.36,NA,NA,0.915416,"16"
"ENSG00000285325.1",1287,1,2,"ENSG00000285325","lncRNA",116,586,1,0,9.65,7.53,0.793,0,0.0350347,"35"
"ENSG00000171517.6",81604,2,4,"LPAR3","protein_coding",51213,775,1,0,-22.35,-15.54,NA,NA,0.999987,"87"
"ENSG00000153898.13",71530,2,16,"MCOLN2","protein_coding",2836,122.5,4,0,-15.38,-13.13,NA,NA,0.9994025,"12"
"ENSG00000162643.13",133991,3,25,"DNAI3","protein_coding",2141,125,1,0,8.385,-9.89,NA,NA,1,"13"
"ENSG00000055732.13",30418,3,18,"MCOLN3","protein_coding",1947,123,1,0,-15.78,-17.49,NA,NA,0.999834,"27"
"ENSG00000097096.10",44835,2,8,"SYDE2","protein_coding",6066,696,1,0,-17.74,-16.67,NA,NA,1,"5.5"
"ENSG00000162642.14",9719,2,5,"C1orf52","protein_coding",843.5,237.5,1,0,-12.76,-4.69,NA,NA,0.8086885,"14.5"
"ENSG00000142867.14",10856,2,5,"BCL10","protein_coding",4028.5,313,1,0,-17.92,-23.66,NA,NA,0.778495,"9"
"ENSG00000223653.6",171736,2,7,"BCL10-AS1","lncRNA",10714.5,145,1,0,9.93,-7.4,NA,NA,0.122672,"23"
"ENSG00000153904.21",259882,3,11,"DDAH1","protein_coding",7168,120,1,0,-12.6,-13.57,NA,NA,0.998167,"11"
"ENSG00000282057.1",95969,3,8,"ENSG00000282057","lncRNA",3871,116,1,0,-17.645,-19.71,NA,NA,0.0638633,"44"
"ENSG00000142871.18",3828,1,5,"CCN1","protein_coding",224,287,1,0,10.08,-10.405,NA,NA,0.9559925,"48"
"ENSG00000230285.1",1603,1,2,"ENSG00000230285","lncRNA",1349,127.5,1,0,10.1,-1.83,0.122,NA,0.0319721,"13"
"ENSG00000117174.11",59016,2,13,"ZNHIT6","protein_coding",2054,104,1,0,-13.65,-13.16,NA,NA,1,"22"
"ENSG00000171502.15",427710,1,60,"COL24A1","protein_coding",3254,54,1,0,-19.07,-19.43,NA,NA,0.320033,"20"
"ENSG00000285210.1",32007,1,5,"LINC02795","lncRNA",2243.5,144,4,0,-20.875,-22.055,NA,NA,0.130706,"11.5"
"ENSG00000122417.16",49518,8,34,"ODF2L","protein_coding",1534,126,1,0,-15.79,-12.81,NA,NA,0.6786505,"19"
"ENSG00000137975.8",32382,1,14,"CLCA2","protein_coding",2243,201.5,1,0,8.55,-10.56,NA,NA,0.120603,"38"
"ENSG00000016490.16",31891,2,16,"CLCA1","protein_coding",2094,178,1,0,9.26,-4.76,NA,NA,1,"27"
"ENSG00000016602.9",33676,1,14,"CLCA4","protein_coding",1403,189.5,4,0,8.31,-6.87,NA,NA,0.6017795,"9"
"ENSG00000236915.3",135460,4,17,"CLCA4-AS1","lncRNA",4993,135,5,0,-12.495,-17.01,NA,NA,0.0278825,"10.5"
"ENSG00000153923.10",21103,3,18,"CLCA3P","transcribed_unprocessed_pseudogene",1008,178,1,0,8.59,-5.69,NA,NA,0.999925,"10"
"ENSG00000097033.14",43614,3,16,"SH3GLB1","protein_coding",3272.5,129,1,0,8.23,-17.435,NA,NA,0.999997,"12"
"ENSG00000284846.1",12611,1,3,"ENSG00000284846","lncRNA",5487,101,1,0,-16.62,-15.49,NA,NA,0.0966293,"58.5"
"ENSG00000183291.18",51979,3,9,"SELENOF","protein_coding",11569,99,1,0,-10.92,-17.19,NA,NA,0.369305,"20"
"ENSG00000153936.18",195347,4,13,"HS2ST1","protein_coding",8251,158,1,0,8.49,-4.83,NA,NA,0.996498,"21"
"ENSG00000267734.1",2692,1,2,"ENSG00000267734","lncRNA",1947,373,2,0,1.8,-34.67,0.003,0.015,0.0131547,"17"
"ENSG00000267561.2",176195,1,3,"ENSG00000267561","protein_coding",11021,129,1,0,8.49,-4.83,NA,NA,0.999926,"29"
"ENSG00000267272.5",39433,5,12,"LINC01140","lncRNA",701,303,1,0,6.36,-20.35,NA,NA,0.0986418,"29"
"ENSG00000284240.1",52072,1,4,"LINC02801","lncRNA",4128,131,1,0,7.43,-10.2,NA,NA,0.106394,"5"
"ENSG00000143013.13",20043,2,7,"LMO4","protein_coding",3676.5,197.5,1,0,6.38,-4.275,NA,NA,0.8731415,"32"
"ENSG00000227290.2",18162,1,4,"LINC01364","lncRNA",2377,231,1,0,-14.15,-16.68,NA,0.259,0.017731,"19"
"ENSG00000237505.8",1064401,8,38,"PKN2-AS1","lncRNA",8860.5,143.5,1,0,-13.38,-13.025,NA,NA,0.0536558,"24"
"ENSG00000286758.1",1143,1,2,"ENSG00000286758","lncRNA",545,299.5,1,0,10.22,-6.65,0.829,0.995,0.0847833,"5"
"ENSG00000065243.20",152033,3,26,"PKN2","protein_coding",1295,143,4,0,8.73,-5.69,NA,NA,0.6150525,"9"
"ENSG00000137947.12",39311,1,7,"GTF2B","protein_coding",3776.5,134,1,0,-14.89,-16.805,NA,NA,0.342233,"18"
"ENSG00000137944.18",57180,2,16,"KYAT3","protein_coding",3691,100,1,0,-13.44,-19.34,NA,NA,0.999963,"9"
"ENSG00000213516.10",13504,3,4,"RBMXL1","protein_coding",4233,282,1,0,-29.65,-27.26,0,0,0.9999925,"17"
"ENSG00000117226.12",16215,1,11,"GBP3","protein_coding",874.5,197,1,0,-17.985,-14.65,NA,NA,0.966514,"33"
"ENSG00000117228.11",13478,2,13,"GBP1","protein_coding",770,203,1,0,-19.24,-14.77,NA,NA,0.312912,"38"
"ENSG00000162645.13",44324,1,11,"GBP2","protein_coding",1358,207,1,0,-18.3,-16.77,NA,NA,0.9986945,"21"
"ENSG00000286802.1",16263,1,2,"ENSG00000286802","lncRNA",12773,1745.5,1,0,9.27,-3.46,NA,NA,0.161219,"25"
"ENSG00000213512.3",44267,1,11,"GBP7","protein_coding",2829,197,1,0,-19.325,-17.865,NA,NA,0.990691,"25"
"ENSG00000162654.9",17798,1,11,"GBP4","protein_coding",1320,195,1,0,-15.875,-15.27,NA,NA,0.837183,"42"
"ENSG00000284734.1",8326,1,2,"ENSG00000284734","lncRNA",6725,801,1,0,7.44,1.09,NA,0.195,0.0487246,"7"
"ENSG00000289712.1",769,1,2,"ENSG00000289712","unprocessed_pseudogene",536,117,1,0,3.09,-1.64,0.998,NA,0.0224465,"64"
"ENSG00000154451.15",16671,1,12,"GBP5","protein_coding",950,203,1,0,-20.53,-14.48,NA,NA,0.939089,"14"
"ENSG00000237568.1",9172,1,2,"ENSG00000237568","lncRNA",8849,162,1,0,-11.3,-22.72,NA,NA,0.00422105,"91"
"ENSG00000233235.1",10358,1,4,"ENSG00000233235","unprocessed_pseudogene",1709,226.5,1,0,3.36,-25.34,NA,0.993,0.493256,"17"
"ENSG00000183347.15",24101,1,11,"GBP6","protein_coding",873.5,197,1,0,9.895,-17.08,NA,NA,1,"39.5"
"ENSG00000225492.6",18564,2,13,"GBP1P1","transcribed_unprocessed_pseudogene",773.5,134,1,0,7.75,-18.09,NA,NA,0.5512845,"77"
"ENSG00000286548.1",97939,2,8,"ENSG00000286548","lncRNA",5798,257,1,0,-16.05,-13.2,NA,0.049,0.0768626,"53"
"ENSG00000197147.15",73032,3,13,"LRRC8B","protein_coding",7981,98,1,0,8.62,-8.87,NA,NA,1,"24"
"ENSG00000231999.8",51712,4,14,"LRRC8C-DT","lncRNA",4478,183,1,0,-13.24,-15.31,NA,NA,0.156742,"48"
"ENSG00000230735.1",46661,1,4,"ENSG00000230735","lncRNA",7920,111.5,1,0,9.85,-11.03,0.008,NA,0.00590997,"15"
"ENSG00000171488.15",136831,1,3,"LRRC8C","protein_coding",39622,203,1,0,10.28,1.235,NA,NA,0.11342385,"19"
"ENSG00000271949.1",300110,1,3,"ENSG00000271949","protein_coding",89284,164,1,0,10.28,3.35,NA,NA,0.148058,"24"
"ENSG00000231613.1",1578,1,2,"ENSG00000231613","lncRNA",1070,254.5,1,0,7.66,2.83,0.001,NA,0.033899,"6"
"ENSG00000171492.14",115597,2,4,"LRRC8D","protein_coding",55815,262.5,1,0,9.1,1.705,NA,NA,0.186309,"14"
"ENSG00000162664.17",40423,3,17,"ZNF326","protein_coding",2367,121.5,1,0,8.76,-8.94,NA,NA,1,"21"
"ENSG00000287015.1",1111,1,2,"ENSG00000287015","lncRNA",393,359.5,1,0,7.97,-18.41,NA,NA,0.0554527,"60"
"ENSG00000287406.1",42100,1,6,"ENSG00000287406","lncRNA",1458,129,1,0,9.65,-10.76,NA,NA,0.0245794,"22"
"ENSG00000287372.1",32203,3,8,"ENSG00000287372","lncRNA",10431,393.5,1,0,-24.61,-17.95,NA,NA,0.0842647,"26"
"ENSG00000229201.1",22562,1,4,"LINC02787","lncRNA",1973,52,1,0,-14.17,-19.89,NA,NA,0.012829,"33"
"ENSG00000143032.8",5763,1,3,"BARHL2","protein_coding",1860,732,1,0,-17.26,-11.025,NA,NA,1,"177.5"
"ENSG00000287076.1",6044,2,5,"ENSG00000287076","lncRNA",3419,1082,1,0,7.43,-20.07,NA,0.005,0.101723,"79"
"ENSG00000233593.12",82585,5,15,"LINC02609","lncRNA",5974,187.5,1,0,-25.32,-18.03,NA,NA,0.1220735,"44.5"
"ENSG00000285532.2",13812,1,4,"LINC02788","lncRNA",2256,203,4,0,9.11,-9.89,NA,0.005,0.00643661,"30"
"ENSG00000225446.3",4131,1,2,"LINC01763","lncRNA",1948,773.5,1,0,5,-23.67,NA,0.067,0.0462285,"115"
"ENSG00000272094.1",2370,1,2,"ENSG00000272094","lncRNA",1492,439.5,1,0,-26.81,-10.01,0.095,0.102,0.0367996,"7"
"ENSG00000122482.22",106974,4,11,"ZNF644","protein_coding",29116,193,1,0,-12.56,-7.35,NA,NA,0.0985875,"36"
"ENSG00000162669.16",144090,1,39,"HFM1","protein_coding",1194.5,104,4,0,-14,-10.91,NA,NA,1,"11"
"ENSG00000097046.13",24913,2,13,"CDC7","protein_coding",796,143,1,0,8.855,-8.04,NA,NA,0.754747,"19"
"ENSG00000069702.11",225992,4,25,"TGFBR3","protein_coding",4247.5,159,1,0,-15.69,-15.775,NA,NA,1,"32"
"ENSG00000137948.19",65083,4,24,"BRDT","protein_coding",1272,173,1,0,9.25,-7.27,NA,NA,0.2516455,"16"
"ENSG00000172031.7",33553,1,7,"EPHX4","protein_coding",3603.5,149,1,0,9.455,3.08,NA,NA,0.5761465,"9.5"
"ENSG00000189195.15",104420,4,23,"BTBD8","protein_coding",1813,138,1,0,9.04,-0.79,NA,NA,1,"6"
"ENSG00000273487.1",1470,1,2,"ENSG00000273487","lncRNA",178,646.5,2,0,-13.73,-2.31,0.089,0.025,0.0308419,"22"
"ENSG00000203910.9",27898,2,9,"C1orf146","protein_coding",1911,105,1,0,8.98,-0.99,NA,NA,0.977407,"11"
"ENSG00000174842.17",52585,1,19,"GLMN","protein_coding",1078.5,90,1,0,-17.565,-16.035,NA,NA,0.452167,"13.5"
"ENSG00000122484.9",102997,1,13,"RPAP2","protein_coding",2855.5,88,1,0,8.995,-16.33,NA,NA,0.162683,"12"
"ENSG00000162676.13",13882,3,10,"GFI1","protein_coding",1594,200,1,0,-6.985,-15.28,NA,NA,0.15761,"108"
"ENSG00000067208.16",283708,2,21,"EVI5","protein_coding",7211,135,1,0,-10.1,-12.55,NA,NA,0.785329,"14"
"ENSG00000225505.1",1257,1,2,"ENSG00000225505","processed_pseudogene",461,398.5,3,0,-5.49,-18.84,0.974,0.606,0.0546568,"17"
"ENSG00000122406.14",9911,2,10,"RPL5","protein_coding",1126,116,1,0,9.81,-9.72,NA,NA,0.240821,"19.5"
"ENSG00000154511.12",128785,4,9,"DIPK1A","protein_coding",10400,147,1,0,-11.05,-14.51,NA,NA,1,"28"
"ENSG00000229052.2",3402,2,3,"ENSG00000229052","transcribed_processed_pseudogene",143,513,0,1,-6.68,0.66,0.986,0.446,0.0545516,"12"
"ENSG00000287797.1",9102,1,2,"ENSG00000287797","lncRNA",6657,1223,1,0,10.06,-10.86,0.065,0.038,0.137655,"19"
"ENSG00000143033.18",59844,3,21,"MTF2","protein_coding",1147,103.5,4,0,8.38,-6.71,NA,NA,0.935675,"15"
"ENSG00000117500.13",30774,3,9,"TMED5","protein_coding",3645,196,1,0,-20.12,-13.17,NA,NA,0.996794,"10"
"ENSG00000122483.18",98811,3,35,"CCDC18","protein_coding",2919,138,4,0,8.27,-12.55,NA,NA,0.9990715,"8"
"ENSG00000223745.8",83839,4,24,"CCDC18-AS1","lncRNA",4910,95,4,0,-16.48,-18.38,NA,NA,0.0402681,"32"
"ENSG00000117505.13",23586,2,6,"DR1","protein_coding",6421,553,4,0,9.72,-8.67,NA,NA,0.965974,"11.5"
"ENSG00000137942.18",106543,3,20,"FNBP1L","protein_coding",1836,131,1,0,7.8,-14.4,NA,NA,1,"17"
"ENSG00000137936.18",285409,5,22,"BCAR3","protein_coding",4172,172,1,0,-14.97,-10.9,NA,NA,0.5834715,"47"
"ENSG00000224093.7",18639,3,8,"BCAR3-AS1","lncRNA",3165.5,537,1,0,10.455,-7.06,NA,NA,0.1745535,"125"
"ENSG00000067334.14",13634,1,7,"DNTTIP2","protein_coding",1048,139,1,0,-16.3,-8.41,NA,NA,0.349459,"12.5"
"ENSG00000023909.10",24257,2,9,"GCLM","protein_coding",3686,115,1,0,-14.13,-17.13,NA,NA,0.551877,"26"
"ENSG00000234099.1",1371,1,2,"MTND4P11","unprocessed_pseudogene",314,529,0,0,-19.61,-21.04,0.988,0.002,0.149851,"7"
"ENSG00000236689.1",954,1,2,"MTCO2P21","unprocessed_pseudogene",278,338.5,0,0,-12.37,-16.04,NA,1,0.0435132,"84"
"ENSG00000198691.14",128314,2,52,"ABCA4","protein_coding",1774,140,4,0,-15.3,-14.86,NA,NA,0.349275,"52.5"
"ENSG00000233482.1",508,1,2,"ENSG00000233482","lncRNA",157,176,1,0,9.79,-6.47,NA,0.583,0.0311904,"10"
"ENSG00000137962.13",126080,2,25,"ARHGAP29","protein_coding",868,136,1,0,-19.625,-16.58,NA,NA,1,"13"
"ENSG00000226835.4",163217,5,19,"ARHGAP29-AS1","lncRNA",1373,142,1,0,7.82,-5.01,NA,NA,0.0247909,"12"
"ENSG00000236098.1",6090,1,2,"ENSG00000236098","lncRNA",5499,296,1,0,-21.72,-23.42,NA,0.007,0.018788,"82"
"ENSG00000117528.14",100277,2,25,"ABCD3","protein_coding",2334.5,91,1,0,9.55,-8.19,NA,NA,0.999677,"15"
"ENSG00000117525.14",12586,2,8,"F3","protein_coding",2493,179,1,0,-19.73,-13.13,NA,NA,0.5599285,"23"
"ENSG00000288736.2",12583,3,7,"ENSG00000288736","lncRNA",2488,316,1,0,5.56,-10.395,NA,NA,0.0199259,"17"
"ENSG00000223675.1",6741,1,2,"ENSG00000223675","lncRNA",4571,1085.5,1,0,-6.07,-7.03,NA,NA,0.0529517,"7"
"ENSG00000224081.10",241612,4,13,"SLC44A3-AS1","transcribed_processed_pseudogene",11649,209,4,0,-9.42,-14.89,NA,NA,0.0745084,"59"
"ENSG00000143036.17",74904,6,25,"SLC44A3","protein_coding",2871,138,1,0,9.72,-3.845,NA,NA,1,"26"
"ENSG00000117519.16",30274,3,10,"CNN3","protein_coding",1287,138,1,0,-20.42,-11.43,NA,NA,0.232581,"53"
"ENSG00000235501.8",36255,3,11,"CNN3-DT","lncRNA",3469,115.5,1,0,7.97,-10.8,NA,NA,0.0852385,"18"
"ENSG00000172339.10",98546,1,4,"ALG14","protein_coding",37605,170.5,1,0,-17.67,-9.6,NA,NA,0.354669,"25"
"ENSG00000230427.1",5949,1,2,"ALG14-AS1","lncRNA",4854,548,1,0,6.69,-8.18,0.001,0.018,0.0295471,"1"
"ENSG00000152078.10",80252,1,7,"TLCD4","protein_coding",11152.5,95,1,0,8.89,-3.255,NA,NA,0.143931,"7.5"
"ENSG00000271092.5",129302,1,3,"TLCD4-RWDD3","protein_coding",13216,94,1,0,9.06,-7.67,NA,NA,0.7338245,"19"
"ENSG00000231992.1",18407,1,2,"ENSG00000231992","lncRNA",17988,210,1,0,6.6,-15.84,0.061,0,0.0276791,"52"
