"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length"
"ENSG00000163444",17474,5,15,"protein_coding","164"
"ENSG00000122180",2883,1,3,"protein_coding","522"
"ENSG00000163485",76751,9,21,"protein_coding","398"
"ENSG00000234775",12899,2,5,"lncRNA","239"
"ENSG00000224671",7885,1,4,"lncRNA","62.5"
"ENSG00000133055",8015,1,11,"protein_coding","160"
"ENSG00000133048",7773,5,18,"protein_coding","123"
"ENSG00000272084",3401,1,1,"lncRNA","3402"
"ENSG00000127481",135756,17,141,"protein_coding","142"
"ENSG00000211454",8212,3,11,"protein_coding","130"
"ENSG00000053372",8323,3,12,"protein_coding","79.5"
"ENSG00000286064",1786,1,2,"unprocessed_pseudogene",NA
"ENSG00000162482",6197,1,7,"protein_coding","130"
"ENSG00000270728",823,1,2,"processed_pseudogene",NA
"ENSG00000053371",8179,5,15,"protein_coding","130"
"ENSG00000200403",106,1,1,"snRNA","107"
"ENSG00000040487",16974,5,17,"protein_coding","143"
"ENSG00000240490",287,1,1,"misc_RNA","288"
"ENSG00000235449",189,1,1,"processed_pseudogene",NA
"ENSG00000226148",1064,1,1,"processed_pseudogene",NA
"ENSG00000260021",591,1,1,"lncRNA","592"
"ENSG00000184774",6959,2,4,"transcribed_unitary_pseudogene",NA
"ENSG00000234996",13487,2,4,"transcribed_processed_pseudogene",NA
"ENSG00000183155",10867,1,2,"protein_coding","1559.5"
"ENSG00000133063",60814,9,30,"protein_coding","125"
"ENSG00000236523",732,1,1,"processed_pseudogene",NA
"ENSG00000143847",52249,15,64,"protein_coding","118.5"
"ENSG00000143379",38481,20,59,"protein_coding","152"
"ENSG00000287282",2865,1,2,"lncRNA","638.5"
"ENSG00000252987",100,1,1,"rRNA_pseudogene",NA
"ENSG00000235575",11814,1,2,"lncRNA","184"
"ENSG00000253022",110,1,1,"snRNA","111"
"ENSG00000007923",67756,24,56,"protein_coding","123"
"ENSG00000116731",124891,14,36,"protein_coding","127"
"ENSG00000283580",27201,2,7,"protein_coding","139"
"ENSG00000188672",67943,10,29,"protein_coding","148"
"ENSG00000127463",35892,24,66,"protein_coding","127"
"ENSG00000117543",36465,16,38,"protein_coding","115"
"ENSG00000235795",787,1,2,"lncRNA","335.5"
"ENSG00000252765",186,1,1,"scaRNA","187"
"ENSG00000271578",474,1,1,"processed_pseudogene",NA
"ENSG00000164008",12246,11,24,"protein_coding","132"
"ENSG00000162367",15935,6,16,"protein_coding","447"
"ENSG00000116406",64670,17,61,"protein_coding","126"
"ENSG00000252222",61,1,1,"snRNA","62"
"ENSG00000163352",729,1,3,"protein_coding",NA
"ENSG00000233562",683,1,1,"processed_pseudogene",NA
"ENSG00000286372",1686,1,2,"lncRNA","417.5"
"ENSG00000286966",5798,1,3,"lncRNA","253"
"ENSG00000162704",14937,5,12,"protein_coding","177"
"ENSG00000173627",7041,2,3,"protein_coding","1391"
"ENSG00000270994",935,1,1,"processed_pseudogene",NA
"ENSG00000116698",126030,16,57,"protein_coding","147"
"ENSG00000162641",147586,10,36,"protein_coding","123"
"ENSG00000121940",81642,69,124,"protein_coding","141"
"ENSG00000235736",11125,1,2,"lncRNA","209"
"ENSG00000225826",8874,5,10,"lncRNA","192"
"ENSG00000229612",303,1,1,"processed_pseudogene",NA
"ENSG00000287831",4203,1,2,"lncRNA","1259"
"ENSG00000203601",183100,1,5,"lncRNA","108"
"ENSG00000213063",456,1,1,"processed_pseudogene",NA
"ENSG00000067606",134984,26,65,"protein_coding","98"
"ENSG00000197429",56329,4,16,"protein_coding","168"
"ENSG00000184588",582065,18,53,"protein_coding","139"
"ENSG00000163157",6298,6,20,"protein_coding","124"
"ENSG00000084070",78476,6,19,"protein_coding","110"
"ENSG00000169885",2188,4,11,"protein_coding","123"
"ENSG00000127483",47057,14,40,"protein_coding","144"
"ENSG00000164002",7297,10,18,"protein_coding","175"
"ENSG00000133056",72177,10,56,"protein_coding","123"
"ENSG00000163159",19017,5,14,"protein_coding",NA
"ENSG00000143434",14946,7,31,"protein_coding","99"
"ENSG00000085465",13416,3,14,"protein_coding","125"
"ENSG00000260948",2022,1,1,"lncRNA","2023"
"ENSG00000233337",523,1,1,"processed_pseudogene",NA
"ENSG00000243960",2726,2,4,"lncRNA","361.5"
"ENSG00000116455",9366,4,18,"protein_coding","90.5"
"ENSG00000199890",110,1,1,"misc_RNA","111"
"ENSG00000116459",13909,6,19,"protein_coding","136"
"ENSG00000143110",4720,3,11,"protein_coding","82.5"
"ENSG00000121933",80614,6,15,"protein_coding","112"
"ENSG00000200360",106,1,1,"snRNA","107"
"ENSG00000282608",4204,4,7,"protein_coding","711"
"ENSG00000116473",174473,4,16,"protein_coding","128.5"
"ENSG00000287400",96872,1,2,"lncRNA","2218.5"
"ENSG00000235358",42488,4,10,"lncRNA","152"
"ENSG00000204060",21668,3,6,"protein_coding","477"
"ENSG00000252563",91,1,1,"rRNA_pseudogene",NA
"ENSG00000127129",5908,3,13,"protein_coding","146"
"ENSG00000230881",425,1,2,"lncRNA","132.5"
"ENSG00000230638",2241,1,1,"processed_pseudogene",NA
"ENSG00000237707",783,1,2,"lncRNA","284"
"ENSG00000289466",609,1,1,"TEC",NA
"ENSG00000143153",205295,19,40,"protein_coding","156"
"ENSG00000284846",12611,1,3,"lncRNA","101"
"ENSG00000183291",51979,7,18,"protein_coding","99"
"ENSG00000153936",195347,7,23,"protein_coding","198.5"
"ENSG00000267734",2692,1,2,"lncRNA","373"
"ENSG00000267561",176195,1,3,"protein_coding","129"
"ENSG00000235251",936,1,1,"processed_pseudogene",NA
"ENSG00000225568",825,1,1,"processed_pseudogene",NA
"ENSG00000267272",39433,11,22,"lncRNA","303"
"ENSG00000266150",69,1,1,"miRNA","70"
"ENSG00000226883",34435,1,2,"lncRNA","383.5"
"ENSG00000134709",61536,10,41,"protein_coding","91"
"ENSG00000134716",33465,4,16,"protein_coding","163"
"ENSG00000265535",297,1,1,"misc_RNA","298"
"ENSG00000181218",23096,3,5,"protein_coding","895"
"ENSG00000196890",5001,3,4,"protein_coding","2364"
"ENSG00000168159",12517,2,7,"protein_coding","359.5"
"ENSG00000177674",18718,14,35,"protein_coding","106"
"ENSG00000177553",2542,1,3,"lncRNA","497"
"ENSG00000177000",20732,19,49,"protein_coding","183"
"ENSG00000215910",27798,8,39,"protein_coding","175"
"ENSG00000197520",13802,6,18,"protein_coding","108"
"ENSG00000137968",408985,3,30,"protein_coding","86.5"
"ENSG00000225828",3008,4,10,"protein_coding","266"
"ENSG00000041988",10718,8,23,"protein_coding","119"
"ENSG00000196420",4618,2,5,"protein_coding","152"
"ENSG00000072694",15511,6,20,"protein_coding","193"
"ENSG00000155367",5338,5,19,"protein_coding","115"
"ENSG00000159450",9127,1,3,"protein_coding","169"
"ENSG00000160783",27049,6,14,"protein_coding","170"
"ENSG00000066136",79955,24,63,"protein_coding","113"
"ENSG00000134668",25600,13,42,"protein_coding","126"
"ENSG00000180488",99916,9,33,"protein_coding","119"
"ENSG00000142961",9092,3,7,"protein_coding","468"
"ENSG00000116754",47370,18,52,"protein_coding","110"
"ENSG00000235933",3285,1,2,"lncRNA","457"
"ENSG00000288862",3209,1,2,"lncRNA",NA
"ENSG00000227963",52796,2,6,"lncRNA","148"
"ENSG00000289483",965,1,1,"lncRNA",NA
"ENSG00000288760",676,1,1,"lncRNA",NA
"ENSG00000289484",79833,1,3,"lncRNA",NA
"ENSG00000258082",1990,1,2,"lncRNA","423"
"ENSG00000242396",87646,2,4,"lncRNA","287.5"
"ENSG00000288738",740,1,1,"lncRNA",NA
"ENSG00000177788",14350,8,18,"lncRNA","1529.5"
"ENSG00000233730",3106,1,2,"lncRNA","245.5"
"ENSG00000230426",616974,18,52,"lncRNA","122"
"ENSG00000234694",3992,1,3,"lncRNA","240"
"ENSG00000234546",14280,6,14,"lncRNA","175"
"ENSG00000232721",3523,2,4,"lncRNA","1337.5"
"ENSG00000285622",407422,2,7,"lncRNA","126"
"ENSG00000238005",12720,17,34,"lncRNA","150"
"ENSG00000286863",470602,7,21,"lncRNA","132.5"
"ENSG00000289544",583,1,1,"lncRNA",NA
"ENSG00000227959",2972,1,2,"lncRNA","452"
"ENSG00000224081",241612,19,50,"transcribed_processed_pseudogene",NA
"ENSG00000287033",5913,1,2,"lncRNA","301"
"ENSG00000284700",1707,2,5,"lncRNA","289"
"ENSG00000224977",658,2,3,"lncRNA","167.5"
"ENSG00000289348",4622,1,2,"lncRNA",NA
"ENSG00000284693",15470,4,7,"lncRNA","1221"
"ENSG00000231246",183789,8,17,"lncRNA","264"
"ENSG00000203721",147286,8,19,"lncRNA","207"
"ENSG00000288810",1368,1,1,"lncRNA",NA
"ENSG00000230937",4031,13,27,"lncRNA","148"
"ENSG00000288950",63658,1,2,"lncRNA",NA
"ENSG00000229588",175048,2,5,"lncRNA","141"
"ENSG00000289426",40551,1,3,"lncRNA",NA
"ENSG00000289291",1626,1,1,"lncRNA",NA
"ENSG00000215866",30473,6,16,"lncRNA","160"
"ENSG00000289394",700,1,1,"lncRNA",NA
"ENSG00000230615",85499,26,68,"lncRNA","133"
"ENSG00000289612",567,1,1,"lncRNA",NA
"ENSG00000226026",72324,4,10,"lncRNA","146"
"ENSG00000197989",4594,16,33,"lncRNA","96.5"
"ENSG00000289407",695,1,1,"lncRNA",NA
"ENSG00000289305",399,1,1,"lncRNA",NA
"ENSG00000289057",489,1,1,"lncRNA",NA
"ENSG00000236200",23015,7,15,"lncRNA","105"
"ENSG00000289212",2131,1,3,"lncRNA",NA
"ENSG00000197880",59073,4,13,"lncRNA","180"
"ENSG00000288826",1410,1,1,"lncRNA",NA
"ENSG00000289419",1856,1,1,"lncRNA",NA
"ENSG00000289554",1126,1,1,"lncRNA",NA
"ENSG00000289192",2821,1,1,"lncRNA",NA
"ENSG00000289581",1218,1,1,"lncRNA",NA
"ENSG00000289380",687,1,1,"lncRNA",NA
"ENSG00000289425",616,1,1,"lncRNA",NA
"ENSG00000283324",26156,1,2,"protein_coding","614.5"
"ENSG00000252822",95,1,1,"misc_RNA","96"
"ENSG00000235371",2309,1,1,"processed_pseudogene",NA
"ENSG00000286142",6748,1,3,"lncRNA","104"
"ENSG00000077585",79360,5,14,"protein_coding","150"
"ENSG00000222650",178,1,1,"snRNA","179"
"ENSG00000237922",984,1,2,"processed_pseudogene",NA
"ENSG00000086619",67338,12,36,"protein_coding","85.5"
"ENSG00000203786",4031,1,2,"protein_coding","2492"
"ENSG00000225556",2739,3,6,"protein_coding","878.5"
"ENSG00000117791",36590,6,19,"protein_coding","163"
"ENSG00000186205",33307,16,34,"protein_coding","163"
"ENSG00000289142",976,1,1,"lncRNA",NA
"ENSG00000123472",41130,12,30,"protein_coding","96"
"ENSG00000010803",215104,14,41,"protein_coding","180"
"ENSG00000222854",109,1,1,"rRNA_pseudogene",NA
"ENSG00000196369",208263,7,25,"protein_coding","216"
"ENSG00000143333",5766,1,5,"protein_coding","167"
"ENSG00000261504",1375,1,1,"lncRNA","1376"
"ENSG00000227181",1682,1,2,"lncRNA","129.5"
"ENSG00000271269",987,1,2,"processed_pseudogene",NA
"ENSG00000135824",42771,7,19,"protein_coding","102"
"ENSG00000227941",296,1,1,"processed_pseudogene",NA
"ENSG00000259788",1081,1,1,"lncRNA","1082"
"ENSG00000272574",651,1,2,"lncRNA","252.5"
"ENSG00000031698",24264,6,20,"protein_coding","147"
"ENSG00000143126",26212,4,45,"protein_coding","165.5"
"ENSG00000134222",3630,12,31,"protein_coding","113"
"ENSG00000221986",14646,3,13,"protein_coding","160"
"ENSG00000134243",88350,10,36,"protein_coding","120.5"
"ENSG00000143106",27406,6,18,"protein_coding","95"
"ENSG00000200674",339,1,1,"misc_RNA","340"
"ENSG00000252357",133,1,1,"misc_RNA","134"
"ENSG00000185278",35465,4,12,"protein_coding","196"
"ENSG00000252231",130,1,1,"rRNA_pseudogene",NA
"ENSG00000200755",118,1,1,"rRNA_pseudogene",NA
"ENSG00000225952",1136,1,2,"lncRNA","240"
"ENSG00000264014",67,1,1,"miRNA","68"
"ENSG00000215906",19823,1,8,"protein_coding","134"
"ENSG00000117143",39518,4,16,"protein_coding","182.5"
"ENSG00000229849",4754,1,4,"unprocessed_pseudogene",NA
"ENSG00000163564",46263,6,19,"protein_coding","189"
"ENSG00000163565",55187,11,32,"protein_coding","192"
"ENSG00000163568",126244,8,26,"protein_coding","212"
"ENSG00000233473",662,1,1,"transcribed_processed_pseudogene",NA
"ENSG00000222009",7062,9,25,"protein_coding","132"
"ENSG00000004455",73010,23,54,"protein_coding","111"
"ENSG00000229913",3241,1,2,"lncRNA","912"
"ENSG00000236341",32871,1,4,"lncRNA","155"
"ENSG00000157131",63455,14,34,"protein_coding","182"
"ENSG00000173372",4601,9,21,"protein_coding","200"
"ENSG00000289692",7561,2,6,"protein_coding",NA
"ENSG00000159189",5096,6,15,"protein_coding","194"
"ENSG00000173369",8875,6,21,"protein_coding","204"
"ENSG00000284214",87,1,1,"miRNA","88"
"ENSG00000284203",80,1,1,"miRNA","81"
"ENSG00000117335",43476,25,63,"protein_coding","103"
"ENSG00000180667",9131,2,5,"protein_coding","340.5"
"ENSG00000123843",11133,8,19,"protein_coding","172.5"
"ENSG00000123838",40739,3,18,"protein_coding","184.5"
"ENSG00000275392",476,1,1,"lncRNA","477"
"ENSG00000226565",76,1,1,"processed_pseudogene",NA
"ENSG00000224462",18414,1,11,"unprocessed_pseudogene",NA
"ENSG00000243636",4766,1,2,"lncRNA","188"
"ENSG00000289694",67801,2,7,"protein_coding",NA
"ENSG00000265986",68,1,1,"miRNA","69"
"ENSG00000264582",295,1,1,"misc_RNA","296"
"ENSG00000116785",20594,5,14,"protein_coding","183"
"ENSG00000283876",66,1,1,"miRNA","67"
"ENSG00000123689",978,1,2,"protein_coding","438"
"ENSG00000117594",48771,4,14,"protein_coding","144"
"ENSG00000236136",841,1,1,"processed_pseudogene",NA
"ENSG00000009790",26288,16,50,"protein_coding","133.5"
"ENSG00000162757",5351,1,2,"protein_coding","2342"
"ENSG00000289700",26550,1,10,"protein_coding",NA
"ENSG00000117595",20558,6,14,"protein_coding","186.5"
"ENSG00000117597",29593,2,14,"protein_coding","201"
"ENSG00000177181",43440,2,8,"protein_coding","231"
"ENSG00000235002",396,1,1,"processed_pseudogene",NA
"ENSG00000066185",25924,4,13,"protein_coding","144"
"ENSG00000134684",42794,14,42,"protein_coding","136"
"ENSG00000021852",45176,9,28,"protein_coding","155.5"
"ENSG00000132716",46834,18,53,"protein_coding","111"
"ENSG00000258465",68330,3,13,"protein_coding","162"
"ENSG00000224261",885,1,1,"processed_pseudogene",NA
"ENSG00000162735",9541,12,27,"protein_coding","136"
"ENSG00000235082",303,1,1,"processed_pseudogene",NA
"ENSG00000202078",112,1,1,"misc_RNA","113"
"ENSG00000171786",5775,1,2,"protein_coding","1278.5"
"ENSG00000201608",141,1,1,"snRNA","142"
"ENSG00000162739",38232,3,13,"protein_coding","111"
"ENSG00000234425",34385,1,2,"lncRNA","317.5"
"ENSG00000066294",38421,7,18,"protein_coding","120"
"ENSG00000122218",54972,34,92,"protein_coding","110"
"ENSG00000169474",1733,2,4,"protein_coding","270"
"ENSG00000118200",121811,6,28,"protein_coding","137"
"ENSG00000163362",24694,7,27,"protein_coding","181"
"ENSG00000285210",32007,3,9,"lncRNA","144"
"ENSG00000278281",55,1,1,"miRNA","56"
"ENSG00000231349",690,1,1,"processed_pseudogene",NA
"ENSG00000137975",32382,3,17,"protein_coding","201.5"
"ENSG00000016490",31891,2,16,"protein_coding","178"
"ENSG00000016602",33676,2,16,"protein_coding","189.5"
"ENSG00000224466",717,1,1,"processed_pseudogene",NA
"ENSG00000289114",384,1,1,"lncRNA",NA
"ENSG00000263439",82,1,1,"miRNA","83"
"ENSG00000236863",470,1,1,"processed_pseudogene",NA
"ENSG00000152904",17182,8,18,"protein_coding","93"
"ENSG00000227962",281,1,1,"processed_pseudogene",NA
"ENSG00000244371",542,1,1,"processed_pseudogene",NA
"ENSG00000234225",1687,2,6,"lncRNA","295"
"ENSG00000227242",36937,1,15,"unprocessed_pseudogene",NA
"ENSG00000225603",1664,1,1,"processed_pseudogene",NA
"ENSG00000201142",124,1,1,"snRNA","125"
"ENSG00000230832",1240,1,1,"processed_pseudogene",NA
"ENSG00000286172",140,1,1,"snRNA","141"
"ENSG00000283342",24803,1,13,"unprocessed_pseudogene",NA
"ENSG00000131791",17444,3,13,"protein_coding","127.5"
"ENSG00000180867",6878,3,6,"transcribed_processed_pseudogene",NA
"ENSG00000274210",164,1,1,"snRNA","165"
"ENSG00000252515",100,1,1,"snRNA","101"
"ENSG00000177144",3641,1,1,"protein_coding","3642"
"ENSG00000275140",11954,1,4,"unprocessed_pseudogene",NA
"ENSG00000271546",528,1,1,"processed_pseudogene",NA
"ENSG00000252656",249,1,1,"misc_RNA","250"
"ENSG00000222788",78,1,1,"snRNA","79"
"ENSG00000254913",3218,1,3,"lncRNA","71"
"ENSG00000289642",1179,1,1,"lncRNA",NA
"ENSG00000255148",7598,1,3,"lncRNA","143"
"ENSG00000201699",161,1,1,"snRNA","162"
"ENSG00000273591",249,1,1,"misc_RNA","250"
"ENSG00000237938",16584,3,10,"lncRNA","130"
"ENSG00000162461",5134,3,9,"protein_coding","153"
"ENSG00000224459",9848,1,2,"lncRNA","319.5"
"ENSG00000162460",5483,2,7,"protein_coding","181.5"
"ENSG00000162458",29987,15,41,"protein_coding","179"
"ENSG00000224321",489,1,1,"processed_pseudogene",NA
"ENSG00000178715",437,1,1,"processed_pseudogene",NA
"ENSG00000179743",13673,1,2,"lncRNA","1236.5"
"ENSG00000236216",375,1,1,"processed_pseudogene",NA
"ENSG00000228823",1833,1,2,"unprocessed_pseudogene",NA
"ENSG00000236009",1594,2,6,"lncRNA","275"
"ENSG00000227001",3342,1,5,"unprocessed_pseudogene",NA
"ENSG00000187952",1233,1,1,"processed_pseudogene",NA
"ENSG00000186543",3240,1,5,"unprocessed_pseudogene",NA
"ENSG00000142794",44877,13,50,"protein_coding","168.5"
"ENSG00000176378",326,1,1,"processed_pseudogene",NA
"ENSG00000233431",4715,1,2,"lncRNA","410.5"
"ENSG00000076864",73136,12,51,"protein_coding","103"
"ENSG00000090686",105308,15,57,"protein_coding","125"
"ENSG00000186409",193969,56,139,"protein_coding","154"
"ENSG00000236335",2078,1,3,"lncRNA","165"
"ENSG00000231949",5283,1,3,"lncRNA","107"
"ENSG00000289710",170,1,1,"protein_coding",NA
"ENSG00000162510",12308,3,12,"protein_coding","188"
"ENSG00000287510",1734,1,2,"lncRNA","538.5"
"ENSG00000116560",17068,11,27,"protein_coding","155.5"
"ENSG00000116981",20878,1,6,"protein_coding","176.5"
"ENSG00000084072",71732,15,36,"protein_coding","99"
"ENSG00000289711",2405,1,3,"transcribed_unprocessed_pseudogene",NA
"ENSG00000116985",31683,1,7,"protein_coding","190"
"ENSG00000198754",1825,1,1,"protein_coding","1826"
"ENSG00000285905",1449,1,2,"lncRNA","609"
"ENSG00000261798",1195,1,1,"lncRNA","1196"
"ENSG00000229213",153,1,1,"unprocessed_pseudogene",NA
"ENSG00000284678",16046,1,4,"lncRNA","142"
"ENSG00000043514",45401,16,38,"protein_coding","118"
"ENSG00000202222",112,1,1,"misc_RNA","113"
"ENSG00000116990",6830,4,9,"protein_coding","979"
"ENSG00000236546",1353,1,2,"lncRNA","392.5"
"ENSG00000207356",108,1,1,"misc_RNA","109"
"ENSG00000168389",14856,10,30,"protein_coding","124"
"ENSG00000228477",724,1,1,"processed_pseudogene",NA
"ENSG00000229943",1804,1,2,"lncRNA","169.5"
"ENSG00000261213",1409,1,1,"lncRNA","1410"
"ENSG00000224127",5228,1,2,"lncRNA","335"
"ENSG00000162624",33099,3,13,"protein_coding","168.5"
"ENSG00000224149",2602,1,2,"lncRNA","1101.5"
"ENSG00000206999",102,1,1,"snRNA","103"
"ENSG00000162643",133991,6,31,"protein_coding","125"
"ENSG00000055732",30418,6,26,"protein_coding","123"
"ENSG00000266110",79,1,1,"miRNA","80"
"ENSG00000280099",1716,1,1,"TEC","1717"
"ENSG00000097096",44835,3,10,"protein_coding","696"
"ENSG00000289582",272,1,1,"lncRNA",NA
"ENSG00000289712",769,1,2,"unprocessed_pseudogene",NA
"ENSG00000117598",337684,4,13,"protein_coding","214"
"ENSG00000232825",240518,5,16,"lncRNA","144"
"ENSG00000227034",256,1,1,"processed_pseudogene",NA
"ENSG00000252682",67,1,1,"snoRNA","68"
"ENSG00000212292",98,1,1,"snRNA","99"
"ENSG00000222457",98,1,1,"snRNA","99"
"ENSG00000278694",622,1,2,"unprocessed_pseudogene",NA
"ENSG00000143595",4235,3,10,"protein_coding","138"
"ENSG00000143515",25779,8,43,"protein_coding","114"
"ENSG00000160753",10220,15,38,"protein_coding","126"
"ENSG00000116584",60219,20,64,"protein_coding","120"
"ENSG00000286005",270,1,1,"unprocessed_pseudogene",NA
"ENSG00000143297",39138,8,29,"protein_coding","276"
"ENSG00000163518",24338,3,17,"protein_coding","143"
"ENSG00000236731",789,1,2,"unprocessed_pseudogene",NA
"ENSG00000233712",6451,1,3,"unprocessed_pseudogene",NA
"ENSG00000160856",26448,9,33,"protein_coding","127"
"ENSG00000227217",4697,1,2,"lncRNA","379"
"ENSG00000231700",557,1,1,"processed_pseudogene",NA
"ENSG00000232366",840,1,1,"processed_pseudogene",NA
"ENSG00000132704",31399,5,17,"protein_coding","103.5"
"ENSG00000162738",28106,2,10,"protein_coding",NA
"ENSG00000289121",828,1,1,"lncRNA",NA
"ENSG00000143258",6273,11,35,"protein_coding","112"
"ENSG00000285636",28534,2,6,"lncRNA","197"
"ENSG00000266144",75,1,1,"miRNA","76"
"ENSG00000227094",942,1,2,"lncRNA","258.5"
"ENSG00000252262",99,1,1,"rRNA_pseudogene",NA
"ENSG00000207729",94,1,1,"miRNA","95"
"ENSG00000254706",18124,3,8,"protein_coding","174.5"
"ENSG00000171722",3651,2,5,"protein_coding","167"
"ENSG00000239887",7971,2,4,"protein_coding","491"
"ENSG00000198574",16870,2,6,"protein_coding","209.5"
"ENSG00000289713",104,1,1,"unprocessed_pseudogene",NA
"ENSG00000227243",1017,1,2,"unprocessed_pseudogene",NA
"ENSG00000152332",32380,4,14,"protein_coding","99"
"ENSG00000162733",156032,9,36,"protein_coding","164"
"ENSG00000242193",31814,4,15,"transcribed_unitary_pseudogene",NA
"ENSG00000276563",216,1,1,"processed_pseudogene",NA
"ENSG00000224687",3307,4,8,"lncRNA","1415.5"
"ENSG00000075391",390043,8,38,"protein_coding","149.5"
"ENSG00000270575",367,1,2,"processed_pseudogene",NA
"ENSG00000213058",356,1,1,"processed_pseudogene",NA
"ENSG00000264809",274,1,1,"misc_RNA","275"
"ENSG00000285910",1488,1,2,"lncRNA","565"
"ENSG00000240021",35493,7,31,"protein_coding","65"
"ENSG00000213057",6137,2,6,"lncRNA","691"
"ENSG00000201347",116,1,1,"rRNA_pseudogene",NA
"ENSG00000238232",509,1,2,"lncRNA","91"
"ENSG00000196660",273591,5,17,"protein_coding","498.5"
"ENSG00000252086",86,1,1,"rRNA_pseudogene",NA
"ENSG00000154380",166377,10,35,"protein_coding","111"
"ENSG00000289602",1038,1,1,"lncRNA",NA
"ENSG00000162676",13882,9,14,"protein_coding","200"
"ENSG00000233954",2179,2,2,"protein_coding","2180"
"ENSG00000232059",288,1,1,"processed_pseudogene",NA
"ENSG00000282317",562,1,1,"lncRNA","563"
"ENSG00000287601",637,1,1,"lncRNA","638"
"ENSG00000203667",9441,5,13,"protein_coding","115"
"ENSG00000081985",91360,17,47,"protein_coding","143"
"ENSG00000162551",69013,7,23,"protein_coding","144"
"ENSG00000289715",6598,1,2,"protein_coding",NA
"ENSG00000237605",1530,4,9,"lncRNA","84"
"ENSG00000136634",6939,6,15,"protein_coding","153"
"ENSG00000000971",100722,29,79,"protein_coding","177"
"ENSG00000289697",143541,2,3,"protein_coding",NA
"ENSG00000054523",171033,17,80,"protein_coding","109"
"ENSG00000171793",33265,23,62,"protein_coding","97"
"ENSG00000135744",54800,10,25,"protein_coding","268"
"ENSG00000084623",24320,36,78,"protein_coding","93"
"ENSG00000264384",304,1,1,"misc_RNA","305"
"ENSG00000215938",78,1,1,"miRNA","79"
"ENSG00000163263",7248,1,4,"protein_coding","94.5"
"ENSG00000143612",13941,11,27,"protein_coding","167"
"ENSG00000143569",51331,20,66,"protein_coding","112"
"ENSG00000201129",135,1,1,"snoRNA","136"
"ENSG00000160058",30098,16,39,"protein_coding","104"
"ENSG00000224333",1006,1,1,"processed_pseudogene",NA
"ENSG00000270850",340,1,1,"processed_pseudogene",NA
"ENSG00000229259",3575,1,4,"unprocessed_pseudogene",NA
"ENSG00000263529",300,1,1,"misc_RNA","301"
"ENSG00000229994",885,1,1,"processed_pseudogene",NA
"ENSG00000227409",7255,1,2,"lncRNA","229.5"
"ENSG00000278702",322,1,1,"misc_RNA","323"
"ENSG00000142687",164067,52,108,"protein_coding","139"
"ENSG00000116586",3724,6,11,"protein_coding","163"
"ENSG00000289721",2780,1,1,"protein_coding",NA
"ENSG00000182866",34921,14,42,"protein_coding","121"
"ENSG00000287828",10097,1,2,"lncRNA","364"
"ENSG00000286518",6113,1,2,"lncRNA","1392"
"ENSG00000130762",26448,7,25,"protein_coding","149.5"
"ENSG00000272088",381,1,1,"lncRNA","382"
"ENSG00000207776",95,1,1,"miRNA","96"
"ENSG00000158109",5112,2,6,"protein_coding","177"
"ENSG00000116213",21994,10,29,"protein_coding","117"
"ENSG00000078900",83685,11,29,"protein_coding","122"
"ENSG00000227589",9834,1,3,"lncRNA","148"
"ENSG00000235131",2098,1,2,"lncRNA","175.5"
"ENSG00000227372",11862,29,76,"transcribed_unitary_pseudogene",NA
"ENSG00000276189",160,1,1,"misc_RNA","161"
"ENSG00000162591",123557,8,54,"protein_coding","129"
"ENSG00000081019",50644,5,16,"protein_coding","168"
"ENSG00000134242",57942,10,37,"protein_coding","84"
"ENSG00000226167",44602,1,5,"lncRNA","122"
"ENSG00000188761",10765,7,15,"protein_coding","127"
"ENSG00000134262",11007,14,38,"protein_coding","208"
"ENSG00000235527",5495,6,14,"lncRNA","332"
"ENSG00000163349",48545,11,37,"protein_coding","163"
"ENSG00000118655",9467,6,16,"protein_coding","450"
"ENSG00000203963",139688,8,21,"protein_coding","113"
"ENSG00000252433",134,1,1,"snoRNA","135"
"ENSG00000275678",2351,1,1,"lncRNA","2352"
"ENSG00000235674",984,1,1,"processed_pseudogene",NA
"ENSG00000229463",699,1,2,"lncRNA","260.5"
"ENSG00000222831",60,1,1,"miRNA","61"
"ENSG00000206803",106,1,1,"snRNA","107"
"ENSG00000162496",50300,4,11,"protein_coding","191.5"
"ENSG00000221340",100,1,1,"snRNA","101"
"ENSG00000276830",66,1,1,"miRNA","67"
"ENSG00000226166",111,1,1,"processed_pseudogene",NA
"ENSG00000188984",12650,2,6,"protein_coding","226"
"ENSG00000157330",17499,3,8,"protein_coding","178"
"ENSG00000116726",4168,1,3,"protein_coding","896"
"ENSG00000116721",5231,2,6,"protein_coding","445.5"
"ENSG00000228338",473,1,2,"lncRNA","189"
"ENSG00000239810",6805,1,4,"protein_coding","445.5"
"ENSG00000231103",3232,1,4,"unprocessed_pseudogene",NA
"ENSG00000179172",1343,1,2,"protein_coding","567"
"ENSG00000120952",4823,1,4,"protein_coding","445.5"
"ENSG00000243073",6989,1,4,"protein_coding","445.5"
"ENSG00000187545",5374,1,4,"protein_coding","445.5"
"ENSG00000207434",106,1,1,"snRNA","107"
"ENSG00000234064",2091,1,2,"unprocessed_pseudogene",NA
"ENSG00000232423",9108,2,5,"protein_coding","445.5"
"ENSG00000279169",5221,2,6,"protein_coding","445.5"
