"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3","codingpotential","branchpt_len","Gene_name","H3K36me3","H3K9me3","H3K4me3","chr_sig"
"ENSG00000116161",12864,9,24,"protein_coding",100,1411,1,0,0.882327,31,"CACYBP","1","1","1","3"
"ENSG00000226486",131876,2,5,"lncRNA",307,65242,1,0,0.02765455,6,"LINC01035","0","0","0","0"
"ENSG00000227687",640,1,2,"lncRNA",115,411,1,0,0.0411485,46,"RP4-681L3","0","0","0","0"
"ENSG00000231814",27904,2,6,"lncRNA",168,6211,1,0,0.02919715,7,"LINC00210","0","0","0","0"
"ENSG00000286210",3091,1,3,"lncRNA",423,996.5,1,0,0.0176203,62.5,"RP5-855F14","0","0","0","0"
"ENSG00000287364",16477,6,15,"lncRNA",142,1523,1,0,0.0516693,11,"RP11-379L12","0","0","0","0"
"ENSG00000225063",3046,1,2,"lncRNA",343,2361,1,0,0.012098,79,"TMCC2-AS1","0","0","0","0"
"ENSG00000152104",203749,5,27,"protein_coding",129,3683,1,0,0.686163,33,"PTPN14","0","0","1","1"
"ENSG00000236975",118314,4,13,"lncRNA",88,1221.5,1,0,0.093193,17.5,"LINC02814","0","0","0","0"
"ENSG00000286541",40474,1,2,"lncRNA",765.5,38944,1,0,0.0798699,29,"RP11-16L9","0","0","0","0"
"ENSG00000117650",16973,5,17,"protein_coding",218,948,1,0,0.999999,26,"NEK2","1","0","1","2"
"ENSG00000235021",1774,1,2,"lncRNA",261,1253,1,0,0.0175299,19,"RP11-439E19","0","0","0","0"
"ENSG00000203724",4737,3,7,"protein_coding",214,2066.5,1,0,0.146575,10.5,"C1orf53","0","0","1","1"
"ENSG00000225006",27927,1,4,"lncRNA",155,6378,1,0,0.0810649,9,"RP11-669M2","0","0","0","0"
"ENSG00000287633",4296,3,5,"lncRNA",789.5,1720,1,0,0.0615069,23,"RP5-855F14","0","0","0","0"
"ENSG00000158764",9784,3,11,"protein_coding",117.5,1329,1,0,0.764432,71,"ITLN2","0","0","1","1"
"ENSG00000230714",1825,1,2,"lncRNA",107.5,1611,1,0,0.00694296,7,"RP11-152L7","0","0","0","0"
"ENSG00000261065",904,1,2,"lncRNA",222,461,1,0,0.0474271,38,"RP11-74C13","0","0","0","0"
"ENSG00000236206",25728,4,10,"lncRNA",267,4305,1,0,0.043135,7.5,"RP11-306I1","0","0","0","0"
"ENSG00000168118",34832,5,17,"protein_coding",122.5,1885.5,4,0,0.552103,11,"RAB4A","0","1","1","2"
"ENSG00000173726",19496,3,9,"protein_coding",143,4166.5,1,0,0.122412,14.5,"TOMM20","1","0","1","2"
"ENSG00000152382",19754,2,9,"protein_coding",128.5,1865,1,0,0.996914,23,"TADA1","1","1","1","3"
"ENSG00000143839",35505,2,14,"protein_coding",122,627.5,4,0,1,140.5,"REN","1","1","1","3"
"ENSG00000232100",15635,1,4,"lncRNA",263.5,4901,4,0,0.00951768,26,"LINC01653","0","0","0","0"
"ENSG00000176754",8818,4,12,"lncRNA",163,697,1,0,0.231769,26,"LINC00303","0","0","0","0"
"ENSG00000227953",16505,10,27,"lncRNA",191,895,1,0,0.1572705,103,"LINC01341","0","0","0","0"
"ENSG00000135829",48635,8,44,"protein_coding",135,977,1,0,0.548012,19,"DHX9","0","0","1","1"
"ENSG00000134717",34517,8,23,"protein_coding",114,3455,1,0,0.336404,23,"BTF3L4","1","0","1","2"
"ENSG00000116668",134701,3,23,"protein_coding",122,5447,1,0,1,18,"SWT1","0","0","1","1"
"ENSG00000143756",47936,5,12,"protein_coding",196,16075,1,0,0.913724,5,"FBXO28","1","1","1","3"
"ENSG00000287676",2686,1,2,"lncRNA",357.5,1972,1,0,0.00616997,23,"RP11-392O17","0","0","0","0"
"ENSG00000143207",262455,11,44,"protein_coding",109,12018,1,0,0.948863,16,"COP1","1","1","1","3"
"ENSG00000238224",372,1,2,"lncRNA",135.5,102,1,0,1.76653e-05,2,"RP11-522M21","0","0","0","0"
"ENSG00000286775",2278,1,4,"lncRNA",105.5,300,1,0,0.0326883,8,"RP11-152L7","0","0","0","0"
"ENSG00000230404",4790,1,2,"lncRNA",195,4401,1,0,0.0528097,26,"RP5-855F14","0","0","0","0"
"ENSG00000236230",300297,2,10,"lncRNA",101,20651,1,0,0.0482181,6.5,"RP11-400N13","0","0","0","0"
"ENSG00000026751",15764,7,17,"protein_coding",120,921,1,0,0.983757,39.5,"SLAMF7","1","1","1","3"
"ENSG00000150681",27353,4,13,"protein_coding",167,1947,1,0,0.294459,4.5,"RGS18","0","0","0","0"
"ENSG00000116906",36766,6,28,"protein_coding",136,1302,1,0,0.6894115,17,"GNPAT","1","1","1","3"
"ENSG00000092969",99283,4,13,"protein_coding",164,3707,1,0,0.9852125,9,"TGFB2","0","0","1","1"
"ENSG00000157181",45540,5,20,"protein_coding",118,2358,1,0,1,20,"ODR4","1","0","0","1"
"ENSG00000236720",11751,3,8,"lncRNA",355.5,663,1,0,0.0411526,22,"LINC01741","0","0","0","0"
"ENSG00000227421",20352,1,4,"lncRNA",158.5,1989,1,0,0.0354502,15,"LINC01724","0","0","0","0"
"ENSG00000227240",725484,3,13,"lncRNA",97,12869,1,0,0.0209538,23,"RP11-563D10","0","0","0","0"
"ENSG00000076258",27901,5,18,"protein_coding",176,2592,1,0,0.483477,30,"FMO4","0","1","1","2"
"ENSG00000117697",65629,6,16,"protein_coding",85,3065,1,0,0.991629,11,"NSL1","1","1","1","3"
"ENSG00000162669",144090,9,55,"protein_coding",104,1194.5,4,0,1,11,"HFM1","0","0","1","1"
"ENSG00000132681",35394,6,32,"protein_coding",137,916,1,0,1,66.5,"ATP1A4","0","0","0","0"
"ENSG00000143641",224132,5,24,"protein_coding",101.5,4657,1,0,0.24457,75,"GALNT2","1","1","1","3"
"ENSG00000227630",12678,4,8,"lncRNA",456,2669,1,0,0.05053515,15,"LINC01132","0","1","1","2"
"ENSG00000228830",2475,1,2,"lncRNA",346.5,1783,2,0,0.463949,7,"RP4-781K5","0","0","0","0"
"ENSG00000010932",37507,8,24,"protein_coding",163,1985,1,0,0.999968,9,"FMO1","0","0","1","1"
"ENSG00000282849",5584,1,2,"lncRNA",319,4947,1,0,0.0123101,18,"RP11-121P12","0","0","0","0"
"ENSG00000226640",48141,1,3,"lncRNA",112,23870.5,1,0,0.290343,31.5,"RP11-21J7","0","0","0","0"
"ENSG00000010072",17919,6,16,"protein_coding",290,3378,1,0,0.937796,16,"SPRTN","1","0","0","1"
"ENSG00000135766",58536,7,18,"protein_coding",137,3103,1,0,0.323389,28.5,"EGLN1","1","0","1","2"
"ENSG00000238054",19066,4,9,"lncRNA",208,9137.5,1,0,0.03625565,1.5,"RP11-316I3","0","0","0","0"
"ENSG00000163534",25717,8,29,"protein_coding",83,1180,1,0,0.841732,40,"FCRL1","0","1","1","2"
"ENSG00000168243",103069,5,10,"protein_coding",112,31502,4,0,0.18487,185,"GNG4","1","1","1","3"
"ENSG00000224939",5469,1,2,"lncRNA",1135,3200,1,0,0.0147095,21,"LINC00184","0","0","0","0"
"ENSG00000116183",382430,5,31,"protein_coding",185.5,5080,1,0,0.0658335,34.5,"PAPPA2","0","0","0","0"
"ENSG00000232194",818,1,2,"lncRNA",359,101,1,0,0.0108795,24,"RP1-313L4","0","0","0","0"
"ENSG00000235152",25552,1,3,"lncRNA",140,12367.5,1,0,0.0514616,12.5,"RP5-865N13","0","0","0","0"
"ENSG00000231612",2746,1,2,"lncRNA",223.5,2300,1,0,0.00848099,26,"RP11-522M21","0","0","0","0"
"ENSG00000237980",12333,2,5,"lncRNA",320,5473,1,0,0.05205425,42,"LINC02773","0","0","0","0"
"ENSG00000170382",68568,4,8,"protein_coding",1734,62651,1,0,1,151,"LRRN2","0","1","1","2"
"ENSG00000226868",9474,1,2,"lncRNA",87,9301,1,0,0.0181185,23,"RP11-122M14","0","0","0","0"
"ENSG00000272362",2905,1,2,"lncRNA",263,2380,1,0,0.0483744,4,"RP4-781K5","0","0","0","0"
"ENSG00000237011",4183,1,3,"lncRNA",210,1667,4,0,0.327678,10,"RP11-98G13","0","0","0","0"
"ENSG00000066027",76443,4,20,"protein_coding",109,1631.5,1,0,0.709718,9.5,"PPP2R5A","1","1","1","3"
"ENSG00000286263",121601,1,2,"lncRNA",1805,117992,1,0,0.0654577,16,"RP11-400F1","0","0","0","0"
"ENSG00000227006",13406,1,4,"lncRNA",340,3153,1,0,0.93649,10,"RP5-956O18","0","0","0","0"
"ENSG00000236372",5181,1,2,"lncRNA",1120.5,2941,2,0,0.121266,2,"RP5-865N13","0","0","0","0"
"ENSG00000224525",7272,1,3,"lncRNA",189,3253.5,1,0,0.00832407,83,"RP11-561I11","0","0","0","0"
"ENSG00000173728",37028,4,9,"protein_coding",98,10463,1,0,0.3951765,29,"C1orf100","1","1","1","3"
"ENSG00000094975",79484,10,43,"protein_coding",108,1519,4,0,0.551666,17,"SUCO","1","1","1","3"
"ENSG00000225811",97372,1,5,"lncRNA",104,28485,1,0,0.100173,21,"RP11-547I7","0","0","0","0"
"ENSG00000162772",55443,10,26,"protein_coding",160,2865,1,0,0.803185,23,"ATF3","1","1","1","3"
"ENSG00000227818",551,1,2,"lncRNA",226.5,99,1,0,0.0318662,26,"RP11-227F8","0","0","0","0"
"ENSG00000135828",15622,2,8,"protein_coding",134,1217,1,0,1,17,"RNASEL","1","0","1","2"
"ENSG00000286398",4952,1,2,"lncRNA",171,4611,1,0,0.0190241,112,"RP11-103C3","0","0","0","0"
"ENSG00000076356",222142,6,42,"protein_coding",151.5,1957,1,0,0.1637465,101,"PLXNA2","0","0","1","1"
"ENSG00000185523",17508,1,3,"protein_coding",121,8501.5,1,0,0.188872,9,"SPATA45","0","1","1","2"
"ENSG00000116711",160032,2,18,"protein_coding",137.5,6542,1,0,0.9995475,19,"PLA2G4A","0","0","1","1"
"ENSG00000228208",66713,4,7,"lncRNA",241,15122,1,0,0.07080365,30,"LINC02869","0","0","0","0"
"ENSG00000234915",32218,1,2,"lncRNA",193.5,31832,1,0,0.0026961,82,"RP11-384C4","0","0","0","0"
"ENSG00000143845",20982,11,27,"protein_coding",146,2462,1,0,0.13242,103,"ETNK2","0","0","0","0"
"ENSG00000235862",2487,1,2,"lncRNA",1112.5,263,1,0,0.999985,24,"RP11-338C15","0","0","0","0"
"ENSG00000157060",53660,5,20,"protein_coding",184.5,1261,1,0,1,6,"SHCBP1L","0","0","1","1"
"ENSG00000224260",39218,2,11,"lncRNA",122,3597,1,0,0.01196185,37,"RP1-272L16","0","0","0","0"
"ENSG00000287220",1553,1,2,"lncRNA",427.5,699,1,0,0.493641,13,"RP11-243A2","0","0","0","0"
"ENSG00000230063",2131,1,2,"lncRNA",325,1482,1,0,0.00487206,1,"RP11-384C4","0","0","0","0"
"ENSG00000123684",87306,4,15,"protein_coding",159,4184,1,0,0.53484675,22,"LPGAT1","1","1","1","3"
"ENSG00000117707",58329,7,18,"protein_coding",366,7325.5,5,0,1,28,"PROX1","0","0","1","1"
"ENSG00000228044",36887,5,13,"lncRNA",217,3900,1,0,0.0329651,9,"RP4-781K5","0","0","0","0"
"ENSG00000224407",1581,1,2,"lncRNA",514.5,553,1,0,0.0549127,225,"RP5-956O18","0","0","0","0"
"ENSG00000237457",2184,2,3,"lncRNA",263,1204,1,0,0.01539225,67,"LINC01351","0","0","0","0"
"ENSG00000123836",46658,10,34,"protein_coding",102,751,1,0,0.1399665,33,"PFKFB2","0","0","1","1"
"ENSG00000229832",935,1,2,"lncRNA",248,440,1,0,0.0167089,50,"RP11-384C4","0","0","0","0"
"ENSG00000117691",13459,4,10,"protein_coding",152.5,1713,1,0,0.143103,199,"NENF","1","0","1","2"
"ENSG00000225233",86979,1,3,"lncRNA",288,43019,1,0,0.0239269,57.5,"RP11-554K11","0","0","0","0"
"ENSG00000287856",164806,3,11,"protein_coding",160,4812,1,0,0.60589,28.5,"RP5-876B10","0","0","0","0"
"ENSG00000228067",10371,1,3,"lncRNA",72,5020,1,0,0.00481494,51,"LINC01740","0","0","0","0"
"ENSG00000226375",1203,1,2,"lncRNA",345,514,1,0,0.0647693,29,"RP3-395P12","0","0","0","0"
"ENSG00000203705",25002,17,41,"protein_coding",85,2684,1,0,0.463184,23,"TATDN3","1","0","1","2"
"ENSG00000228686",1483,1,2,"lncRNA",314.5,855,2,0,0.0282888,9,"RP11-492I21","0","0","0","0"
"ENSG00000174175",41344,7,26,"protein_coding",186,1714,1,0,1,23,"SELP","0","1","1","2"
"ENSG00000241475",6833,1,3,"lncRNA",98,2950.5,1,0,0.27696,89.5,"RP4-781K5","0","0","0","0"
"ENSG00000286421",8103,1,3,"lncRNA",346,3403.5,1,0,0.124883,29.5,"RP11-103C3","0","0","0","0"
"ENSG00000008118",30225,5,22,"protein_coding",122.5,1060,1,0,1,21,"CAMK1G","0","0","0","0"
"ENSG00000171161",11307,7,18,"protein_coding",241,1389,1,0,0.149657,15,"ZNF672","1","0","1","2"
"ENSG00000241505",13918,1,2,"lncRNA",253,13413,1,0,0.00998092,60,"RP11-161I10","0","0","0","0"
"ENSG00000224535",6206,2,5,"lncRNA",229,2706,1,0,0.0205314,129.5,"LINC02771","0","0","0","0"
"ENSG00000282097",10837,1,4,"lncRNA",276.5,3266,1,0,0.0849798,27,"RP4-781K5","0","0","0","0"
"ENSG00000261453",7731,1,3,"lncRNA",712,2666.5,1,0,0.0521597,28,"LINC01735","0","0","0","0"
"ENSG00000196878",37555,5,30,"protein_coding",158.5,785,1,0,1,80,"LAMB3","0","0","0","0"
"ENSG00000133059",69197,3,17,"protein_coding",157,987,1,0,1,75,"DSTYK","0","0","1","1"
"ENSG00000225561",5957,2,6,"lncRNA",153.5,2087,1,0,0.0322753,25,"LINC01710","0","0","0","0"
"ENSG00000074964",158176,9,43,"protein_coding",123,2368,1,0,1,169,"ARHGEF10L","0","0","0","0"
"ENSG00000116918",37983,5,11,"protein_coding",129.5,5153,1,0,0.304728,38,"TSNAX","1","1","1","3"
"ENSG00000287445",2506,1,2,"lncRNA",863.5,780,1,0,0.0184446,9,"RP11-61J19","0","0","0","0"
"ENSG00000259815",1344,1,2,"lncRNA",142.5,1060,1,0,0.153598,2,"LINC02769","0","0","0","0"
"ENSG00000240963",34492,1,4,"lncRNA",90.5,879,1,0,0.0369724,6,"RP11-518L10","0","0","0","0"
"ENSG00000198929",300784,6,22,"protein_coding",166,11210,1,0,0.9981165,52,"NOS1AP","0","0","1","1"
"ENSG00000230628",26630,1,2,"lncRNA",1782,23067,1,0,0.170014,56,"RP4-781K5","0","0","0","0"
"ENSG00000227579",527485,12,30,"lncRNA",137,20620,1,0,0.1760075,22,"RP1-35C21","0","0","0","0"
"ENSG00000176393",23775,14,33,"protein_coding",143,1360,1,0,0.190209,112,"RNPEP","1","0","1","2"
"ENSG00000174606",23685,8,20,"protein_coding",214,1962,1,0,0.652493,13,"ANGEL2","1","0","1","2"
"ENSG00000179914",8640,3,11,"protein_coding",120.5,1173,1,0,0.14455,46,"ITLN1","0","0","0","0"
"ENSG00000235750",36013,6,15,"protein_coding",176,10873,1,0,0.643836,16,"KIAA0040","1","0","1","2"
"ENSG00000121446",151407,22,68,"protein_coding",123,2471,4,0,0.157023,39,"RGSL1","0","1","0","1"
"ENSG00000226758",19399,1,4,"lncRNA",167,2698,1,0,0.324704,48,"DISC1-IT1","0","0","0","0"
"ENSG00000233304",14776,4,8,"lncRNA",566,705,1,0,0.1987395,112,"LINC01346","0","0","0","0"
"ENSG00000288007",2036,1,2,"lncRNA",785.5,466,1,0,0.0654919,1,"RP11-61J19","0","0","0","0"
"ENSG00000228255",63171,1,2,"lncRNA",173.5,62825,1,0,0.0165176,31,"RP11-323I1","0","0","0","0"
"ENSG00000287354",4087,1,2,"lncRNA",1241.5,1605,1,0,0.0455683,3,"RP5-879K22","0","0","0","0"
"ENSG00000198797",111464,3,12,"protein_coding",230,2604,1,0,1,65,"BRINP2","0","0","0","0"
"ENSG00000151414",165426,8,25,"protein_coding",110,13725,1,0,0.41528925,16,"NEK7","1","1","1","3"
"ENSG00000177614",111842,3,11,"protein_coding",189.5,6614.5,1,0,0.999999,112,"PGBD5","1","1","1","3"
"ENSG00000287157",7455,1,4,"lncRNA",130.5,2168,1,0,0.0999606,12,"RP5-879K22","0","0","0","0"
"ENSG00000233920",19445,2,6,"lncRNA",169.5,4783,1,0,0.0602943,30,"RP5-1061H20","0","0","0","0"
"ENSG00000183831",61515,2,8,"protein_coding",153.5,12077,1,0,0.913265,17,"ANKRD45","0","0","0","0"
"ENSG00000197472",62546,6,17,"protein_coding",152.5,9461.5,1,0,0.7056355,25.5,"ZNF695","1","1","0","2"
"ENSG00000230184",775,1,2,"lncRNA",180.5,415,1,0,0.00919698,56,"SMYD3-IT1","0","0","0","0"
"ENSG00000232436",2420,1,2,"lncRNA",403.5,1614,1,0,0.0328107,33,"RP11-103C3","0","0","0","0"
"ENSG00000231718",244709,1,4,"lncRNA",123,12685,1,0,0.066261,14,"LINC02789","0","1","0","1"
"ENSG00000136643",223541,6,24,"protein_coding",116,12116,1,0,1,19,"RPS6KC1","1","1","1","3"
"ENSG00000232537",119538,14,27,"lncRNA",327,58853.5,1,0,0.0113795,47,"RP11-385M4","0","0","0","0"
"ENSG00000285521",8064,1,3,"lncRNA",168,3455,1,0,0.0351467,90,"RP11-212H11","0","0","0","0"
"ENSG00000133069",57686,10,21,"protein_coding",540,1235,1,0,1,158,"TMCC2","0","0","1","1"
"ENSG00000162877",22107,4,18,"protein_coding",100,1201,1,0,0.53027985,94,"PM20D1","0","0","0","0"
"ENSG00000233461",7889,13,27,"lncRNA",128,1324.5,1,0,0.143519,16,"RP11-295G20","0","0","0","0"
"ENSG00000135747",133264,2,5,"protein_coding",135,11569.5,1,0,0.587955,42.5,"ZNF670-ZNF695","0","1","0","1"
"ENSG00000227237",5632,1,3,"lncRNA",159,2585.5,1,0,0.0168374,110.5,"AL672294","0","0","0","0"
"ENSG00000069248",68082,4,32,"protein_coding",134.5,2088,1,0,0.50879955,17,"NUP133","1","0","1","2"
"ENSG00000232812",7621,5,13,"lncRNA",209,1285.5,1,0,0.0100776,19,"LINC01717","0","0","0","0"
"ENSG00000242042",8248,1,3,"lncRNA",91,3642.5,1,0,0.364602,407,"LINC01743","1","1","0","2"
"ENSG00000234464",165963,2,6,"lncRNA",70,43314.5,1,0,0.013527835,25.5,"RP11-136B18","0","0","0","0"
"ENSG00000253148",50293,1,5,"protein_coding",114,9182,1,0,0.600913,30,"RGS21","0","0","0","0"
"ENSG00000227751",622,1,2,"lncRNA",155.5,312,1,0,0.00754807,197,"RCC2-AS1","0","0","0","0"
"ENSG00000090104",4261,6,14,"protein_coding",157,408,1,0,0.128154,32,"RGS1","1","1","1","3"
"ENSG00000285280",789927,15,58,"lncRNA",141,11705.5,4,0,0.0470942,19.5,"RP11-139E24","0","0","0","0"
"ENSG00000232892",51348,1,4,"lncRNA",155.5,3952,1,0,0.0447285,26,"RGS5-AS1","0","0","0","0"
"ENSG00000236950",2853,1,2,"lncRNA",297.5,2259,1,0,0.0110682,30,"LINC01774","0","1","1","2"
"ENSG00000185220",13750,3,7,"protein_coding",127.5,5436,1,0,0.999925,25,"PGBD2","1","0","1","2"
"ENSG00000162769",41088,5,19,"protein_coding",111.5,2494,1,0,0.993678,19,"FLVCR1","1","1","1","3"
"ENSG00000133065",24654,4,17,"protein_coding",147,1011,1,0,0.9177315,63,"SLC41A1","0","1","1","2"
"ENSG00000042781",800557,4,78,"protein_coding",183.5,4660,1,0,1,16,"USH2A","0","0","1","1"
"ENSG00000234754",6409,12,23,"lncRNA",119,841,4,0,0.1702625,67,"LINC02817","0","0","0","0"
"ENSG00000287046",6916,1,3,"lncRNA",165,2589,1,0,0.015893,95.5,"RP11-385M4","0","0","0","0"
"ENSG00000223774",6136,2,4,"lncRNA",177,639.5,1,0,0.08038855,197.5,"RP11-307B6","0","0","0","0"
"ENSG00000228863",28983,10,24,"lncRNA",145,3624,1,0,0.0285883,15,"RP11-404F10","0","0","0","0"
"ENSG00000233332",2482,1,2,"lncRNA",861.5,760,1,0,0.131512,391,"RP4-799P18","0","0","0","0"
"ENSG00000286213",29882,1,5,"lncRNA",178,5256.5,1,0,0.0341734,27.5,"RP11-61J19","0","0","0","0"
"ENSG00000226876",5240,2,7,"lncRNA",116,897.5,1,0,0.0445128,20,"SMYD3-AS1","0","0","0","0"
"ENSG00000277462",44174,1,3,"protein_coding",172.5,540,1,0,0.999932,24,"ZNF670","0","1","1","2"
"ENSG00000035687",43415,3,17,"protein_coding",108,1598.5,1,0,0.0804594,20.5,"ADSS2","0","0","0","0"
"ENSG00000180287",441711,8,23,"protein_coding",137,22913,1,0,0.999982,18,"PLD5","0","0","0","0"
"ENSG00000234678",14767,2,4,"lncRNA",2648,9472,1,0,0.47633675,7,"ELF3-AS1","0","0","0","0"
"ENSG00000231272",12759,1,2,"lncRNA",226,12308,1,0,0.0130445,23,"RP4-799P18","0","0","0","0"
"ENSG00000163431",50132,2,6,"protein_coding",509,909,1,0,0.9998415,139,"LMOD1","0","0","1","1"
"ENSG00000230124",233301,7,25,"protein_coding",93.5,16708,1,0,0.372473,19,"ACBD6","1","0","1","2"
"ENSG00000235096",9706,1,3,"lncRNA",159,4505.5,1,0,0.153397,22,"RP11-83A16","0","0","0","0"
"ENSG00000007341",97311,26,63,"protein_coding",115,5809,1,0,0.5157765,20,"ST7L","1","0","1","2"
"ENSG00000286747",3524,1,4,"lncRNA",135,352,1,0,0.421522,88,"RP11-107G24","0","0","0","0"
"ENSG00000236069",20912,2,4,"lncRNA",349,9824.5,1,0,0.0151818,27,"RP5-1011O1","0","0","0","0"
"ENSG00000236244",3917,1,2,"lncRNA",194,3530,1,0,0.0406148,43,"SLC35F3-AS1","0","0","0","0"
"ENSG00000272865",61899,4,13,"lncRNA",162.5,15480.5,1,0,0.08740695,37.5,"RP11-561I11","0","0","0","0"
"ENSG00000117222",35873,3,18,"protein_coding",132.5,1328,1,0,1,40,"RBBP5","1","1","1","3"
"ENSG00000143324",258257,5,23,"protein_coding",172,9529,1,0,0.662689,27,"XPR1","0","1","1","2"
"ENSG00000118193",69254,2,32,"protein_coding",127,1426,4,0,1,12,"KIF14","1","0","1","2"
"ENSG00000198842",35090,4,11,"protein_coding",218,3523,1,0,1,79,"STYXL2","0","0","0","0"
"ENSG00000286619",82760,21,39,"lncRNA",154,4151,1,0,0.10072865,30,"RP4-681L3","0","0","0","0"
"ENSG00000198756",107875,5,20,"protein_coding",133,3648,4,0,1,30,"COLGALT2","1","1","0","2"
"ENSG00000259823",16344,1,7,"protein_coding",138,2539.5,1,0,0.999832,54,"LYPD8","0","1","0","1"
"ENSG00000227554",519,1,3,"lncRNA",107,78,1,0,0.00728552,22,"RP11-444D13","0","0","0","0"
"ENSG00000135749",312290,23,79,"protein_coding",145,5239,4,0,0.807213,26,"PCNX2","1","1","1","3"
"ENSG00000143786",305894,14,39,"protein_coding",128.5,4622,1,0,0.03689135,177,"CNIH3","0","0","1","1"
"ENSG00000054282",244057,11,37,"protein_coding",130.5,10346,4,0,0.203743,20,"SDCCAG8","1","1","1","3"
"ENSG00000183780",419835,2,9,"protein_coding",220,2820,1,0,1,94,"SLC35F3","0","1","1","2"
"ENSG00000162702",5116,3,7,"protein_coding",163,222,1,0,1,92,"ZNF281","1","1","1","3"
"ENSG00000238272",57521,1,3,"lncRNA",149,28422.5,1,0,0.0534431,45.5,"RP3-436N22","0","0","0","0"
"ENSG00000143194",46632,6,21,"protein_coding",100,1208,1,0,0.998873,15,"MAEL","0","1","1","2"
"ENSG00000229531",19314,2,8,"lncRNA",108,2940,1,0,0.028422,14,"RABGAP1L-AS1","0","0","0","0"
"ENSG00000054267",196585,13,59,"protein_coding",111,3223,1,0,1,16,"ARID4B","1","0","1","2"
"ENSG00000175137",15469,4,15,"protein_coding",162,952,1,0,0.997064,56.5,"SH3BP5L","1","1","1","3"
"ENSG00000134245",63624,4,10,"protein_coding",271.5,2894,1,0,0.997657,90,"WNT2B","0","0","1","1"
"ENSG00000227373",49897,7,17,"lncRNA",109,5326.5,1,0,0.029818,28.5,"RABGAP1L-DT","0","1","1","2"
"ENSG00000069275",37360,2,9,"protein_coding",150,2519,1,0,0.5430352,16,"NUCKS1","1","0","1","2"
"ENSG00000143674",57424,3,14,"protein_coding",211,3755,1,0,1,15,"MAP3K21","0","0","1","1"
"ENSG00000187889",100907,5,29,"protein_coding",95.5,2635,1,0,0.756607,27,"FYB2","0","0","0","0"
"ENSG00000134375",15161,4,13,"protein_coding",105.5,1728,1,0,0.5132925,13,"TIMM17A","1","0","1","2"
"ENSG00000097046",24913,5,19,"protein_coding",143,796,1,0,0.754747,19,"CDC7","1","1","1","3"
"ENSG00000232113",1792,1,2,"protein_coding",406,981,1,0,0.759415,25,"TEX50","0","0","0","0"
"ENSG00000282718",790,1,3,"lncRNA",218,118.5,1,0,0.0541626,20.5,"RP11-348H3","0","0","0","0"
"ENSG00000223525",1038,1,2,"lncRNA",368.5,302,1,0,0.0240032,81,"RABGAP1L-IT1","0","0","0","0"
"ENSG00000224857",6578,1,2,"lncRNA",213,6153,1,0,0.00964641,117,"LINC01691","0","0","0","0"
"ENSG00000231605",20429,4,11,"lncRNA",123,5226,1,0,0.0218995,50,"LINC01363","0","0","0","0"
"ENSG00000236358",8822,1,2,"lncRNA",205,8413,1,0,0.146049,153,"RP5-827C21","0","0","0","0"
"ENSG00000185420",757970,18,42,"protein_coding",108.5,14376,4,0,0.519038,26,"SMYD3","1","1","1","3"
"ENSG00000076321",71751,5,21,"protein_coding",139,2932,1,0,0.292791,27,"KLHL20","1","1","1","3"
"ENSG00000135778",33277,8,18,"protein_coding",163,5517.5,1,0,0.1115463,22,"NTPCR","1","1","1","3"
"ENSG00000282265",772,1,2,"lncRNA",291,191,1,0,6.82574e-06,55,"RP11-199H2","0","0","0","0"
"ENSG00000117280",7496,9,22,"protein_coding",182,617,1,0,0.68771,72,"RAB29","1","0","1","2"
"ENSG00000233985",130493,11,24,"lncRNA",163,3623,1,0,0.202552,14,"LINC01681","0","0","0","0"
"ENSG00000287423",16089,1,4,"lncRNA",224.5,1896,1,0,0.0766781,30,"RP11-528D17","0","0","0","0"
"ENSG00000286774",54274,1,4,"lncRNA",189,14724,1,0,0.0826553,79,"RP4-659I19","0","0","0","0"
"ENSG00000236719",57143,6,15,"lncRNA",112,2906,1,0,0.139963,24,"OVAAL","0","0","0","0"
"ENSG00000136636",54503,5,26,"protein_coding",116.5,1782,1,0,0.919093,13,"KCTD3","1","0","1","2"
"ENSG00000227043",79129,5,21,"lncRNA",137,4542,1,0,0.162936,51,"LINC01682","1","1","1","3"
"ENSG00000163874",9797,4,12,"protein_coding",187.5,829,1,0,0.5768065,169,"ZC3H12A","1","0","0","1"
"ENSG00000285777",73777,1,3,"protein_coding",153.5,11911,1,0,0.999996,17,"RP3-436N22","0","0","0","0"
"ENSG00000286109",6292,1,3,"lncRNA",361,2607,1,0,0.0366001,78,"RP5-895L2","0","0","0","0"
"ENSG00000054392",348044,7,19,"protein_coding",151,35426,1,0,1,118,"HHAT","0","0","1","1"
"ENSG00000286552",13001,1,3,"lncRNA",267,5984.5,1,0,0.211538,16.5,"RP11-214L19","0","0","0","0"
"ENSG00000122223",32727,4,16,"protein_coding",111,1776.5,1,0,0.999907,110,"CD244","0","0","0","0"
"ENSG00000188739",30100,10,20,"protein_coding",84,1959,1,0,0.661509,7,"RBM34","1","0","1","2"
"ENSG00000286666",20749,1,2,"lncRNA",1895.5,16959,1,0,0.155731,21,"RP11-301G21","0","0","0","0"
"ENSG00000135750",58408,6,18,"protein_coding",421,28174,1,0,0.18736455,53.5,"KCNK1","1","1","1","3"
