"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3","codingpotential","branchpt_len"
"NRAS",12287,1,7,"protein_coding",128,697,1,0,0.980513,"26.5"
"CSDE1",41062,1,21,"protein_coding",131,915,4,0,1,"11"
"SIKE1",11207,1,7,"protein_coding",190,1972,1,0,0.283858,"10"
"SYCP1",141268,7,40,"protein_coding",90,1294.5,4,0,1,"7"
"LOC105378915",5675,2,5,"lncRNA",449,1124.5,1,0,0.02960375,"29"
"TSHB",4488,2,4,"protein_coding",246.5,1977,1,0,0.4702315,"14.5"
"LINC01765",4369,1,2,"lncRNA",937,2496,1,0,0.019357,"27"
"NGF-AS1",85039,1,2,"lncRNA",1305,82430,1,0,0.101741,"23"
"LOC112268234",8231,1,3,"lncRNA",127,3924.5,1,0,0.0254994,"71"
"LOC124905720",36075,2,4,"lncRNA",230,741,1,0,0.056903715,"83"
"VANGL1",52874,2,10,"protein_coding",171,3886,1,0,1,"30"
"CASQ2",68976,1,11,"protein_coding",101,4617,1,0,1,"27.5"
"NHLH2",11417,3,7,"protein_coding",488,1835,1,0,0.554153,"19"
"LINC01649",6532,1,3,"lncRNA",184,2569,1,0,0.0729909,"49"
"LOC101928977",54735,1,5,"lncRNA",82,9495,1,0,0.0250356,"19"
"MAB21L3",26764,2,9,"protein_coding",188.5,2993,1,0,0.996335,"57"
"LOC105378918",2841,1,4,"lncRNA",85,1115,1,0,0.113037,"59.5"
"LOC105378919",1112,1,3,"lncRNA",81,394,1,0,0.0135445,"3.5"
"LOC105378920",58454,4,9,"lncRNA",157,9996.5,1,0,0.0534321,"21.5"
"ATP1A1",31530,3,25,"protein_coding",137,542,1,0,1,"24"
"ATP1A1-AS1",25757,5,11,"lncRNA",200,7869,1,0,0.153714,"14"
"LINC01762",57454,2,7,"lncRNA",117,4454,1,0,0.04619425,"47.5"
"LOC112268235",23417,1,2,"lncRNA",7859.5,7699,1,0,0.314231,"192"
"CD58",56516,2,8,"protein_coding",264,8082,1,0,0.9997645,"14"
"LOC105378925",26215,1,5,"lncRNA",1417.5,3344,1,0,0.309144,"13"
"LOC124904385",3771,2,3,"lncRNA",526,2647,1,0,0.0415831,"28"
"IGSF3",93359,8,21,"protein_coding",408,3777.5,1,0,1,"67"
"LOC105378924",2590,1,3,"lncRNA",160,968.5,1,0,0.0267327,"85"
"LINC02868",12495,1,4,"lncRNA",91.5,561,1,0,0.21573,"19"
"LOC105378926",4172,1,3,"lncRNA",84,1930.5,1,0,1.32566e-05,"25"
"CD2",14799,1,6,"protein_coding",231,3815,1,0,0.999999,"13.5"
"LOC105378927",7158,2,5,"lncRNA",336.5,2539.5,1,0,0.3004305,"8"
"PTGFRN",80426,2,10,"protein_coding",381,6063.5,1,0,1,"19"
"CD101",46146,3,17,"protein_coding",391.5,3012,1,0,1,"14"
"CD101-AS1",34022,1,4,"lncRNA",195.5,9055,1,0,0.0894789,"14"
"LOC124904387",14352,1,2,"lncRNA",1766.5,10820,1,0,0.0581594,"15"
"VTCN1",67314,3,12,"protein_coding",194.5,5308,4,0,0.96708,"45"
"LINC01525",25853,1,3,"lncRNA",213,12644.5,1,0,0.0204799,"16"
"MAN1A2",161803,3,17,"protein_coding",119,7401.5,1,0,1,"15.5"
"TENT5C-DT",8938,1,3,"lncRNA",148,4251.5,4,0,0.0486472,"25"
"TENT5C",22336,1,2,"protein_coding",2825,16687,1,0,1,"74"
"LOC105378929",6386,1,3,"lncRNA",960,1694.5,1,0,0.540804,"109"
"GDAP2",66146,2,15,"protein_coding",140,3670,1,0,1,"12"
"WDR3",36808,1,27,"protein_coding",101,777,1,0,1,"16"
"LOC105378930",21886,2,5,"lncRNA",564,10069,1,0,0.1983106,"5"
"LOC107985447",58353,1,3,"lncRNA",111,28867,1,0,0.0228957,"19.5"
"TBX15",106440,6,15,"protein_coding",168,9258,1,0,1,"7"
"LOC105378933",1061,1,4,"lncRNA",333,396,1,0,0.0076104,"15"
"WARS2",109615,4,13,"protein_coding",99,5641,1,0,0.9998515,"6.5"
"WARS2-IT1",15886,1,2,"lncRNA",281,15325,1,0,0.153515,"17"
"WARS2-AS1",135589,4,12,"lncRNA",182,4317,1,0,0.0359495,"35.5"
"LOC107985192",7745,1,2,"lncRNA",778,6190,1,0,0.0717534,"13"
"LINC01780",27930,1,4,"lncRNA",81.5,1457,1,0,0.00531029,"15"
"HAO2",32210,3,12,"protein_coding",159,1633,4,0,0.999998,"59.5"
"HAO2-IT1",1385,1,2,"lncRNA",155.5,1075,2,0,0.414997,"86"
"HSD3B2",8031,2,5,"protein_coding",198,2169,1,0,1,"60"
"LOC105378935",7059,1,3,"lncRNA",158,3053,1,0,0.958377,"73"
"HSD3B1",7855,2,6,"protein_coding",197.5,2166,1,0,1,"28"
"HSD3BP4",8715,1,2,"transcribed_pseudogene",4340,36,0,0,0.626889,"1"
"ZNF697",29357,2,5,"protein_coding",576,11657.5,1,0,1,"54.5"
"LOC124904389",660,1,2,"lncRNA",162.5,336,1,0,0.0173844,"5"
"LOC105378937",30547,1,3,"lncRNA",101,15127.5,1,0,0.0264188,"18"
"HMGCS2",20926,2,12,"protein_coding",165,1679,1,0,1,"67"
"REG4",17435,2,8,"protein_coding",138,3205,1,0,0.708919,"25"
"NBPF7P",11033,1,11,"transcribed_pseudogene",211,861,1,0,1,"29"
"NOTCH2",158113,2,35,"protein_coding",162.5,1597,1,0,1,"28"
"LOC101929178",7253,1,2,"lncRNA",499,6256,1,0,0.141987,"68"
"SEC22B",25622,1,5,"protein_coding",161,4330,1,0,0.89659,"14.5"
"LOC101929788",17841,1,6,"lncRNA",187.5,2684,1,0,0.0296097,"23"
"NBPF8",54778,4,35,"protein_coding",173,834,1,0,1,"34"
"PDE4DIPP2",195729,1,46,"transcribed_pseudogene",148,1197,4,0,1,"35"
"LOC107985524",2582,1,2,"lncRNA",462.5,1658,1,0,0.0253853,"34"
"NOTCH2NLR",70930,1,1,"protein_coding",306,14608,1,0,0.997327,"18.5"
"LOC124904393",36987,1,3,"lncRNA",155,18309,1,0,0.0120141,"13.5"
"LINC00623",43591,2,7,"lncRNA",290.5,20017,1,0,0.191552,"115.5"
"LOC105369199",10287,1,6,"transcribed_pseudogene",132,2600,1,0,0.0528439,"24"
"PDE4DIPP4",66469,1,3,"transcribed_pseudogene",175,32958.5,1,0,0.130889,"77.5"
"LOC124905722",6918,1,4,"lncRNA",172,1270,1,0,0.0916146,"106.5"
"H3P4",58862,3,5,"transcribed_pseudogene",433,4630,1,0,0.119806,"25.5"
"FCGR1BP",9816,2,7,"transcribed_pseudogene",255,913,1,0,0.9936955,"17"
"LOC100996318",7976,1,2,"lncRNA",2076.5,3824,1,0,0.0827187,"213"
"H2BP1",10117,2,3,"transcribed_pseudogene",495,8296,1,0,0.135844,"11"
"FAM72B",16698,1,5,"protein_coding",504,3942,1,0,0.48821,"16"
"SRGAP2C",207898,1,11,"protein_coding",178,7746,1,0,1,"43"
"LOC107985193",862,1,2,"lncRNA",68,727,1,0,0.0132584,"32"
"SRGAP2-AS1",37749,1,4,"lncRNA",164.5,558,1,0,0.0914697,"12"
"LINC02798",67557,5,9,"protein_coding",873,30677,1,0,0.140314,"35"
"EMBP1",52786,1,8,"transcribed_pseudogene",157.5,2281,1,0,0.596248,"16"
"LOC124905671",46650,2,4,"lncRNA",59,2837,1,0,0.05643677,"25"
"LOC124905672",2414,1,2,"lncRNA",281,1853,1,0,0.00396753,"7"
"LOC101060632",16464,1,3,"lncRNA",221,6238.5,1,0,0.0605583,"18.5"
"LOC101929814",9440,1,5,"lncRNA",119,1461,1,0,0.0387267,"2.5"
"LOC105371175",17536,1,4,"lncRNA",127.5,3392,1,0,0.365785,"16"
"LOC107985200",42284,4,8,"lncRNA",135,11348.5,1,0,0.05020405,"142.5"
"LOC107985201",12439,1,2,"lncRNA",456,11528,1,0,0.0417325,"17"
"LOC101927452",17259,2,9,"lncRNA",119,1626,1,0,0.0411284,"3.5"
"LINC02799",1260,1,3,"lncRNA",93,459,1,0,0.0428523,"82.5"
"LOC112268273",2428,1,3,"lncRNA",68,1016,1,0,0.140241,"54.5"
"LOC105369140",11829,1,7,"transcribed_pseudogene",222,2244,1,0,0.996844,"24"
"LINC02591",4613,1,2,"lncRNA",1153.5,2307,1,0,0.147621,"208"
"PDE4DIPP3",28957,9,21,"transcribed_pseudogene",223,1298,1,0,0.737963,"29"
"LOC124905726",15525,2,5,"lncRNA",908,4053,1,0,0.04095415,"32"
"H2BP2",57727,2,4,"transcribed_pseudogene",796,42520.5,1,0,0.08833055,"26"
"FCGR1CP",8984,1,6,"transcribed_pseudogene",255,898,1,0,0.977984,"17"
"H3-7",3591,2,3,"protein_coding",468,964,1,0,0.8200275,"40"
"LOC105371209",27409,1,2,"lncRNA",116.5,27177,1,0,0.0494381,"41"
"FAM72C",18277,7,12,"protein_coding",125,3944,1,0,0.541745,"16"
"SRGAP2D",97042,1,8,"transcribed_pseudogene",172.5,3606,1,0,0.999997,"76"
"LOC128966575",3964,1,3,"lncRNA",341,1287,1,0,0.0841727,"10"
"LOC124905725",17521,1,4,"lncRNA",127.5,3396,1,0,0.199861,"16"
"LSP1P5",24731,2,6,"transcribed_pseudogene",135,4404,4,0,0.04614555,"163"
"KMT2CP1",26043,1,10,"transcribed_pseudogene",107.5,982,1,0,0.029671,"28"
"LOC105371215",1993,1,2,"lncRNA",677.5,639,1,0,0.0771628,"33"
"LINC01632",9228,1,5,"lncRNA",119,1461,1,0,0.0664411,"2.5"
"LOC105371211",13576,1,6,"lncRNA",135.5,1961,1,0,0.0355059,"49"
"NBPF15",40537,3,40,"protein_coding",148.5,835,1,0,1,"34"
"LOC124905727",18495,6,12,"lncRNA",119,1633,1,0,0.05847745,"3"
"LOC124905728",2446,1,3,"lncRNA",93,460.5,1,0,0.0210601,"82.5"
"LOC105371207",3222,1,3,"lncRNA",171,1286,1,0,0.112689,"10"
"SRGAP2B",208055,6,20,"protein_coding",178,7751,1,0,0.999963,"43"
"LOC107985595",860,1,2,"lncRNA",68,725,1,0,0.0132584,"32"
"FAM72D",18396,5,13,"protein_coding",198,3958,1,0,0.607542,"16"
"LOC124905677",21647,1,9,"protein_coding",121,1336.5,1,0,0.999999,"28.5"
"LINC01145",51979,2,9,"lncRNA",477,23393,1,0,0.1506005,"350.5"
"NBPF20",127838,2,143,"protein_coding",114,694,5,2,1,"67"
"LOC105371288",14010,2,10,"lncRNA",190,1699,1,0,0.15213725,"25"
"PDE4DIPP5",91158,3,14,"transcribed_pseudogene",141.5,894,1,0,0.976264,"27"
"NBPF25P",35543,1,20,"transcribed_pseudogene",149.5,719,7,0,1,"23"
"GPR89A",62675,5,25,"protein_coding",100,2205,1,0,0.999998,"18"
"PDZK1",37288,8,30,"protein_coding",225,2266,1,0,1,"23"
"CD160",19788,2,7,"protein_coding",122,5241,1,0,0.44563205,"19"
"POLR3C",20202,5,21,"protein_coding",104,712.5,1,0,1,"16.5"
"NUDT17",3324,4,12,"protein_coding",145,234,1,0,0.9993895,"89"
"PIAS3",10566,1,14,"protein_coding",124.5,228,1,0,1,"45"
"ANKRD35",19309,1,16,"protein_coding",98,598,1,0,1,"72"
"LOC107985593",2313,1,3,"lncRNA",114,706.5,1,0,0.0258309,"47.5"
"ITGA10",18825,8,40,"protein_coding",121,237,1,0,1,"61"
"PEX11B",7371,3,9,"protein_coding",202,682,4,0,0.96206,"99"
"GNRHR2",6328,3,7,"transcribed_pseudogene",225.5,449,1,0,0.920532,"63"
"RBM8A",5928,1,6,"protein_coding",131,190,1,0,0.957294,"32"
"LIX1L-AS1",14370,1,3,"lncRNA",116,6878.5,1,0,0.0266787,"9"
"LIX1L",24592,1,6,"protein_coding",152.5,4766,1,0,0.9998,"34"
"ANKRD34A",5136,1,4,"protein_coding",471,541,1,0,0.999997,"47"
"POLR3GL",14165,1,8,"protein_coding",96.5,315,1,0,0.999859,"23"
"TXNIP",4144,2,9,"protein_coding",157,113,1,0,0.999984,"15"
"HJV",4265,1,6,"protein_coding",690,2886,1,0,0.999633,"24"
"LINC01719",6200,1,4,"lncRNA",268.5,324,1,0,0.0991823,"28"
"NBPF10",79926,1,16,"protein_coding",136.5,1039,1,0,1,"34"
"NOTCH2NLA",80189,1,7,"protein_coding",313,16113.5,1,0,0.998884,"18.5"
"LOC105371254",8759,2,3,"lncRNA",2178,4030,1,0,0.1022447,"68"
"LOC105371222",4864,1,3,"lncRNA",683,1069,1,0,0.0317316,"27"
"SEC22B3P",25629,1,5,"transcribed_pseudogene",147,4350.5,1,0,0.599666,"14.5"
"PDE4DIP",224856,19,66,"protein_coding",132,1321,4,0,1,"35"
"LOC112268272",13630,2,6,"lncRNA",2641,2558,1,0,0.2266254,"65"
"NBPF9",41939,1,34,"protein_coding",130.5,715,1,2,1,"35"
"LOC124904581",8136,1,3,"protein_coding",295,3602,1,0,0.999881,"24.5"
"LOC653513",3587,1,3,"transcribed_pseudogene",133,1359,1,0,0.21699,"66"
"LOC124904395",79173,3,7,"protein_coding",255,5164,1,0,0.980061,"9.5"
"SEC22B2P",25643,1,5,"transcribed_pseudogene",147,4350,1,0,0.618935,"14.5"
"LOC124905732",16692,1,2,"lncRNA",390.5,15912,1,0,0.0269162,"18"
"LOC124905731",4022,1,3,"lncRNA",127,1068,1,0,0.0426936,"27"
"NOTCH2NLB",116542,14,27,"protein_coding",287,16123,1,0,0.9998925,"18.5"
"LOC105371223",7557,1,2,"lncRNA",833,5892,1,0,0.0913787,"68"
"LINC01138",26930,1,6,"lncRNA",209,824.5,4,0,0.0601262,"32.5"
"PDE4DIPP6",30024,2,16,"transcribed_pseudogene",159.5,3237,4,0,0.047359,"36"
"LOC124904396",19401,2,4,"misc_RNA",728,3152.5,1,0,0.5125905,"40.5"
"LOC124904404",10781,1,3,"lncRNA",106,5091.5,1,0,0.0189948,"110.5"
"LOC105371225",26527,2,8,"lncRNA",416,4446,1,0,0.186888,"22"
"LINC02806",18497,1,4,"lncRNA",1141,459,1,0,0.0824745,"22"
"LOC101927468",38976,1,5,"lncRNA",194,8822.5,1,0,0.0622168,"48.5"
"LINC02805",703,1,2,"lncRNA",277.5,149,1,0,0.18708,"8"
"LOC105371227",3986,1,2,"lncRNA",1802,383,1,0,0.033359,"81"
"NBPF11",50124,1,31,"protein_coding",148,934.5,1,0,1,"23"
"PDE4DIPP1",45485,1,8,"transcribed_pseudogene",168,1082,1,0,0.976581,"27"
"LOC124905737",41504,1,3,"lncRNA",626,19813.5,1,0,0.0846412,"55"
"GPR89B",97654,4,38,"protein_coding",102,2174,4,0,1,"19.5"
"PDZK1P1",21095,1,10,"transcribed_pseudogene",179,1388,1,0,0.999982,"30"
"LOC105371229",11924,1,3,"lncRNA",1219,4578.5,1,0,0.100224,"35"
"GJA8",12494,2,4,"protein_coding",696,5084,2,0,1,"224"
"LOC102723321",88993,1,3,"lncRNA",162,43834,1,0,0.0222822,"30"
"GJA5",17159,2,3,"protein_coding",1588.5,7607,1,0,0.99996,"65"
"LOC105371230",40022,1,3,"lncRNA",1176,18670.5,1,0,0.110889,"103.5"
"ACP6",44677,3,15,"protein_coding",129,1732,1,0,0.995567,"30"
"BCL9",84751,1,10,"protein_coding",225.5,1310,1,0,1,"25"
"LINC00624",135949,1,4,"lncRNA",294.5,1766,1,0,0.0223246,"11"
"CHD1L",123090,5,30,"protein_coding",115,1338,4,0,1,"27"
"FMO5",41308,4,15,"protein_coding",180.5,3343,1,0,0.999995,"20"
"PRKAB2",17360,2,9,"protein_coding",121,1364.5,1,0,0.9887795,"29"
"NBPF13P",14858,1,6,"transcribed_pseudogene",172,1558,1,0,0.777446,"23"
"LOC124905735",3485,2,5,"lncRNA",620,714.5,1,0,0.06376955,"64"
"LOC728989",23703,1,6,"transcribed_pseudogene",141.5,1086,1,0,0.999832,"41"
"NBPF12",57862,2,39,"protein_coding",164,831,1,0,1,"29"
"HYDIN2",335663,1,56,"transcribed_pseudogene",161.5,3282,4,0,1,"23.5"
"LOC105371233",4827,2,6,"lncRNA",110,822,1,0,0.03109605,"63"
"LOC105371235",23443,2,5,"lncRNA",154,6082,1,0,0.058059155,"44"
"LOC124904407",2711,1,3,"lncRNA",156,1155.5,1,0,0.0231208,"19"
"LOC112268274",43050,3,8,"lncRNA",775,8572,1,0,0.151959,"45.5"
"LOC100996756",1206,1,2,"lncRNA",492,223,1,0,0.0183606,"27"
"LOC124905736",6982,1,2,"lncRNA",537.5,5908,1,0,0.194158,"68"
"NOTCH2NLC",81201,1,6,"protein_coding",305,16101,1,0,0.995133,"18.5"
"NBPF19",76603,1,88,"protein_coding",168.5,709,1,0,1,"67"
"LOC124904410",41981,1,3,"lncRNA",559,18699,1,0,0.101546,"32"
"LOC124904409",7007,1,2,"protein_coding",3431.5,145,1,0,0.996461,"41"
"LINC00869",32938,2,9,"lncRNA",210,4055,1,0,0.5119429,"12"
"LOC644634",3507,1,2,"lncRNA",672,2164,1,0,0.158809,"208"
"PDE4DIPP7",29162,6,19,"transcribed_pseudogene",229.5,1159,1,0,0.893938,"25"
"LOC105371406",45187,4,7,"lncRNA",81,1501,1,0,0.03380335,"16"
"H2BC18",29670,2,3,"protein_coding",492,28675,1,0,0.851801,"41"
"FCGR1A",17907,3,14,"protein_coding",252,1167,1,0,0.999991,"17"
"H4C15",7156,4,6,"protein_coding",458,3757.5,1,0,0.4865255,"6.5"
"BOLA1",12810,3,9,"protein_coding",558,112,1,0,0.602568,NA
"SV2A",14526,2,16,"protein_coding",160,680.5,1,0,0.984406,"148.5"
"SF3B4",7923,2,8,"protein_coding",190.5,333,1,0,0.9999995,"27"
"MTMR11",8229,3,25,"protein_coding",136,251,4,0,1,"51"
"OTUD7B",129977,8,20,"protein_coding",139,2188,1,0,1,"31"
"LOC124904413",45090,1,3,"lncRNA",65,22449,1,0,0.0738703,"3.5"
"VPS45",78039,5,22,"protein_coding",132,2595,1,0,1,"19"
"PLEKHO1",10426,3,8,"protein_coding",141,914.5,1,0,0.999919,"59"
"LINC02988",20531,1,4,"lncRNA",96,7109,1,0,0.050105,"118"
"ANP32E",17870,5,13,"protein_coding",166,2432,1,0,0.999961,"2"
"APH1A",3612,1,9,"protein_coding",223.5,418,1,0,0.132386,"91"
"C1orf54",12201,4,11,"protein_coding",84,1223,1,0,0.972618,"55"
"CIART",4562,1,10,"protein_coding",112,364,1,0,0.999895,"45"
"LOC105371434",518,1,2,"lncRNA",192.5,134,1,0,0.00274478,"91"
"MRPS21",15145,1,4,"protein_coding",761,13624,1,0,0.0949823,"4"
"PRPF3",31854,10,29,"protein_coding",131,1735,1,0,1,"30"
"RPRD2",112201,1,18,"protein_coding",156,4211,1,0,1,"23"
"TARS2",20165,1,20,"protein_coding",115,616.5,1,0,1,"63.5"
"ECM1",5678,1,12,"protein_coding",136.5,258,1,0,1,"75.5"
"FALEC",2276,1,2,"lncRNA",283,1711,1,0,0.0258161,"26"
"LOC124904415",17304,1,5,"lncRNA",157,1925,1,0,0.414707,"8.5"
"ADAMTSL4-AS2",8140,3,7,"lncRNA",148,1315,1,0,0.0114201,"291.5"
"ADAMTSL4",11535,9,39,"protein_coding",137,285,1,0,1,"116"
"LOC124904417",1059,1,2,"protein_coding",529,2,0,0,0.740139,NA
"ADAMTSL4-AS1",13643,1,4,"lncRNA",245.5,1879,1,0,0.0519689,"160"
"MCL1",5057,1,5,"protein_coding",218,459,4,0,0.868033,"27"
"LOC107985203",24526,1,2,"lncRNA",298,23931,1,0,0.00315493,"5"
"ENSA",8366,6,9,"protein_coding",167,1658,1,0,0.5010905,"81"
"LOC112268239",6107,1,4,"lncRNA",888.5,4331,1,0,0.0421372,"10"
"GOLPH3L",51720,3,7,"protein_coding",163,7600,1,0,0.99851,"47"
"CTSS",35989,1,8,"protein_coding",127,3990.5,1,0,0.999755,"14"
"CTSK",12086,1,8,"protein_coding",139.5,1431,4,0,0.999999,"69"
"LOC107985204",48171,2,6,"lncRNA",345,5951.5,1,0,0.2674514,"42"
"CTXND2",26131,1,2,"protein_coding",614.5,24903,1,0,0.0275419,"14"
"SETDB1",38488,6,31,"protein_coding",152,1135,1,0,1,"22"
"CERS2",9647,2,13,"protein_coding",119,191,1,0,1,"25"
"ANXA9",18331,5,22,"protein_coding",93,211,1,0,1,"60.5"
"LOC105371438",1544,1,3,"lncRNA",110,610.5,1,0,0.453701,"2"
"MINDY1",11852,12,30,"protein_coding",156,410,1,0,1,"36"
"PRUNE1",27269,3,11,"protein_coding",159,7047.5,1,0,0.999602,"33.5"
"BNIPL",11125,4,19,"protein_coding",156.5,485,1,0,0.99997,"21"
"C1orf56",3671,1,2,"protein_coding",1042.5,1587,1,0,0.999602,"69"
"CDC42SE1",8630,1,7,"protein_coding",144,798.5,1,0,0.0598287,"54"
"MLLT11",9151,1,2,"protein_coding",1241.5,6669,1,0,0.102544,"24"
"GABPB2",54799,1,14,"protein_coding",162.5,4890,1,0,0.999999,"21"
"SEMA6C",16702,6,28,"protein_coding",102,285.5,4,0,1,"87"
"LYSMD1",17650,5,14,"protein_coding",436.5,715,1,0,0.828887,"17"
"TNFAIP8L2-SCNM1",13674,1,8,"protein_coding",89,520,1,0,0.260569,"65"
"TNFAIP8L2",3100,1,1,"protein_coding",579,1943,1,0,0.976642,"82"
"SCNM1",4153,1,3,"protein_coding",89,329.5,1,0,0.302192,"65"
"VPS72",13905,2,10,"protein_coding",165,1237,4,0,0.999012,"29"
"LOC124904419",411,1,2,"lncRNA",151,110,1,0,1.02077e-05,NA
"PSMD4",12738,2,12,"protein_coding",115,394,1,0,1,"43.5"
"ZNF687-AS1",1906,1,2,"lncRNA",311,1285,1,0,0.0381264,"24"
"ZNF687",10673,8,19,"protein_coding",179,139,1,0,1,"12"
"PI4KB",36915,7,22,"protein_coding",139.5,2354,1,0,1,"119"
"RFX5",6611,4,18,"protein_coding",118,240.5,4,0,1,"37"
"RFX5-AS1",881,1,2,"lncRNA",219.5,443,1,0,0.139583,"63"
"SELENBP1",8443,3,15,"protein_coding",119,274.5,1,0,0.999999,"172.5"
"PSMB4",2364,1,7,"protein_coding",121,219.5,1,0,0.999989,"31"
"POGZ",56757,11,28,"protein_coding",141,668,1,0,1,"34"
"CGN",28532,3,24,"protein_coding",135,566,4,0,1,"46"
"SNX27",88008,7,19,"protein_coding",139.5,2469,1,0,0.999999,"40"
"CELF3",16747,1,16,"protein_coding",138,403.5,1,0,0.999999,"155"
"MRPL9",3852,2,10,"protein_coding",125,500.5,1,0,0.7092555,"41"
"OAZ3",8449,3,7,"protein_coding",86,819,1,0,0.104893,"23.5"
"TDRKH",24147,12,25,"protein_coding",151,276,4,0,1,"21"
"TDRKH-AS1",3655,2,3,"lncRNA",497,1380,1,0,0.02537495,"13.5"
"LINGO4",5155,1,2,"protein_coding",1322,2512,1,0,1,"9"
"RORC",25748,3,14,"protein_coding",122,953,1,0,1,"47"
"C2CD4D",2739,3,5,"protein_coding",879,844,1,0,0.999855,"42"
"C2CD4D-AS1",13213,1,5,"lncRNA",291,2325,1,0,0.0322682,"75.5"
"THEM5",6564,1,6,"protein_coding",170.5,983,1,0,0.99992,"90"
"THEM4",38633,2,7,"protein_coding",156,5632,1,0,0.9716345,"49"
"LOC124904421",31324,1,3,"lncRNA",143,15412,1,0,0.00816811,"19"
"S100A10",10946,1,3,"protein_coding",153,5138,1,0,0.447467,"31.5"
"LOC105371442",17454,2,5,"lncRNA",83,4199.5,1,0,0.02379085,"28"
"NBPF18P",4231,1,6,"transcribed_pseudogene",181,684,1,0,0.264037,"23"
"S100A11",4497,1,3,"protein_coding",153,1967.5,1,0,0.586461,"67"
"LOC101927949",2598,5,9,"lncRNA",305.5,364,1,0,0.031309,"33"
"TCHHL1",4923,1,3,"protein_coding",158,659,1,0,1,"8"
"TCHH",9109,1,3,"protein_coding",169,1071.5,1,0,1,"5"
"RPTN",5631,1,3,"protein_coding",158,1031.5,1,0,1,"22.5"
"LOC124905679",20528,1,2,"protein_coding",10223,83,1,0,1,NA
"FLG",24048,1,4,"protein_coding",588.5,987,1,0,1,"39"
"FLG-AS1",53233,2,8,"lncRNA",145,3494.5,1,0,0.11961815,"46"
"FLG2",11271,1,3,"protein_coding",160,1074,1,0,1,"47"
"CRNN",5020,1,3,"protein_coding",151,1559.5,1,0,1,"71.5"
"LCE5A",1374,1,2,"protein_coding",430,515,1,0,0.802737,"38"
"CRCT1",1528,2,3,"protein_coding",359,809,1,0,0.5067945,"18"
"LCE3E",1126,1,2,"protein_coding",309.5,508,1,0,0.343559,"26"
"LCE3D",1135,1,2,"protein_coding",312.5,511,1,0,0.5,"254"
"LCE3C",852,1,2,"protein_coding",215.5,422,1,0,0.506534,"1"
"LINC00302",1327,1,2,"lncRNA",282.5,763,1,0,0.021913,"20"
"LCE2D",1279,1,2,"protein_coding",312.5,655,1,0,0.754504,"7"
"LCE2C",1290,1,2,"protein_coding",312.5,666,1,0,0.800896,"7"
"LCE2B",1274,1,2,"protein_coding",304,667,1,0,0.770001,"7"
"LCE2A",1097,1,2,"protein_coding",305.5,487,1,0,0.686659,"53"
"LCE4A",1274,2,3,"protein_coding",380,660,1,0,0.7441835,"32"
"LCE1F",1884,1,2,"protein_coding",363,1159,1,0,0.689035,"69"
"LCE1E",2170,1,2,"protein_coding",600.5,970,1,0,0.754315,"78"
"LCE1D",1460,1,2,"protein_coding",230,1001,1,0,0.617445,"79"
"LCE1C",1819,1,4,"protein_coding",64,596,1,0,0.338122,"84"
"LCE6A",1153,2,3,"protein_coding",320,488,1,0,0.1907435,"80"
"LCE7A",1256,1,2,"protein_coding",306,645,1,0,0.351815,"20"
"LOC105371444",6636,1,3,"lncRNA",365,2882.5,1,0,0.0949998,"89.5"
"LOC105371445",3163,1,4,"lncRNA",151,397,1,0,0.062764,"51"
"SMCP",6817,1,2,"protein_coding",385,6048,1,0,0.487477,"13"
"IVL",3340,1,2,"protein_coding",1076,1189,1,0,1,"49"
"SPRR5",2028,1,2,"protein_coding",370.5,1288,1,0,0.912186,"123"
"SPRR4",3820,2,4,"protein_coding",375.5,1172,1,0,0.186929,"37"
"SPRR1A",1733,1,3,"protein_coding",331,1072,1,0,0.219028,"12"
"SPRR3",2142,2,4,"protein_coding",104,809,1,0,0.911003,"31"
"LOC105371446",15821,1,3,"lncRNA",647,6405,1,0,0.17198,"30.5"
"SPRR1B",1695,1,2,"protein_coding",309.5,1077,1,0,0.230174,"15"
"SPRR2D",1388,1,3,"protein_coding",338.5,712,1,0,0.250412,"9"
"SPRR2A",1392,1,2,"protein_coding",338.5,716,1,0,0.205244,"9"
"SPRR2B",1385,2,4,"protein_coding",339,708,1,0,0.188015,"9"
"SPRR2E",1391,1,2,"protein_coding",339.5,713,1,0,0.22229,"9"
"SPRR2F",7346,2,3,"protein_coding",374,3660,1,0,0.10292625,"9"
"SPRR2C",1416,1,2,"transcribed_pseudogene",359.5,698,1,0,0.108829,"9"
"SPRR2G",53404,2,7,"protein_coding",294.5,720,1,0,0.1308232,"68"
"LOC101928009",17157,1,3,"lncRNA",528,7452,1,0,0.0441622,"33"
"LELP1",1690,1,2,"protein_coding",268,1155,1,0,0.40244,"109"
"PRR9",1726,1,2,"protein_coding",611,505,1,0,0.678603,"23"
"LORICRIN",2449,1,2,"protein_coding",628.5,1193,1,0,0.999944,"133"
"PGLYRP3",15850,3,13,"protein_coding",176,1936,1,0,0.999998,"19"
"S100A9",3168,1,3,"protein_coding",165,1298,1,0,0.784129,"110"
"S100A12",1910,1,3,"protein_coding",158,713,1,0,0.457216,"52"
"S100A8",32552,4,8,"protein_coding",163,225,1,0,0.4559585,"44"
"S100A7A",6703,1,3,"protein_coding",158,1212,1,0,0.5,"20.5"
