"TranscriptId","strength5","GeneId"
"NM_001377236.1",10.24,"AHRR"
"NM_000919.4",8.08,"PAM"
"NM_001364590.2",8.08,"PAM"
"NM_001330705.1",7.68,"ZNF131"
"NM_001330717.2",8.27,"ZNF131"
"NM_001388319.1",8.27,"ZNF131"
"NR_170930.1",-38.61,"C5orf63"
"NR_170932.1",-38.61,"C5orf63"
"NM_001388078.1",8.76,"ARHGEF28"
"NM_001244364.2",7.24,"ARHGEF28"
"NM_001080479.3",8.76,"ARHGEF28"
"NR_170869.1",11.45,"DMXL1"
"NM_001172832.3",-19.07,"ZNF300"
"NM_001447.3",-8.83,"FAT2"
"NM_022132.5",9.88,"MCCC2"
"NR_122125.2",8.7,"IRX2-DT"
"NM_203293.3",-25.5,"TRIM7"
"NM_203294.2",-25.5,"TRIM7"
"NM_203297.2",-30.78,"TRIM7"
"NM_006098.5",-10.42,"RACK1"
"NR_037895.1",-15.85,"LINC02900"
"NM_013232.4",6.79,"PDCD6"
"NR_073609.2",6.79,"PDCD6"
"NM_213647.3",8.7,"FGFR4"
"NM_022963.3",5.53,"FGFR4"
"NM_013237.4",8.17,"PRELID1"
"NM_001375879.1",-14.38,"BRD9"
"NM_004237.4",9.6,"TRIP13"
"NM_006598.3",-17.77,"SLC12A7"
"NM_014402.5",4.27,"UQCRQ"
"NM_052971.3",11.08,"LEAP2"
"NM_022455.5",7.53,"NSD1"
"NM_001804.3",9.63,"CDX1"
"NM_001017987.3",-22.79,"MRNIP"
"NM_001163315.3",-13.56,"FBXL17"
"NM_019087.3",-17.48,"ARL15"
"NR_144325.2",-22.78,"DHX29"
"NR_073449.2",6.05,"REEP2"
"NM_020666.3",-17.3,"CLK4"
"NM_004168.4",10.49,"SDHA"
"NM_001104631.2",-17.26,"PDE4D"
"NM_006203.5",-17.26,"PDE4D"
"NM_001197218.2",-17.26,"PDE4D"
"NM_001197221.2",-9.35,"PDE4D"
"NM_001364604.1",-9.35,"PDE4D"
"NM_001197223.2",-11.76,"PDE4D"
"NM_001197220.2",-17.26,"PDE4D"
"NM_001197219.2",-17.26,"PDE4D"
"NM_001165899.2",-7.71,"PDE4D"
"NM_001364599.1",-7.71,"PDE4D"
"NM_001364600.2",-17.26,"PDE4D"
"NM_001364602.2",-17.26,"PDE4D"
"NM_002154.4",10.11,"HSPA4"
"NM_001354992.2",10.47,"IL13"
"NM_002188.3",10.47,"IL13"
"NM_005246.4",10.06,"FER"
"NR_146155.2",10.06,"FER"
"NM_173800.5",11.08,"LVRN"
"NM_001079812.3",0.95,"DIAPH1"
"NM_001346114.2",-18.9,"FNIP1"
"NM_001346113.2",-18.9,"FNIP1"
"NM_198828.3",6.32,"MAST4"
"NM_015183.3",9.79,"MAST4"
"NM_001290226.2",8.57,"MAST4"
"NM_001297651.2",8.38,"MAST4"
"NM_001364152.2",-19.63,"DBN1"
"NM_001393549.1",-28.83,"MCTP1"
"NM_001393550.1",-28.83,"MCTP1"
"NM_001410788.1",-16.48,"PDE6A"
"NM_000112.4",7.66,"SLC26A2"
"NM_003187.5",-24.73,"TAF9"
"NM_001015892.2",-24.73,"TAF9"
"NM_006790.3",10.75,"MYOT"
"NM_001300921.2",7.93,"PKD2L2"
"NM_014386.4",7.93,"PKD2L2"
"NM_006083.4",4.33,"IK"
"NR_161233.1",10.24,"LOC101928093"
"NM_004417.4",-11.97,"DUSP1"
"NR_026682.1",-8.33,"RPL26L1-AS1"
"NM_001317981.2",8.07,"RPL26L1"
"NM_001317980.2",4.94,"RPL26L1"
"NM_001317982.2",9.89,"RPL26L1"
"NM_003945.4",9.65,"ATP6V0E1"
"NM_001168394.2",9.6,"CREBRF"
"NM_001164442.2",8.07,"SHISAL2B"
"NM_173829.4",-15.5,"SREK1IP1"
"NM_001031711.3",10.03,"ERGIC1"
"NM_005869.4",8.68,"CWC27"
"NM_001171976.2",4.69,"CDHR2"
"NM_001300939.2",9.45,"WNT8A"
"NR_169824.1",-12.39,"FAM13B"
"NM_001385869.1",-12.39,"FAM13B"
"NR_104006.2",-19.52,"GFM2"
"NM_170681.3",-19.52,"GFM2"
"NM_001364506.2",9.33,"NSA2"
"NR_073403.2",9.33,"NSA2"
"NM_015566.3",-31.33,"FAM169A"
"NM_001127385.2",9.77,"CTXN3"
"NM_001142935.2",-16.36,"MXD3"
"NM_001394986.1",-27.57,"MXD3"
"NR_105065.1",9.55,"LOC102546299"
"NR_104610.1",-7.71,"LINC02208"
"NR_125806.1",10.06,"LINC01411"
"NR_134286.1",8.41,"LINC02223"
"NM_001195290.2",5.51,"SPINK6"
"NM_205841.4",10.86,"SPINK6"
"NR_138538.2",8.66,"SPINK13"
"NR_045089.2",9.16,"TSLP"
"NM_033035.5",9.65,"TSLP"
"NM_139281.3",9.22,"WDR36"
"NM_006816.3",-10.54,"LMAN2"
"NR_157051.1",0.76,"CCNG1"
"NR_157052.1",0.76,"CCNG1"
"NM_004060.4",10.47,"CCNG1"
"NR_157053.1",10.47,"CCNG1"
"NR_138427.2",-20.28,"NUDCD2"
"NM_001142556.2",8.29,"HMMR"
"NR_109892.1",-14.04,"HMMR-AS1"
"NR_110885.2",9.6,"SCAMP1"
"NM_020227.4",-4.37,"PRDM9"
"NR_103794.1",-2.72,"LOC100996385"
"NM_003664.5",-16.33,"AP3B1"
"NM_182796.2",10.77,"MAT2B"
"NM_013283.5",8.41,"MAT2B"
"NM_001244871.2",-19.47,"DAB2"
"NR_108020.1",-14.42,"LINC01947"
"NM_001080428.3",9.08,"TENM2"
"NM_001737.5",-3.11,"C9"
"NM_000505.4",-12.39,"F12"
"NM_001329640.2",7.81,"SPDL1"
"NM_001346304.2",-15.38,"INSYN2B"
"NM_001355034.2",-16.05,"PRKAA1"
"NR_159993.1",-19.07,"RPL37"
"NM_032587.4",11.01,"CARD6"
"NR_161255.1",-6.91,"C5orf67"
"NM_005921.2",8.19,"MAP3K1"
"NM_001323018.2",7.66,"SETD9"
"NM_001323019.2",7.66,"SETD9"
"NM_001323022.1",7.66,"SETD9"
"NM_016508.4",-6.82,"CDKL3"
"NM_003337.4",9.63,"UBE2B"
"NM_080656.3",-16.91,"CDKN2AIPNL"
"NM_001364158.2",-0.08,"EBF1"
"NM_182708.3",-0.08,"EBF1"
"NM_001364155.2",-0.08,"EBF1"
"NM_144726.3",-11.91,"RNF145"
"NM_001199383.2",-11.91,"RNF145"
"NM_001199381.2",-11.91,"RNF145"
"NM_001199380.2",-11.91,"RNF145"
"NM_001199382.2",-11.91,"RNF145"
"NR_134261.1",9.25,"LINC01932"
"NM_145049.5",10.07,"UBLCP1"
"NR_037889.1",9.8,"LOC285626"
"NR_027110.2",-6.21,"LINC01845"
"NM_002187.3",-11.68,"IL12B"
"NM_024055.5",10.48,"SLC30A5"
"NM_022902.5",10.48,"SLC30A5"
"NM_031966.4",7.75,"CCNB1"
"NM_001270572.1",9.14,"CSNK1G3"
"NM_004384.5",9.14,"CSNK1G3"
"NM_005546.4",7.48,"ITK"
"NM_032361.4",-16.97,"THOC3"
"NM_001376902.1",-16.97,"THOC3"
"NR_036494.1",-7.54,"LOC643201"
"NR_131772.2",8.95,"SIMC1"
"NM_001308200.2",9.11,"SIMC1"
"NM_001287335.2",-16.44,"KIAA1191"
"NR_109796.1",-16.44,"KIAA1191"
"NM_001317948.2",9.22,"ARL10"
"NM_173664.6",9.22,"ARL10"
"NR_134318.2",0.23,"NOP16"
"NR_157088.2",-6.65,"CLTB"
"NM_001364126.3",-6.65,"CLTB"
"NM_001834.5",-6.65,"CLTB"
"NM_014613.3",6.37,"FAF2"
"NM_002115.3",-3.74,"HK3"
"NM_001199298.2",-21.87,"UIMC1"
"NR_146150.1",-21.87,"UIMC1"
"NM_017510.6",5.42,"TMED9"
"NM_006261.5",-6.56,"PROP1"
"NM_015111.2",11.01,"N4BP3"
"NM_001288794.2",7.66,"RMND5B"
"NM_031266.3",8.7,"HNRNPAB"
"NM_138348.6",7.39,"OTULIN"
"NR_105003.1",10.57,"LINC02219"
"NM_032782.5",-16.02,"HAVCR2"
"NR_149722.1",9.4,"FAM153CP"
"NM_181523.3",6.59,"PIK3R1"
"NM_001008220.2",7.53,"CPLX2"
"NR_146216.2",-14.73,"PWWP2A"
"NM_152625.3",-37.09,"ZNF366"
"NR_105007.1",-14.03,"LINC02056"
"NM_001329790.2",10.47,"GPX3"
"NM_001258456.1",-15.36,"TNIP1"
"NM_001252390.2",-15.36,"TNIP1"
"NM_001364486.2",-15.36,"TNIP1"
"NM_015621.3",-25.04,"CCDC69"
"NM_000405.5",10.47,"GM2A"
"NM_001167607.3",10.47,"GM2A"
"NM_181776.3",-10.6,"SLC36A2"
"NM_001308151.2",5.11,"SLC36A1"
"NM_001308150.2",-9.41,"SLC36A1"
"NM_213636.3",-5.04,"PDLIM7"
"NR_026591.2",-14.09,"RAD1"
"NM_018321.4",9.45,"BRIX1"
"NM_022909.4",1.87,"CENPH"
"NM_033281.6",9.65,"MRPS36"
"NM_001164443.1",-23.94,"ANKRD31"
"NM_152408.3",-2.74,"POC5"
"NM_014979.4",10.49,"SV2C"
"NM_001297716.2",10.49,"SV2C"
"NM_006633.5",8.56,"IQGAP2"
"NM_130772.4",8.38,"S100Z"
"NM_001882.4",8.7,"CRHBP"
"NM_018046.5",9.1,"AGGF1"
"NM_001329564.2",-3.57,"ZBED3"
"NM_001349750.3",9.44,"PDE8B"
"NM_001349753.2",9.44,"PDE8B"
"NM_001349749.3",8.88,"PDE8B"
"NM_032109.3",-4.6,"OTP"
"NM_001297740.2",-14.08,"TBCA"
"NM_001127699.2",9.6,"SPINK5"
"NM_001127698.2",9.6,"SPINK5"
"NM_001367258.1",-20.16,"STING1"
"NM_001317199.2",9.39,"CXXC5"
"NM_001317201.2",9.39,"CXXC5"
"NM_001317202.2",9.39,"CXXC5"
"NM_001317205.2",9.39,"CXXC5"
"NM_001317206.2",9.39,"CXXC5"
"NM_001317208.2",9.39,"CXXC5"
"NM_001317203.2",9.13,"CXXC5"
"NM_152548.3",8.17,"FAM81B"
"NM_198150.3",9.77,"ARSK"
"NM_024415.3",10.03,"DDX4"
"NM_001166534.2",6.3,"DDX4"
"NM_001297570.3",7.35,"IL31RA"
"NM_001242638.2",10.47,"IL31RA"
"NM_001242639.2",10.47,"IL31RA"
"NM_001377284.1",9.09,"MACIR"
"NM_033211.4",9.09,"MACIR"
"NM_001316969.2",4.14,"MACIR"
"NM_001377285.1",4.14,"MACIR"
"NM_001316968.2",6.71,"MACIR"
"NM_001377283.1",6.71,"MACIR"
"NM_001377286.1",6.71,"MACIR"
"NM_001377287.1",6.71,"MACIR"
"NM_001377288.1",6.71,"MACIR"
"NM_001281471.3",10.07,"PPIP5K2"
"NM_178019.3",1.48,"CATSPER3"
"NM_002653.5",-20.8,"PITX1"
"NR_161235.1",9.73,"PITX1-AS1"
"NM_001349335.2",8.34,"SLC25A48"
"NM_001349345.2",8.34,"SLC25A48"
"NM_001349336.2",10.03,"SLC25A48"
"NR_146141.2",10.03,"SLC25A48"
"NM_004887.5",-6.72,"CXCL14"
"NR_027127.1",-25.77,"SLC25A48-AS1"
"NR_105056.2",-14.68,"PCDHB1-AS1"
"NM_014228.5",8.76,"SLC6A7"
"NM_171825.3",-7.26,"CAMK2A"
"NM_001363990.1",-10.34,"CAMK2A"
"NM_001291722.2",9.88,"CYFIP2"
"NM_014376.4",8.73,"CYFIP2"
"NM_001178089.3",5.87,"ZNF454"
"NM_001323307.2",5.87,"ZNF454"
"NM_000843.4",-5.43,"GRM6"
"NM_001353374.2",8.68,"ZNF879"
"NM_014594.3",9.6,"ZNF354C"
"NM_014244.5",-23.85,"ADAMTS2"
"NM_021599.4",-23.85,"ADAMTS2"
"NM_001323527.2",8.46,"SREK1"
"NM_001243952.2",8.27,"KIF2A"
"NM_001386170.1",6.69,"TTC23L"
"NM_014639.4",-6.2,"SKIC3"
"NR_109908.1",8.82,"SMIM15-AS1"
"NR_109932.1",8.38,"LINC02199"
"NR_109890.1",5.77,"LINC02202"
"NR_168440.1",-13.76,"OTULIN-DT"
"NM_005654.6",6.38,"NR2F1"
"NM_001324339.2",-5.52,"ZNF354A"
"NM_058230.3",8.7,"ZNF354B"
"NM_203382.3",-23.35,"AMACR"
"NM_001167595.2",-23.35,"AMACR"
"NM_001193544.2",-10.41,"ANXA6"
"NR_109911.1",-27.17,"TERLR1"
"NM_001003841.3",8.99,"SLC6A19"
"NM_182632.3",9.85,"SLC6A18"
"NM_001044.5",-34.88,"SLC6A3"
"NM_024830.5",-16.77,"LPCAT1"
"NM_022968.2",8.4,"SERF1A"
"NM_021967.4",8.4,"SERF1A"
"NM_000344.4",10.07,"SMN1"
"NM_001297715.1",10.07,"SMN1"
"NM_001346870.2",-19.73,"NAIP"
"NM_022892.2",-29.58,"NAIP"
"NR_109946.1",10.49,"RETREG1-AS1"
"NR_172939.1",-18.78,"FAM174A-DT"
"NR_051996.1",-0.34,"MGC32805"
"NR_037897.1",-13.45,"SAP30L-AS1"
"NR_024423.2",5.4,"LINC01018"
"NR_152242.1",-12.83,"LINC00461"
"NR_120664.1",8.27,"SPRY4-AS1"
"NR_109941.1",-6.45,"MEF2C-AS1"
"NR_104031.1",7.93,"MEF2C-AS1"
"NR_136222.1",7.93,"MEF2C-AS1"
"NR_104651.1",-22.46,"ANXA2R-OT1"
"NR_038902.1",9.65,"JAKMIP2-AS1"
"NR_027435.1",9.54,"ARRDC3-AS1"
"NR_105019.1",5.93,"TMEM161B-DT"
"NR_015370.2",10.67,"EPB41L4A-AS1"
"NM_032280.3",8.41,"ZCCHC9"
"NM_130767.3",-7.08,"ACOT12"
"NM_170679.3",-9.01,"SKP1"
"NM_006930.4",-9.01,"SKP1"
"NM_002715.4",-17.58,"PPP2CA"
"NM_052863.3",-5.45,"SCGB3A1"
"NM_182925.5",-14.98,"FLT4"
"NM_001354989.2",-14.98,"FLT4"
"NR_102762.1",7.16,"TRIM52-AS1"
"NM_032290.4",9.06,"SLF1"
"NM_001145678.3",-18.29,"KIAA0825"
"NM_001385714.1",-18.29,"KIAA0825"
"NM_001385717.1",-18.29,"KIAA0825"
"NR_169752.1",-18.29,"KIAA0825"
"NR_134469.2",10.9,"TRIO"
"NM_001306153.1",4.76,"CCT5"
"NM_012073.5",8.99,"CCT5"
"NM_001306156.2",5.28,"CCT5"
"NM_138809.4",-2.43,"CMBL"
"NM_005885.4",11,"MARCHF6"
"NM_031916.5",7.79,"ROPN1L"
"NR_104606.1",-23.74,"LINC02212"
"NR_131252.1",10.22,"WSPAR"
"NM_020199.3",-10.71,"C5orf15"
"NM_001401017.1",-1.58,"VDAC1"
"NM_001401018.1",-1.58,"VDAC1"
"NM_001401022.1",-1.58,"VDAC1"
"NM_001401020.1",-22.57,"VDAC1"
"NM_001366502.2",10.65,"TCF7"
"NR_033449.3",0.28,"TCF7"
"NM_001085377.2",-23.36,"MCC"
"NM_001366509.1",8.95,"RGMB"
"NM_001366510.1",8.95,"RGMB"
"NM_001366508.1",9.79,"RGMB"
"NR_157079.3",-10.42,"CHD1"
"NM_001271741.2",-25.54,"CSNK1A1"
"NM_001271742.2",-3.39,"CSNK1A1"
"NM_001291963.2",-16.15,"DAP"
"NM_001288716.1",-21.75,"CTNND2"
"NM_001496.4",-26.91,"GFRA3"
"NM_001945.3",-7.66,"HBEGF"
"NM_001309443.2",-5.93,"SPARC"
"NM_000065.5",-15.39,"C6"
"NM_000587.4",10.57,"C7"
"NM_001258023.1",8.62,"GRIA1"
"NM_001258021.2",3.32,"GRIA1"
"NM_001364241.2",-25.39,"HNRNPH1"
"NM_001364243.2",-25.39,"HNRNPH1"
"NM_032566.3",10.86,"SPINK7"
"NM_001040433.2",7.68,"SPINK9"
"NM_205836.3",7.65,"FBXO38"
"NM_001040172.2",-13.34,"HTR4"
"NM_001286410.1",-13.34,"HTR4"
"NM_001040173.2",-16.54,"HTR4"
"NR_026945.2",-3.41,"LINC01366"
"NR_131091.3",8.56,"C5orf58"
"NM_001305393.2",8.56,"C5orf58"
"NR_161261.1",8.56,"C5orf58"
"NM_001317938.2",10.67,"CCDC192"
"NR_103458.2",-11.18,"KCNN2"
"NM_001349303.2",-1.41,"SPATA9"
"NM_014899.4",6.32,"RHOBTB3"
"NM_001118890.2",-11.18,"GLRX"
"NR_146284.1",5.94,"MEF2C-AS2"
"NM_001131005.2",-26.43,"MEF2C"
"NM_001364342.2",-19.94,"MEF2C"
"NM_001364350.2",-19.94,"MEF2C"
"NM_001364345.2",-6.76,"MEF2C"
"NM_001363581.2",-19.94,"MEF2C"
"NM_001364333.2",-6.76,"MEF2C"
"NM_001364354.2",-15.81,"MEF2C"
"NM_001193348.1",-15.81,"MEF2C"
"NM_001253846.2",-12.53,"GMDS"
"NM_001500.4",-12.53,"GMDS"
"NR_073064.2",-19.98,"EXOC2"
"NR_110842.1",-13.38,"LOC101927950"
"NM_001135650.2",-22.72,"EEF1E1"
"NM_004280.5",-22.72,"EEF1E1"
"NM_201280.3",-12.6,"BLOC1S5"
"NM_001199323.1",-12.6,"BLOC1S5"
"NR_034143.1",-8.77,"NBAT1"
"NR_103790.1",-20.49,"LINC00581"
"NR_037618.1",-22.72,"EEF1E1-BLOC1S5"
"NM_013375.4",10.45,"ABT1"
"NR_037616.1",-12.6,"BLOC1S5-TXNDC5"
"NM_001718.6",9.08,"BMP6"
"NM_030810.5",-21.55,"TXNDC5"
"NM_001145549.4",-21.55,"TXNDC5"
"NR_132993.1",10.03,"MIR5689HG"
"NM_001165034.2",5.28,"RNF182"
"NM_001165032.2",11.08,"RNF182"
"NM_001134709.2",-13.74,"DEK"
"NR_149116.1",8.59,"MIR548A1HG"
"NR_027116.2",-16.77,"LINC01622"
"NM_001190766.2",8.49,"STMND1"
"NM_078476.4",9.45,"BTN2A1"
"NM_001197234.3",9.45,"BTN2A1"
"NM_002114.4",6.2,"HIVEP1"
"NM_080723.5",6.59,"NRSN1"
"NM_006510.5",-5.04,"TRIM27"
"NR_125387.1",10.28,"OR2W1-AS1"
"NM_052923.2",-9.36,"SCAND3"
"NM_001955.5",9.88,"EDN1"
"NM_001509.3",10.47,"GPX5"
"NM_003996.3",10.47,"GPX5"
"NM_001143942.2",7.4,"RBM24"
"NM_001143941.1",10.29,"RBM24"
"NM_153020.2",9.22,"RBM24"
"NR_120448.2",-9.09,"SSR1"
"NR_149117.1",7.43,"LINC02533"
"NM_001195610.2",-5.66,"DCDC2"
"NM_016356.5",-5.66,"DCDC2"
"NM_001546.4",8.72,"ID4"
"NM_001105568.4",-19.18,"KIF13A"
"NM_001105567.3",-19.18,"KIF13A"
"NM_001243423.2",-19.18,"KIF13A"
"NM_000367.5",-2.05,"TPMT"
"NM_001346818.1",-2.05,"TPMT"
"NM_205864.3",-19.7,"CAGE1"
"NM_001170693.2",-32.11,"CAGE1"
"NM_001368125.1",9.79,"CDYL"
"NM_004824.4",7.63,"CDYL"
"NM_001143970.2",8.4,"CDYL"
"NM_001143971.2",8.23,"CDYL"
"NM_005943.6",-8.35,"MOCS1"
"NR_033233.2",-3.59,"MOCS1"
"NM_173561.3",-25.8,"UNC5CL"
"NM_001010873.3",5.28,"TSPO2"
"NM_001159726.1",6.62,"TSPO2"
"NR_073465.2",-8.05,"MBOAT1"
"NM_013262.4",10.07,"MYLIP"
"NM_021943.3",9.65,"ZFAND3"
"NM_001206927.2",10.1,"DNAH8"
"NM_001348194.2",9.88,"RIOK1"
"NM_002224.4",7.93,"ITPR3"
"NM_001142393.2",-13.22,"NEDD9"
"NM_182966.4",-9.51,"NEDD9"
"NM_001271033.2",-8.05,"NEDD9"
"NM_001198934.2",8.23,"ABCC10"
"NM_033450.3",9.6,"ABCC10"
"NR_146762.2",9.6,"ABCC10"
"NR_125853.1",-26.96,"LOC101928253"
"NR_038401.1",-23.22,"DNAH8-AS1"
"NM_014345.3",-18.18,"ZNF318"
"NM_032340.4",-15.5,"UQCC2"
"NM_015345.4",8.55,"DAAM2"
"NM_001350329.2",-6.2,"SUPT3H"
"NM_001350327.2",-9.4,"SUPT3H"
"NM_000255.4",-17.39,"MMUT"
"NM_012288.4",-22.78,"TRAM2"
"NM_152733.3",-19.73,"BTBD9"
"NM_001099272.2",-15.13,"BTBD9"
"NM_001040280.3",6.22,"CD83"
"NM_004233.4",6.22,"CD83"
"NM_001251901.1",5.65,"CD83"
"NR_130108.2",8.7,"TBC1D22B"
"NM_001242831.2",-9.46,"ELOVL5"
"NM_001242830.2",-9.46,"ELOVL5"
"NM_182539.4",-19.96,"TCTE1"
"NR_046399.2",9.4,"RNF8"
"NM_001024630.4",7.68,"RUNX2"
"NM_001369405.1",10.57,"RUNX2"
"NM_054111.5",-23.27,"IP6K3"
"NM_198153.3",5.49,"TREML4"
"NM_001286655.1",-8.05,"DLK2"
"NM_001286656.2",-8.05,"DLK2"
"NM_001253.4",11.08,"CDC5L"
"NM_001142407.3",-19.63,"CRISP2"
"NM_170724.3",-11.81,"PKHD1"
"NM_001143940.2",-23.23,"LGSN"
"NM_001078177.2",3.49,"SLC29A1"
"NM_145267.3",7.47,"SDHAF4"
"NM_001281746.2",10.65,"MLIP"
"NM_001281747.2",8.59,"MLIP"
"NM_001286511.2",-18.14,"SLC35B2"
"NM_001286510.2",-18.14,"SLC35B2"
"NM_016230.4",10.22,"CYB5R4"
"NM_002395.6",-20.39,"ME1"
"NM_001282488.2",4.58,"PRIM2"
"NM_001282487.2",9.46,"PRIM2"
"NM_000947.5",9.46,"PRIM2"
"NM_001346542.2",5.28,"MRAP2"
"NM_001346544.2",5.28,"MRAP2"
"NM_001198.4",8.92,"PRDM1"
"NM_182907.3",9.01,"PRDM1"
"NM_001010904.2",7.82,"GLYATL3"
"NM_133493.5",7.22,"CD109"
"NR_132100.1",-5.15,"LINC01611"
"NM_001372081.1",0.44,"SPATS1"
"NM_001289024.3",-18.34,"KIF6"
"NM_001351566.2",-17.3,"KIF6"
"NR_036610.2",10.53,"SRSF3"
"NM_015687.5",-13.65,"FILIP1"
"NM_001242590.3",-18.47,"TREM1"
"NM_001242589.3",-18.47,"TREM1"
"NM_001278739.2",-16.79,"CYP39A1"
"NR_125854.1",-24.23,"LINC02549"
"NM_001300906.2",-3.48,"IBTK"
"NR_121193.1",7.48,"LAMA4-AS1"
"NR_104154.1",-3.73,"CASC6"
"NR_125842.1",9.65,"LOC101927189"
"NM_206921.3",-16.77,"CEP85L"
"NR_033376.1",10.13,"LINC00222"
"NM_001290073.2",-16.58,"ENPP5"
"NM_032503.3",-3.68,"MCHR2"
"NM_001122769.3",-20.28,"LCA5"
"NM_001271969.2",10.51,"HSP90AB1"
"NM_001371238.1",7.85,"HSP90AB1"
"NM_001271970.2",7.41,"HSP90AB1"
"NM_153369.4",7.54,"MFSD4B"
"NM_207410.2",10.24,"GFRAL"
"NM_018214.5",10.28,"LRRC1"
"NM_001858.6",10.22,"COL19A1"
"NM_001199622.2",9.79,"NCOA7"
"NM_001142470.3",5.63,"MTRES1"
"NM_001010852.4",6.77,"CLVS2"
"NM_004556.3",-8.52,"NFKBIE"
"NM_006073.4",-11.7,"TRDN"
"NM_001256020.2",-11.7,"TRDN"
"NM_001256022.2",-11.7,"TRDN"
"NM_001256021.2",-11.7,"TRDN"
"NM_001044305.3",6.77,"SMAP1"
"NM_022726.4",-13.74,"ELOVL4"
"NM_001372078.1",-11.91,"REV3L"
"NM_002912.5",-10.44,"REV3L"
"NM_001326578.2",-8.39,"STX7"
"NM_001326579.2",-8.39,"STX7"
"NR_137169.2",-8.39,"STX7"
"NM_001326580.2",-8.39,"STX7"
"NR_134602.1",-15.96,"LINC02534"
"NM_014936.5",10.1,"ENPP4"
"NM_138459.5",9.16,"NUS1"
"NM_001304792.2",10.75,"SENP6"
"NM_015571.4",10.75,"SENP6"
"NM_012120.3",8.91,"CD2AP"
"NR_103836.2",-9.05,"FBXL4"
"NM_001321084.2",-2.71,"HACE1"
"NR_146787.2",-2.71,"HACE1"
"NR_126386.1",-2.54,"NCOA7-AS1"
"NM_017633.3",-16.54,"TENT5A"
"NM_001199563.2",-29.65,"BVES"
"NM_007073.4",-29.65,"BVES"
"NM_147147.4",-29.65,"BVES"
"NM_001033564.3",8.63,"FAM229B"
"NM_024581.6",-17.68,"FAM184A"
"NM_001288576.2",-17.68,"FAM184A"
"NM_016485.5",7.94,"VTA1"
"NM_152729.3",10.9,"NT5DC1"
"NM_001318903.2",10.47,"TPD52L1"
"NM_001003395.3",9.3,"TPD52L1"
"NM_001318907.2",4.7,"TPD52L1"
"NM_001137560.2",7.66,"TMEM151B"
"NM_153840.4",-11.55,"ADGRF1"
"NM_025048.4",-11.55,"ADGRF1"
"NR_146797.2",10.9,"TRMT11"
"NR_146802.2",10.9,"TRMT11"
"NM_031460.4",-12.53,"KCNK17"
"NR_134849.2",-10.17,"COL21A1"
"NM_001318752.2",-10.17,"COL21A1"
"NR_027060.1",10.03,"LINC02880"
"NM_001145158.2",-9.05,"HBS1L"
"NM_001004317.4",5.2,"LIN28B"
"NM_001319039.2",7.92,"FABP7"
"NM_001319041.2",7.92,"FABP7"
"NM_138571.5",6.32,"HINT3"
"NM_021244.5",-19.21,"RRAGD"
"NM_003630.3",7.07,"PEX3"
"NM_004506.4",10.88,"HSF2"
"NM_001135564.1",10.88,"HSF2"
"NM_014464.4",10.08,"TINAG"
"NM_001080508.3",-25.74,"TBX18"
"NM_021243.3",8.42,"ABRACL"
"NM_001271821.2",-13.15,"TREM2"
"NR_073443.2",-11.18,"HDAC2"
"NR_033441.2",-8.31,"HDAC2"
"NR_110856.1",11.08,"LOC101928516"
"NM_014739.3",-18.72,"BCLAF1"
"NR_125831.1",-7.24,"DAAM2-AS1"
"NM_016063.3",-18.52,"HDDC2"
"NM_001300740.1",10.65,"NKAIN2"
"NM_001300737.2",9.4,"NKAIN2"
"NM_001010919.3",9.09,"CALHM6"
"NM_001010876.2",-8.68,"TMEM244"
"NR_109982.1",-18.92,"TARID"
"NM_001329756.2",-10.71,"BMP5"
"NM_001010872.3",10.08,"FAM83B"
"NM_000493.4",-17.26,"COL10A1"
"NM_015529.4",-11.98,"MOXD1"
"NM_006828.4",-11.76,"ASCC3"
"NM_001284271.2",-11.76,"ASCC3"
"NM_022091.5",-11.76,"ASCC3"
"NM_030949.3",7.63,"PPP1R14C"
"NM_001142800.2",-7.34,"EYS"
"NM_001142801.2",-7.34,"EYS"
"NM_198283.2",-37.09,"EYS"
"NM_001013734.3",11,"RFPL4B"
"NR_033327.2",9.44,"EFHC1"
"NM_001172420.2",2.36,"EFHC1"
"NM_001270521.2",-27.33,"MED23"
"NM_001376523.1",-27.33,"MED23"
"NM_001376518.1",-27.33,"MED23"
"NR_038906.1",11.08,"LINC02523"
"NM_005907.4",-6.46,"MAN1A1"
"NM_001017408.3",-28.2,"GOPC"
"NM_001300963.2",-5.72,"CDK19"
"NM_018368.4",-20.16,"LMBRD1"
"NM_001367272.1",-20.16,"LMBRD1"
"NM_001363722.2",-20.16,"LMBRD1"
"NM_006714.5",8.83,"SMPDL3A"
"NM_016217.3",10.65,"HECA"
"NM_001139444.3",-24.17,"TRAPPC3L"
"NM_052831.3",-28.11,"SLC18B1"
"NM_001010853.3",9.16,"PM20D2"
"NM_014452.5",-3.77,"TNFRSF21"
"NM_001193480.2",-19.3,"ALDH8A1"
"NM_001286428.2",-16.54,"RNGTT"
"NM_021135.6",-27.12,"RPS6KA2"
"NM_001318937.2",-27.12,"RPS6KA2"
"NM_001318938.1",-27.12,"RPS6KA2"
"NM_001329690.2",1.19,"OARD1"
"NM_001329695.1",1.19,"OARD1"
"NM_001329696.2",1.19,"OARD1"
"NM_001329689.2",-9.71,"OARD1"
"NM_014165.4",-2.85,"NDUFAF4"
"NM_001286259.2",-22.51,"ADAT2"
