"TranscriptId","strength3","GeneId"
"NM_000085.5",-9,"CLCNKB"
"NM_001165945.2",-19.24,"CLCNKB"
"NM_001039500.3",3.3,"VWA5B1"
"NM_004700.4",-1.1,"KCNQ4"
"NR_037868.1",4.23,"SLFNL1-AS1"
"NM_000299.4",-5.29,"PKP1"
"NM_005558.4",-8.59,"LAD1"
"NM_003281.4",-23.03,"TNNI1"
"NM_001193570.2",-21.73,"CSRP1"
"NM_001193572.2",-21.73,"CSRP1"
"NM_001193571.2",-21.73,"CSRP1"
"NR_046696.1",-37.56,"IPO9-AS1"
"NM_018085.5",-17.43,"IPO9"
"NM_198149.3",-3.83,"SHISA4"
"NM_020443.5",-14.46,"NAV1"
"NM_001389611.1",10.68,"NAV1"
"NM_198718.2",-6.87,"PTGER3"
"NM_001012758.3",5.58,"NUDT17"
"NM_006099.3",-21.41,"PIAS3"
"NM_005105.5",-13.35,"RBM8A"
"NM_001042679.2",-20.4,"RHOC"
"NM_175744.5",-20.4,"RHOC"
"NM_001042678.2",-20.92,"RHOC"
"NR_169586.1",0.74,"TAFA3"
"NM_001286072.2",-13.53,"MOV10"
"NM_001389562.1",-13.53,"MOV10"
"NM_005644.4",-17.79,"TAF12"
"NM_005645.4",-2.29,"TAF13"
"NM_004446.3",-22.39,"EPRS1"
"NM_001286149.2",-27.29,"BPNT1"
"NM_018060.4",-6.05,"IARS2"
"NM_012414.4",-3.13,"RAB3GAP2"
"NM_016371.4",0.14,"HSD17B7"
"NM_012090.5",-1.01,"MACF1"
"NM_178550.6",-22.19,"CCDC190"
"NM_001328648.1",-14.21,"PIK3R3"
"NM_001328650.1",-14.21,"PIK3R3"
"NM_001328651.1",-14.21,"PIK3R3"
"NR_137329.2",-14.21,"PIK3R3"
"NM_001303428.1",-13.02,"PIK3R3"
"NM_001328649.1",-13.02,"PIK3R3"
"NM_001303427.2",-14.21,"P3R3URF-PIK3R3"
"NM_005727.4",-16.9,"TSPAN1"
"NM_001142548.2",-2.5,"RAD54L"
"NM_003579.4",-18.05,"RAD54L"
"NM_001290130.2",-16.93,"POMGNT1"
"NM_001243766.2",-16.93,"POMGNT1"
"NM_001320972.2",-16.25,"BLZF1"
"NM_003666.4",-16.25,"BLZF1"
"NM_001320973.2",-16.25,"BLZF1"
"NM_001394008.1",-18.02,"CCDC181"
"NM_001300968.1",-14.23,"CCDC181"
"NM_006996.3",-17.6,"SLC19A2"
"NM_001319667.1",-14.47,"SLC19A2"
"NM_000130.5",-22.4,"F5"
"NM_017734.5",-24.15,"PALMD"
"NM_001003665.4",-2.45,"STUM"
"NR_047648.1",-1.45,"FCGR2C"
"NM_001282856.2",-13.07,"GON4L"
"NM_032292.6",-13.07,"GON4L"
"NM_021186.5",-21.31,"ZP4"
"NR_024510.2",6.99,"LINC00623"
"NM_001287510.2",3.15,"PPCS"
"NM_001242893.2",-14.06,"CSDE1"
"NM_014851.4",-10.94,"KLHL21"
"NM_153812.3",0.01,"PHF13"
"NM_001303051.2",-2.87,"KLHL12"
"NM_001290553.2",-18.5,"ADIPOR1"
"NM_001290557.1",-18.5,"ADIPOR1"
"NM_001290629.1",-18.5,"ADIPOR1"
"NM_015999.6",-18.5,"ADIPOR1"
"NM_016243.3",-38.96,"CYB5R1"
"NR_146286.2",-0.9,"TMEM183A"
"NM_002479.6",-3,"MYOG"
"NM_000674.3",-3.59,"ADORA1"
"NM_004997.3",-10.1,"MYBPH"
"NM_016183.4",-10.92,"MRTO4"
"NM_012067.3",-10.42,"AKR7A3"
"NM_003689.4",-13.6,"AKR7A2"
"NR_109848.2",-14.62,"SLC66A1"
"NM_001393964.1",-21.9,"SETDB1"
"NM_001393965.1",-21.9,"SETDB1"
"NM_018198.4",-37.13,"DNAJC11"
"NM_012231.5",-14.79,"PRDM2"
"NM_015866.6",-14.79,"PRDM2"
"NM_001393987.1",-10.66,"PRDM2"
"NM_020485.8",-17.35,"RHCE"
"NM_138616.5",-17.35,"RHCE"
"NM_001271429.2",-13.44,"EMC1"
"NR_040733.2",-23.04,"C1orf50"
"NM_001287347.2",-10.26,"TAL1"
"NM_001290405.1",-17.09,"TAL1"
"NM_005717.4",-10.19,"ARPC5"
"NM_152763.5",-12.6,"AKNAD1"
"NM_001278203.1",-13.26,"CLCC1"
"NR_104091.1",-24.46,"LINC00970"
"NM_001350805.2",-29.35,"PRKCZ"
"NR_146911.2",-29.35,"PRKCZ"
"NM_001037341.2",-14.33,"PDE4B"
"NM_001037340.3",-4.48,"PDE4B"
"NM_001037339.2",1.15,"PDE4B"
"NM_001297442.2",2.42,"PDE4B"
"NM_001198979.2",-24.67,"SMAP2"
"NM_001198980.1",-14.78,"SMAP2"
"NM_138705.4",-8.83,"CALML6"
"NM_001376790.1",-18.76,"HP1BP3"
"NM_001376794.1",-18.76,"HP1BP3"
"NM_016287.5",-18.76,"HP1BP3"
"NM_002557.4",-32.22,"OVGP1"
"NR_133654.2",-23.77,"WDR77"
"NM_001688.5",-5.73,"ATP5PB"
"NM_174896.4",7.26,"C1orf162"
"NM_020683.7",-16.32,"TMIGD3"
"NM_001370216.2",-19.11,"RAP1A"
"NM_001677.4",-25.78,"ATP1B1"
"NM_203341.3",-17.19,"SELENOF"
"NM_012262.4",-1.58,"HS2ST1"
"NM_001134492.2",-1.58,"HS2ST1"
"NR_026985.1",-19.96,"LINC01140"
"NM_015888.6",-3.93,"HOOK1"
"NM_001010858.3",-3.74,"RNF187"
"NR_126000.1",-21.24,"C1orf167-AS1"
"NM_001320283.3",-28.07,"SLC44A5"
"NM_001394064.1",-28.07,"SLC44A5"
"NM_152697.6",-28.07,"SLC44A5"
"NM_138350.4",-3.45,"THAP3"
"NM_002962.2",-9.74,"S100A5"
"NM_001199654.2",3.36,"PMF1"
"NM_001142590.2",-19.4,"NFYC"
"NM_001308114.1",-17.09,"NFYC"
"NM_001281988.3",-9.34,"SPOCD1"
"NM_001394398.1",-33.86,"SPOCD1"
"NM_001394573.1",-2.02,"MIGA1"
"NM_001394575.1",-2.02,"MIGA1"
"NM_001394569.1",-19.66,"MIGA1"
"NM_001270384.2",-2.02,"MIGA1"
"NM_145279.5",-27.41,"MOB3C"
"NR_036595.1",-29.69,"RBM15-AS1"
"NR_125945.1",-21.27,"LNCATV"
"NR_040064.1",-15.24,"LINC00862"
"NR_145434.1",3.61,"MIR205HG"
"NR_103746.1",-15.36,"LINC01356"
"NR_146382.1",-13.24,"SNHG12"
"NM_003272.4",6.62,"GPR137B"
"NM_019891.4",-27.42,"ERO1B"
"NM_001317338.2",2.15,"MTARC2"
"NM_022745.6",-22.37,"ATPAF1"
"NM_001042546.2",-22.37,"ATPAF1"
"NM_001243728.1",-22.37,"ATPAF1"
"NM_033345.4",-25.87,"RGS8"
"NM_001387849.1",-25.87,"RGS8"
"NM_006513.4",-27.77,"SARS1"
"NM_001330669.1",-27.77,"SARS1"
"NM_001408.3",3.75,"CELSR2"
"NM_001205228.2",-13.76,"SORT1"
"NM_001199774.2",-19.88,"PSMA5"
"NM_001369846.1",-18.61,"ZBTB37"
"NM_001395201.1",-4.33,"ZBTB37"
"NM_152501.5",-5.53,"PYHIN1"
"NM_001376589.1",-9.56,"IFI16"
"NM_001364867.2",-9.56,"IFI16"
"NM_001376587.1",-9.56,"IFI16"
"NM_013411.5",-14.13,"AK2"
"NR_134976.3",-14.13,"AK2"
"NM_000562.3",-31.34,"C8A"
"NM_001347465.2",-14.13,"C1QA"
"NM_001347466.2",-14.13,"C1QA"
"NM_001347619.2",-5.53,"C1QC"
"NM_172359.3",-0.36,"CD46"
"NM_002389.4",-0.36,"CD46"
"NM_001276320.2",-21.45,"YOD1"
"NM_000716.3",-9.47,"C4BPB"
"NM_001017367.1",-18.98,"C4BPB"
"NM_001206741.2",-3.81,"HSD11B1"
"NM_005525.4",-4.54,"HSD11B1"
"NM_025228.4",-18.39,"TRAF3IP3"
"NM_001320143.2",-8.25,"TRAF3IP3"
"NM_001287754.2",-2.99,"TRAF3IP3"
"NM_001206696.2",-26.79,"IRF6"
"NM_014388.7",7,"UTP25"
"NM_001146192.2",-12.46,"ZMYND12"
"NM_000066.4",-12.33,"C8B"
"NR_028104.2",-27.39,"DCAF8"
"NR_028106.2",-28.31,"DCAF8"
"NM_001193644.1",-14.68,"PEX19"
"NM_001184716.2",-18.31,"SLAMF6"
"NM_001184882.2",-12.27,"CD84"
"NM_004371.4",-32.36,"COPA"
"NM_001297707.3",-0.29,"CAMSAP2"
"NM_018265.4",-0.2,"INAVA"
"NM_001142569.3",-11.83,"INAVA"
"NM_006536.7",4.69,"CLCA2"
"NM_001285.4",2.29,"CLCA1"
"NR_024602.2",-11.06,"CLCA4"
"NM_001371477.1",-10.9,"GGPS1"
"NM_001037277.1",0.14,"GGPS1"
"NM_001371478.1",-13.25,"GGPS1"
"NM_004837.4",-13.25,"GGPS1"
"NR_103871.2",-9.74,"PRKAB2"
"NM_207348.3",-6.39,"SLC25A34"
"NM_001013641.3",6.68,"TMEM82"
"NM_001024215.1",-20.22,"FBLIM1"
"NR_170911.1",-23.6,"RAP1GAP"
"NM_001032730.3",-15.08,"USP48"
"NM_001395384.1",-31.32,"CCDC30"
"NM_001355227.2",-31.32,"CCDC30"
"NM_001080850.4",-19.82,"CCDC30"
"NM_001355226.2",-19.82,"CCDC30"
"NM_002379.3",-35.99,"MATN1"
"NM_005066.3",-11.96,"SFPQ"
"NM_032526.3",-19.25,"NT5C1A"
"NR_036543.2",-2.64,"PPIE"
"NM_001720.5",-17.61,"BMP8B"
"NM_017646.6",-22.22,"TRIT1"
"NM_001033082.3",-14.31,"MYCL"
"NM_001001933.1",-0.75,"LHX8"
"NM_001256114.2",-7.73,"LHX8"
"NM_145172.5",-11.42,"DNAI3"
"NM_001253693.2",-17.37,"MCOLN3"
"NM_032184.2",-7.09,"SYDE2"
"NM_001010861.3",-6.44,"PLPPR5"
"NR_033940.1",-16.12,"PLPPR5-AS1"
"NM_001370597.1",-12.61,"ATP8B2"
"NM_001372009.1",-12.61,"ATP8B2"
"NM_001005855.2",-12.61,"ATP8B2"
"NM_001105203.2",-16.96,"RUSC1"
"NM_001278228.1",-6.7,"RUSC1"
"NR_103478.2",-6.01,"RUSC1"
"NM_001350110.2",-18.12,"ARHGEF2"
"NM_001350112.2",-18.12,"ARHGEF2"
"NM_004723.4",-18.12,"ARHGEF2"
"NM_001162384.2",-18.12,"ARHGEF2"
"NR_125358.2",-8.98,"FCRL2"
"NM_020335.3",-11.84,"VANGL2"
"NM_001319847.2",3.11,"USP21"
"NM_001135240.3",8.35,"C1orf226"
"NM_053282.5",-5.81,"SH2D1B"
"NM_001184763.1",-4.74,"UHMK1"
"NM_144624.2",-15.4,"UHMK1"
"NM_175866.5",-15.4,"UHMK1"
"NM_001354983.2",1.77,"DDR2"
"NM_001014796.3",-6.71,"DDR2"
"NM_032126.5",-13.43,"TEX35"
"NM_001170723.2",-13.43,"TEX35"
"NM_001170722.2",-22.16,"TEX35"
"NR_033186.1",-19.39,"C1orf220"
"NM_018713.3",-15.69,"SLC30A10"
"NM_005263.5",-22.44,"GFI1"
"NM_001127215.3",-22.44,"GFI1"
"NM_001312871.1",-21.58,"COX20"
"NM_198076.6",-21.58,"COX20"
"NR_047584.1",-21.9,"IL12RB2"
"NM_001374259.2",-21.9,"IL12RB2"
"NM_000478.6",4.38,"ALPL"
"NM_001369805.2",4.38,"ALPL"
"NM_001369803.2",-11.18,"ALPL"
"NR_168466.1",-6.31,"IL10"
"NM_000186.4",-7.36,"CFH"
"NM_001014975.3",-7.36,"CFH"
"NM_183416.4",-12.79,"KIF1B"
"NM_001365951.3",-12.79,"KIF1B"
"NM_015074.3",-12.79,"KIF1B"
"NM_001365952.1",-3.27,"KIF1B"
"NM_001365953.1",-10.09,"KIF1B"
"NM_001301237.2",0.67,"CTPS1"
"NM_001384479.1",-17.45,"AGT"
"NM_001382817.3",-17.45,"AGT"
"NM_001394168.1",-13.63,"EIF3I"
"NM_001010979.3",-14.35,"CFAP141"
"NM_001297718.2",-15.72,"C1orf43"
"NM_001297721.2",-21.63,"C1orf43"
"NM_001127320.3",-6.92,"UBAP2L"
"NM_001287815.1",-26.85,"UBAP2L"
"NM_024874.5",-37.76,"KIAA0319L"
"NM_014017.4",-28.18,"LAMTOR2"
"NM_014448.4",6.89,"ARHGEF16"
"NM_182752.4",-2.43,"TPRG1L"
"NM_005427.4",4.07,"TP73"
"NM_001126240.3",-9.03,"TP73"
"NM_001204192.2",0.2,"TP73"
"NR_037864.1",3.06,"AP4B1-AS1"
"NM_001010922.3",-30.4,"BCL2L15"
"NR_110725.1",-38.01,"HIPK1-AS1"
"NM_198268.3",-11.68,"HIPK1"
"NM_152696.4",-11.68,"HIPK1"
"NM_198269.3",-16.02,"HIPK1"
"NM_181358.3",-13.02,"HIPK1"
"NM_001363690.2",9.3,"DCLRE1B"
"NM_022836.4",9.3,"DCLRE1B"
"NM_001319225.2",-24.02,"DHRS3"
"NM_001324370.2",-24.02,"DHRS3"
"NM_152290.4",-29.41,"CFAP107"
"NM_001080830.5",-1.38,"PRAMEF12"
"NM_023013.4",-15.68,"PRAMEF1"
"NM_001146344.3",-17.36,"PRAMEF11"
"NM_023014.1",-16.09,"PRAMEF2"
"NM_001009611.4",-17.36,"PRAMEF4"
"NM_001039361.4",-26.84,"PRAMEF10"
"NM_001010889.2",-17.54,"PRAMEF6"
"NM_001291381.1",-14.03,"PRAMEF33"
"NM_001013630.2",-2.01,"AADACL4"
"NM_144701.3",-4.45,"IL23R"
"NM_000081.4",-15.97,"LYST"
"NM_001301365.1",-15.97,"LYST"
"NR_104624.1",-10.72,"LINC01647"
"NM_012168.6",-14.76,"FBXO2"
"NM_018438.6",2.25,"FBXO6"
"NM_198545.4",5.8,"DRAXIN"
"NM_025065.7",-21.75,"RPF1"
"NM_005274.3",-19.94,"GNG5"
"NM_004388.3",-24.66,"CTBS"
"NR_027379.1",-33.25,"LINC01555"
"NM_001166294.2",-24.09,"SSX2IP"
"NM_006341.4",-1.23,"MAD2L2"
"NM_001127325.2",-1.23,"MAD2L2"
"NM_001320149.2",-26.24,"FAM72B"
"NM_006516.4",-17.66,"SLC2A1"
"NM_001243133.2",-6.78,"NLRP3"
"NM_001190789.2",-29.26,"NCF2"
"NR_038252.3",-34.29,"LINC00466"
"NM_013339.4",-13.76,"ALG6"
"NM_001376861.1",-10.36,"ATP6V1G3"
"NM_133262.3",-9.23,"ATP6V1G3"
"NM_002838.5",-28.43,"PTPRC"
"NR_052021.2",-28.43,"PTPRC"
"NM_001267798.2",-28.43,"PTPRC"
"NM_172225.2",-0.4,"DMBX1"
"NM_018116.4",0.89,"MSTO1"
"NM_001001523.2",-9.06,"RORC"
"NM_005060.4",-31.97,"RORC"
"NM_001146068.2",-10.19,"CAPN2"
"NM_001748.5",-14.84,"CAPN2"
"NM_002927.5",-22.23,"RGS13"
"NM_002923.4",-21.28,"RGS2"
"NM_006118.4",-4.05,"HAX1"
"NM_001039775.4",-15.15,"CRYBG2"
"NM_001376514.1",-28.1,"TTC13"
"NR_166514.1",-15.47,"TRIM67-AS1"
"NR_133634.2",-29.35,"TMEM234"
"NM_001924.4",-18.16,"GADD45A"
"NM_018841.6",-15.42,"GNG12"
"NM_001002292.4",-23,"WLS"
"NM_024911.7",-5.16,"WLS"
"NM_001193334.1",-12.71,"WLS"
"NM_001438.4",-27.22,"ESRRG"
"NM_001243514.2",-27.22,"ESRRG"
"NM_001243505.2",3.33,"ESRRG"
"NM_001243513.1",-16.82,"ESRRG"
"NM_001243506.2",-29.24,"ESRRG"
"NM_001350122.2",-29.24,"ESRRG"
"NM_001350125.2",-29.24,"ESRRG"
"NM_001243511.3",-29.24,"ESRRG"
"NM_001243507.2",-18.39,"ESRRG"
"NM_000748.3",8.8,"CHRNB2"
"NM_002249.6",-26.02,"KCNN3"
"NM_170782.3",-26.02,"KCNN3"
"NM_001365838.1",-26.02,"KCNN3"
"NR_110685.1",-21.03,"LOC101928009"
"NM_052891.3",-31.94,"PGLYRP3"
"NM_002965.4",-0.85,"S100A9"
"NM_005621.2",-8.98,"S100A12"
"NM_001319198.2",-3.51,"S100A8"
"NM_001319201.2",-3.51,"S100A8"
"NM_001319197.1",-3.51,"S100A8"
"NM_002964.5",-3.51,"S100A8"
"NM_176823.4",-4.25,"S100A7A"
"NM_002963.4",-12.47,"S100A7"
"NM_148901.2",-22.06,"TNFRSF18"
"NM_016176.6",-31.97,"SDF4"
"NM_194457.2",-22.38,"UBE2J2"
"NR_037668.3",-31.49,"SCNN1D"
"NM_001304722.2",-4.42,"PLEKHO1"
"NM_001304723.2",-6.08,"PLEKHO1"
"NM_016274.6",-6.08,"PLEKHO1"
"NM_001136479.3",-8.51,"ANP32E"
"NM_001136478.4",-8.51,"ANP32E"
"NR_045034.2",-27.01,"APH1A"
"NM_001301039.1",3.39,"C1orf54"
"NM_001301042.1",-0.7,"C1orf54"
"NM_024579.4",-0.7,"C1orf54"
"NM_144697.4",4.21,"CIART"
"NM_004698.4",-9.68,"PRPF3"
"NR_146767.1",-9.68,"PRPF3"
"NM_001256463.2",-11.45,"INTS11"
"NM_152228.3",4.57,"TAS1R3"
"NM_004421.3",-14.28,"DVL1"
"NM_001282582.2",-40.18,"MXRA8"
"NM_001282585.1",-40.18,"MXRA8"
"NM_001282583.2",-40.18,"MXRA8"
"NM_032125.3",-3.42,"TMEM222"
"NM_001193308.2",6.18,"SYTL1"
"NM_001330448.1",-10.62,"CD164L2"
"NM_001279353.2",-0.78,"VPS45"
"NM_001127328.3",-9.35,"ACADM"
"NM_001010866.4",-5.16,"TMEM201"
"NM_001009566.3",-6.33,"CLSTN1"
"NM_014944.4",-6.33,"CLSTN1"
"NM_001012329.2",-16,"CTNNBIP1"
"NM_001316974.2",-14.16,"LZIC"
"NM_001201326.1",-27.68,"PDZK1"
"NM_001371361.1",-27.68,"PDZK1"
"NM_006468.8",-4.03,"POLR3C"
"NM_000639.3",-14.37,"FASLG"
"NM_001278267.1",-45.15,"NBPF20"
"NM_004781.4",-11.61,"VAMP3"
"NM_001289862.2",-5.45,"PER3"
"NM_006786.4",-21.15,"UTS2"
"NM_021995.2",-24.65,"UTS2"
"NM_001561.6",-15.97,"TNFRSF9"
"NM_007262.5",-4.15,"PARK7"
"NM_018948.4",-21.12,"ERRFI1"
"NM_172313.3",-9.3,"CSF3R"
"NM_001136219.3",-2.52,"FCGR2A"
"NM_001354173.2",-11.17,"SERTAD4"
"NM_001375428.1",-11.17,"SERTAD4"
"NM_019605.5",-11.17,"SERTAD4"
"NR_119383.1",-14.37,"LINC01359"
"NM_014176.4",-29.72,"UBE2T"
"NM_030787.4",-4.57,"CFHR5"
"NM_000569.8",-15.3,"FCGR3A"
"NM_000570.5",-26.94,"FCGR3B"
"NM_030952.3",-7.56,"NUAK2"
"NM_018203.3",-23.1,"KLHDC8A"
"NM_001271864.2",-9.25,"KLHDC8A"
"NR_038425.1",7.37,"LEMD1-AS1"
"NR_148934.1",0.99,"LEMD1-DT"
"NM_001290184.2",8.16,"NCSTN"
"NM_001300902.2",-8.57,"CD55"
"NR_125349.2",-8.57,"CD55"
"NM_001006658.3",-5.03,"CR2"
"NM_001317123.2",-3.4,"AGO1"
"NM_024852.4",5.7,"AGO3"
"NR_038072.1",-26.69,"PBX1-AS1"
"NM_003395.4",-15.48,"WNT9A"
"NM_001024226.2",-17.33,"ARF1"
"NM_002585.4",-7.89,"PBX1"
"NM_001204963.2",-7.89,"PBX1"
"NM_001276252.2",-8.83,"WDTC1"
"NM_001201404.3",-15.27,"WASF2"
"NM_001161729.1",-4.16,"PLA2G2A"
"NM_001161728.2",-21.14,"PLA2G2A"
"NM_001288831.1",1.27,"FCRLB"
"NM_001025247.2",-16.23,"TAF5L"
"NR_104180.1",-9.63,"NFIA-AS1"
"NM_003327.4",-12.53,"TNFRSF4"
"NM_001145511.2",-3.85,"NFIA"
"NM_001145512.2",-7.8,"NFIA"
"NM_001134673.4",9.66,"NFIA"
"NM_001410924.1",-3.21,"CFHR2"
"NM_001312672.1",-3.21,"CFHR2"
"NM_003851.3",-18.08,"CREG1"
"NR_024124.2",-8.05,"ATP1A1-AS1"
"NR_024125.2",-8.05,"ATP1A1-AS1"
"NR_040063.1",-7.08,"SMG7-AS1"
"NR_046249.1",-9.68,"LINC01699"
"NM_006610.4",-33.53,"MASP2"
"NM_139208.3",-33.53,"MASP2"
"NR_149049.1",-2.46,"CAMTA1-DT"
"NR_146199.1",-17.17,"CAMTA1-AS2"
"NR_138485.2",-21.89,"CEPT1"
"NM_001330743.2",-5.33,"CEPT1"
"NR_040077.1",-15.02,"GNG12-AS1"
"NR_125983.1",-17.65,"LINC02608"
"NR_015440.1",-22.39,"PRDM16-DT"
"NR_033887.1",-29.61,"LINC01141"
"NR_126382.1",-16.26,"LINC01397"
"NR_110435.1",-22.09,"RTCA-AS1"
"NR_125940.1",-0.78,"LINC01781"
"NR_046105.1",-31.54,"MIR137HG"
"NR_034014.1",-18.8,"LINC01135"
"NR_119375.1",-15.93,"LINC01725"
"NR_134509.1",-6.6,"HSD11B1-AS1"
"NR_168350.1",-21.72,"HHLA3"
"NR_024455.1",-6.25,"LINC01134"
"NR_148994.1",-10.22,"NEK2-DT"
"NR_125974.1",2.95,"WARS2-AS1"
"NR_125975.1",2.95,"WARS2-AS1"
"NR_026744.2",-26.74,"LRRC52-AS1"
"NR_152521.1",-12.03,"GAS5"
"NR_034091.1",-7.06,"BCAR3-AS1"
"NM_021146.4",1.02,"ANGPTL7"
"NM_001386501.1",-28.29,"MTOR"
"NM_001369626.1",-5.57,"PI4KB"
"NM_001369629.2",-5.57,"PI4KB"
"NM_001198775.3",-21.24,"PI4KB"
"NM_001379418.1",-7.49,"RFX5"
"NM_001379419.1",-7.49,"RFX5"
"NM_001379420.1",-7.49,"RFX5"
"NM_001258288.2",5.37,"SELENBP1"
"NM_002796.3",-17.26,"PSMB4"
"NM_020770.3",-15.63,"CGN"
"NM_001194938.2",-9.57,"POGZ"
"NM_002953.4",-6.36,"RPS6KA1"
"NM_001330441.2",0.91,"RPS6KA1"
"NM_001006665.2",-9.95,"RPS6KA1"
"NM_001319959.2",-6.49,"DHDDS"
"NR_103535.1",-13.25,"NEXN-AS1"
"NM_144573.4",-5.22,"NEXN"
"NM_001317099.2",-7.93,"DNAJB4"
"NM_007034.5",-7.93,"DNAJB4"
"NM_000906.4",-11.74,"NPR1"
"NM_023015.5",-26.18,"INTS3"
"NR_145826.3",5.74,"SLC27A3"
"NM_020699.4",-12.21,"GATAD2B"
"NM_001378970.1",-4.19,"KCND3"
"NM_172198.3",-4.19,"KCND3"
"NM_147148.3",-13.49,"GSTM4"
"NM_000851.4",-18.55,"GSTM5"
"NR_024537.2",-21.76,"GSTM3"
"NM_020950.2",-19.47,"KIAA1614"
"NM_001371763.1",-7.15,"CD1D"
"NM_001766.4",5.53,"CD1D"
"NM_001371761.1",-9.06,"CD1D"
"NM_001371762.2",-9.06,"CD1D"
"NR_125998.1",-7.94,"LINC01714"
"NM_001428.5",-20.1,"ENO1"
"NM_001215.4",3.45,"CA6"
"NM_001270500.2",3.45,"CA6"
"NM_001042681.2",-6.98,"RERE"
"NM_001042682.2",-21.75,"RERE"
"NM_001256821.2",-21.65,"RIT1"
"NM_031844.3",-8.56,"HNRNPU"
"NM_004501.3",-8.56,"HNRNPU"
"NM_015001.3",-9.05,"SPEN"
"NM_001256945.2",-12.88,"FAAP20"
"NM_003036.4",-5.73,"SKI"
"NR_034150.1",-38.37,"BTG2-DT"
"NM_001136504.1",-14.48,"SYT2"
"NM_177402.5",-14.48,"SYT2"
"NM_001399817.1",-18.44,"KDM5B"
"NM_001331029.2",-1.12,"PPP1R12B"
"NM_001167857.2",-1.12,"PPP1R12B"
"NM_032104.3",-13.45,"PPP1R12B"
"NM_001197131.1",-19.43,"PPP1R12B"
"NM_022371.4",-6.08,"TOR3A"
"NM_001168239.2",-23.03,"ABL2"
"NM_001136001.2",-23.03,"ABL2"
"NM_001168238.2",-23.03,"ABL2"
"NM_001349936.2",-13.23,"TOR1AIP2"
"NM_001349931.2",-13.23,"TOR1AIP2"
"NM_001349933.1",-13.23,"TOR1AIP2"
"NM_001267578.2",6.5,"TOR1AIP1"
"NM_002826.5",-6.73,"QSOX1"
"NM_033343.4",-8.89,"LHX4"
"NR_027247.2",-24.45,"LOC100130331"
"NR_103461.2",-21.85,"TPM3"
"NM_001364683.1",-21.85,"TPM3"
"NM_001364679.2",2.6,"TPM3"
"NM_001278191.2",-21.85,"TPM3"
"NM_152263.4",2.6,"TPM3"
"NM_013943.3",1.33,"CLIC4"
"NM_002725.4",-6.8,"PRELP"
"NM_014359.4",-27.93,"OPTC"
"NM_001297622.2",-24.87,"HNRNPR"
"NM_004930.5",-21.2,"CAPZB"
"NM_001282162.2",-21.2,"CAPZB"
"NR_033757.3",-2.56,"MICOS10"
"NM_001204088.2",-2.56,"MICOS10-NBL1"
"NM_182744.4",-1.02,"NBL1"
"NM_001278165.2",-31.83,"NBL1"
"NM_001204084.3",-9.91,"NBL1"
"NM_005380.8",-15.27,"NBL1"
"NM_001204085.2",-20.09,"NBL1"
"NM_001204086.3",-27.04,"NBL1"
"NM_001278166.2",-0.36,"NBL1"
"NM_000871.3",-4.72,"HTR6"
"NM_004350.3",-4.35,"RUNX3"
"NM_001039802.2",-17.32,"CDC42"
"NR_117097.1",-11.84,"LINC01353"
"NM_001144829.3",-27.14,"FMO5"
"NM_001144830.3",-15.74,"FMO5"
"NR_145687.2",-0.15,"CHD1L"
"NM_001348451.2",-5.69,"CHD1L"
"NM_001348452.2",-5.69,"CHD1L"
"NM_001135181.2",-2.71,"SLC5A9"
"NR_134980.2",-3.32,"COL11A1"
"NM_014810.5",-2.33,"CEP350"
"NM_004427.4",-10.11,"PHC2"
"NM_203342.3",1.7,"EPB41"
"NM_001376017.1",-9.37,"EPB41"
"NM_001376024.1",-9.37,"EPB41"
"NM_001166006.2",-9.37,"EPB41"
"NM_001199860.2",-17.18,"KCNAB2"
"NM_015557.3",-13.72,"CHD5"
"NM_000983.4",-20.94,"RPL22"
"NR_125997.1",-29.48,"RNF207-AS1"
"NM_207396.3",-11.5,"RNF207"
"NM_012405.4",-12.26,"ICMT"
"NR_103534.1",-3.94,"ICMT-DT"
"NM_207370.4",-11.71,"GPR153"
"NM_001024598.4",2.84,"HES3"
"NM_019089.5",-36.59,"HES2"
"NR_125357.2",-6.1,"PTBP2"
"NM_001371649.1",3.91,"TTLL10"
"NM_153254.3",-10.93,"TTLL10"
"NR_144369.2",-4.38,"PUSL1"
"NM_014644.7",-9,"PDE4DIP"
"NM_001002810.5",-9,"PDE4DIP"
"NM_001195260.2",-9,"PDE4DIP"
"NM_001395329.1",-9,"PDE4DIP"
"NM_001002812.4",-9,"PDE4DIP"
"NM_001395318.1",-9,"PDE4DIP"
"NM_001395319.1",-9,"PDE4DIP"
"NM_001395317.1",-9,"PDE4DIP"
"NM_001395320.1",-9,"PDE4DIP"
"NM_001395323.1",5.99,"PDE4DIP"
"NM_001002811.3",8.22,"PDE4DIP"
"NM_001395315.1",8.22,"PDE4DIP"
"NM_001102445.3",-14.31,"RGS4"
"NM_001113381.1",-9.08,"RGS4"
"NM_005613.6",-9.08,"RGS4"
"NM_001113380.1",-9.98,"RGS4"
"NM_016343.4",-8.29,"CENPF"
"NM_198264.2",-50.11,"ENTREP3"
"NM_001394365.1",-16.56,"SSBP3"
"NM_001394361.1",-16.56,"SSBP3"
"NM_005665.6",-2.94,"EVI5"
"NM_000858.7",-23.43,"GUK1"
"NM_001159391.3",-23.43,"GUK1"
"NM_001242839.1",-23.43,"GUK1"
"NM_001007792.1",-20.32,"NTRK1"
