"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length"
"LINC02004",7595,1,2,"lncRNA","147"
"LOC105374118",3673,1,2,"lncRNA","1494"
"RPL39P5",407,NA,NA,"pseudogene",NA
"AMOTL2",20072,3,15,"protein_coding","263"
"MIR6827",58,3,3,"miRNA","59"
"HMGN1P9",297,NA,NA,"pseudogene",NA
"HMGB3P13",930,NA,NA,"pseudogene",NA
"MIR4788",79,2,2,"miRNA","80"
"ANAPC13",8315,3,6,"protein_coding","289"
"CEP63",297034,22,38,"protein_coding","138"
"DPPA4P2",1096,NA,NA,"pseudogene",NA
"KY",51114,3,14,"protein_coding","113.5"
"RNU6-1174P",100,NA,NA,"pseudogene",NA
"RNA5SP141",119,NA,NA,"pseudogene",NA
"EPHB1",465296,1,16,"protein_coding","159.5"
"LOC105374121",2075,1,4,"lncRNA","174.5"
"LOC102724019",8537,1,3,"lncRNA","173"
"LOC105374122",161665,5,12,"lncRNA","228"
"LOC105374123",11377,1,3,"lncRNA","92"
"LOC105374124",8212,1,4,"lncRNA","230.5"
"SDHBP1",276,NA,NA,"pseudogene",NA
"NDUFS6P1",315,NA,NA,"pseudogene",NA
"PPP2R3A",182201,6,20,"protein_coding","107"
"DONSONP1",577,NA,NA,"pseudogene",NA
"MSL2",47417,4,5,"protein_coding","2593"
"TDGF1P6",1496,NA,NA,"pseudogene",NA
"RPL31P23",454,NA,NA,"pseudogene",NA
"PCCB",74674,3,18,"protein_coding","108.5"
"STAG1",416191,8,42,"protein_coding","111.5"
"RNU6-1284P",99,NA,NA,"pseudogene",NA
"RNY4P4",102,NA,NA,"pseudogene",NA
"HMGN1P10",550,NA,NA,"pseudogene",NA
"RNU6-789P",101,NA,NA,"pseudogene",NA
"DNAJC8P2",959,NA,NA,"pseudogene",NA
"SULT1D1P2",1073,NA,NA,"pseudogene",NA
"SLC35G2",37404,6,10,"protein_coding","975"
"NCK1-DT",20090,1,5,"lncRNA","317"
"NCK1",89413,5,10,"protein_coding","713"
"RAD51AP1P1",1349,NA,NA,"pseudogene",NA
"IL20RB-AS1",36174,1,5,"lncRNA",NA
"IL20RB",53088,4,11,"protein_coding",NA
"RNA5SP142",121,NA,NA,"pseudogene",NA
"MTCH2P1",688,NA,NA,"pseudogene",NA
"LOC105374126",87213,2,5,"lncRNA","121"
"NPM1P17",865,NA,NA,"pseudogene",NA
"SOX14",2019,1,1,"protein_coding","2020"
"LINC01210",9007,1,5,"lncRNA","123"
"HSPA8P9",1472,NA,NA,"pseudogene",NA
"CLDN18",34830,2,6,"protein_coding","165"
"LOC105374127",6093,1,4,"lncRNA","714"
"DZIP1L",67733,15,36,"protein_coding","135.5"
"KRT8P36",1757,NA,NA,"pseudogene",NA
"A4GNT",9588,3,5,"protein_coding","434"
"DBR1",13931,1,8,"protein_coding","135.5"
"ARMC8",111116,9,31,"protein_coding","93"
"NME9",68401,4,19,"protein_coding","93"
"MRAS",57903,9,19,"protein_coding","154"
"ESYT3",47078,6,31,"protein_coding","90"
"CEP70",99982,17,40,"protein_coding","106"
"FAIM",24702,2,8,"protein_coding",NA
"PPIAP72",1407,NA,NA,"pseudogene",NA
"PIK3CB",182230,6,31,"protein_coding","144"
"GAPDHP39",1251,NA,NA,"pseudogene",NA
"RPL23AP40",388,NA,NA,"pseudogene",NA
"EEF1A1P25",1470,NA,NA,"pseudogene",NA
"ATP5MC1P3",1689,NA,NA,"pseudogene",NA
"LOC124906289",16316,1,2,"lncRNA","267"
"LINC01391",8840,1,3,"lncRNA","235"
"FOXL2",2915,1,1,"protein_coding","2916"
"FOXL2NB",6936,5,10,"protein_coding","248"
"PRR23A",2306,1,1,"protein_coding","2307"
"PRR23B",1895,1,1,"protein_coding","1896"
"PRR23C",2787,1,1,"protein_coding","2788"
"RPL7L1P7",936,NA,NA,"pseudogene",NA
"BPESC1",21427,1,3,"lncRNA","1188"
"PISRT1",530,1,1,"lncRNA","531"
"LOC124906290",11935,1,2,"lncRNA","5620.5"
"MRPS22",13146,3,12,"protein_coding","155"
"COPB2",32280,3,26,"protein_coding","131"
"LOC124906339",85,NA,NA,"pseudogene",NA
"COPB2-DT",193387,2,6,"lncRNA","124"
"RBP2",23643,1,4,"protein_coding","154.5"
"ACTG1P1",1939,NA,NA,"pseudogene",NA
"RBP1",22308,4,7,"protein_coding","211"
"NMNAT3",117880,2,13,"protein_coding","184"
"DTWD1P1",714,NA,NA,"pseudogene",NA
"RN7SKP124",239,NA,NA,"pseudogene",NA
"TRMT112P5",333,NA,NA,"pseudogene",NA
"CLSTN2",642190,2,18,"protein_coding","171"
"LOC124900599",3050,1,3,"lncRNA","102"
"LOC105374132",51216,1,4,"lncRNA","89"
"CLSTN2-AS1",3171,1,2,"lncRNA","1343"
"LOC102724068",96080,4,10,"lncRNA","132"
"TRIM42",23090,2,6,"protein_coding","507"
"RPL23AP41",519,NA,NA,"pseudogene",NA
"SLC25A36",39173,5,17,"protein_coding","165"
"SPSB4",97301,2,6,"protein_coding","847"
"PXYLP1",63135,9,31,"protein_coding",NA
"RPL31P21",361,NA,NA,"pseudogene",NA
"PHF5AP7",533,NA,NA,"pseudogene",NA
"ZBTB38",125657,13,37,"protein_coding","105"
"LOC124906291",10106,1,2,"lncRNA","4750"
"KRT18P35",1384,NA,NA,"pseudogene",NA
"RASA2",128236,3,28,"protein_coding","104"
"LOC124906292",645,NA,NA,"pseudogene",NA
"YWHAQP6",1441,NA,NA,"pseudogene",NA
"LOC124906293",1869,1,1,"protein_coding","1870"
"LINC02618",57561,1,8,"lncRNA","138.5"
"TPT1P3",717,NA,NA,"pseudogene",NA
"RNF7",9260,2,6,"protein_coding","241.5"
"GRK7",56029,1,6,"protein_coding","581.5"
"LOC105374134",9673,1,3,"lncRNA","164"
"HMGN2P25",1508,NA,NA,"pseudogene",NA
"ATP1B3",49898,1,7,"protein_coding","129"
"RNU6-509P",104,NA,NA,"pseudogene",NA
"TFDP2",205116,11,28,"protein_coding","144"
"RPL19P6",681,NA,NA,"pseudogene",NA
"RNU6-425P",101,NA,NA,"pseudogene",NA
"GK5",68054,4,20,"protein_coding","95"
"XRN1",141418,6,49,"protein_coding","110.5"
"RNU6-1294P",80,NA,NA,"pseudogene",NA
"RNU1-100P",164,NA,NA,"pseudogene",NA
"ATR",129483,5,54,"protein_coding","153.5"
"EIF2AK1P1",2258,NA,NA,"pseudogene",NA
"SUCLG2P1",721,NA,NA,"pseudogene",NA
"RPL6P9",689,NA,NA,"pseudogene",NA
"RNA5SP143",114,NA,NA,"pseudogene",NA
"PLS1",117248,3,27,"protein_coding","131.5"
"LOC105374136",60297,1,4,"lncRNA","236"
"RN7SKP25",240,NA,NA,"pseudogene",NA
"TRPC1",83858,8,22,"protein_coding","195"
"RNU7-47P",57,NA,NA,"pseudogene",NA
"PCOLCE2",71209,1,9,"protein_coding","155"
"RPL8P3",667,NA,NA,"pseudogene",NA
"LOC100507389",15861,1,5,"lncRNA","222"
"PAQR9",14843,3,6,"protein_coding","244"
"PAQR9-AS1",37032,1,5,"lncRNA","95"
"LOC100289361",622,1,1,"lncRNA","623"
"U2SURP",59311,1,30,"protein_coding","105"
"LOC105374138",27379,2,6,"lncRNA","180"
"CHST2",4243,1,2,"protein_coding","2071"
"LOC105374137",5102,1,3,"lncRNA","88"
"PBX2P1",1977,NA,NA,"pseudogene",NA
"SLC9A9",582529,4,22,"protein_coding",NA
"SLC9A9-AS1",4825,1,4,"lncRNA","107"
"GAPDHP47",1222,NA,NA,"pseudogene",NA
"ST13P15",1230,NA,NA,"pseudogene",NA
"LOC124906294",29525,1,3,"lncRNA","80"
"UBTD2P1",520,NA,NA,"pseudogene",NA
"LOC102724120",23888,1,3,"lncRNA","173"
"RPS17P10",473,NA,NA,"pseudogene",NA
"DIPK2A",20566,3,5,"protein_coding","482"
"RNA5SP144",115,NA,NA,"pseudogene",NA
"LOC105374140",266843,4,13,"lncRNA","163"
"LOC105374141",11949,1,3,"lncRNA","135"
"LOC124906334",7429,1,3,"lncRNA","48"
"LARP7P4",881,NA,NA,"pseudogene",NA
"LOC105374142",12733,2,4,"lncRNA","110"
"LOC105374143",4337,1,3,"lncRNA","52"
"LOC105374144",27489,2,5,"lncRNA","107"
"GM2AP1",2075,NA,NA,"pseudogene",NA
"RPL21P39",535,NA,NA,"pseudogene",NA
"LOC107986138",24286,2,6,"lncRNA","224.5"
"LNCSRLR",2841,1,2,"lncRNA","354.5"
"PLOD2",91743,3,24,"protein_coding","122"
"LOC105374145",15251,1,2,"lncRNA","1317.5"
"PLSCR4",58391,4,16,"protein_coding","159"
"PLSCR4P1",5494,NA,NA,"pseudogene",NA
"PLSCR2",104622,11,34,"protein_coding","152.5"
"PLSCR1",29427,3,15,"protein_coding","162"
"PLSCR5",28778,3,11,"protein_coding","154.5"
"LINC02010",3295,1,3,"lncRNA","252"
"RNU6-505P",106,NA,NA,"pseudogene",NA
"RPL21P71",560,NA,NA,"pseudogene",NA
"ZIC4",20498,5,12,"protein_coding","316"
"ZIC4-AS1",2044,1,2,"lncRNA","913"
"ZIC1",7354,1,3,"protein_coding","1730"
"LOC440982",88578,1,3,"lncRNA","233"
"NPM1P28",1141,NA,NA,"pseudogene",NA
"LOC102724145",22404,1,3,"lncRNA","72"
"LOC124906206",12143,1,2,"lncRNA","704.5"
"LINC02032",9867,1,2,"lncRNA","195.5"
"HNRNPA1P20",1290,NA,NA,"pseudogene",NA
"LINC02045",27473,2,7,"lncRNA","88"
"LINC02046",119120,1,5,"lncRNA","142"
"LOC105374148",27884,2,6,"lncRNA","131"
"LOC105374147",25940,2,6,"lncRNA","174"
"LOC105374150",155955,4,12,"lncRNA","130"
"RPL38P1",293,NA,NA,"pseudogene",NA
"AGTR1",45097,1,6,"protein_coding","247"
"HMGB1P30",605,NA,NA,"pseudogene",NA
"CPB1",32070,1,11,"protein_coding","102"
"CPA3",31919,1,11,"protein_coding","102"
"LOC107986045",19684,1,3,"lncRNA","114"
"UBQLN4P1",3566,NA,NA,"pseudogene",NA
"GYG1",40230,2,10,"protein_coding","149.5"
"HLTF",56473,2,30,"protein_coding","130"
"HLTF-AS1",16509,1,3,"lncRNA","147"
"MED28P2",316,NA,NA,"pseudogene",NA
"HPS3",44104,3,21,"protein_coding","182"
"CP",59435,4,24,"protein_coding","173"
"LOC101927942",2483,1,4,"lncRNA","200"
"CPHL1P",34250,NA,NA,"pseudogene",NA
"LOC107986140",3081,1,2,"lncRNA","322"
"TM4SF18",15134,2,7,"protein_coding","181"
"RPS25P5",481,NA,NA,"pseudogene",NA
"TM4SF1",8627,2,7,"protein_coding","181"
"TM4SF1-AS1",9207,1,4,"lncRNA","216"
"LOC105374151",12860,2,4,"lncRNA","175"
"RPL32P8",689,NA,NA,"pseudogene",NA
"FKBP1AP4",1571,NA,NA,"pseudogene",NA
"TM4SF4",28721,1,5,"protein_coding","190"
"EEF1A1P45",1343,NA,NA,"pseudogene",NA
"WWTR1",207578,5,21,"protein_coding","143.5"
"RNU6-1098P",95,NA,NA,"pseudogene",NA
"WWTR1-IT1",3048,1,2,"lncRNA","1156"
"WWTR1-AS1",3154,1,3,"lncRNA","499"
"COMMD2",14016,2,7,"protein_coding","163"
"ANKUB1",31443,3,12,"protein_coding","217"
"RNU6-507P",99,NA,NA,"pseudogene",NA
"RNF13",149741,6,22,"protein_coding","106"
"RNU6-720P",107,NA,NA,"pseudogene",NA
"NPM1P29",1120,NA,NA,"pseudogene",NA
"PFN2",5991,1,4,"protein_coding","193"
"LOC646903",1966,1,1,"lncRNA","1967"
"TMEM183BP",1039,NA,NA,"pseudogene",NA
"PPIAP73",746,NA,NA,"pseudogene",NA
"HNRNPA1P24",1306,NA,NA,"pseudogene",NA
"LOC105374153",1825,1,3,"lncRNA","137"
"EIF3JP2",1923,NA,NA,"pseudogene",NA
"LINC01998",4308,2,5,"lncRNA",NA
"LOC105374313",54637,1,3,"lncRNA","155"
"RPL32P9",532,NA,NA,"pseudogene",NA
"LINC01213",1688,2,4,"lncRNA","107.5"
"LOC124906376",139,NA,NA,"pseudogene",NA
"LINC01214",58334,2,5,"lncRNA","97"
"LOC105374154",6125,1,3,"lncRNA","919"
"LOC107986141",46861,1,3,"lncRNA","1206"
"LOC107986142",4288,1,3,"lncRNA","940"
"TSC22D2",58092,3,7,"protein_coding","157"
"SERP1",4497,1,3,"protein_coding","445"
"EIF2A",39235,2,18,"protein_coding","107"
"SELENOT",27123,1,6,"protein_coding","140.5"
"SAP30P1",1016,NA,NA,"pseudogene",NA
"ERICH6",44057,1,15,"protein_coding","108"
"ERICH6-AS1",16563,2,5,"lncRNA","104"
"SNRPCP3",1108,NA,NA,"pseudogene",NA
"LOC101928105",4514,1,3,"lncRNA","174"
"SIAH2",22029,1,2,"protein_coding","1155.5"
"LOC124906295",22651,1,2,"lncRNA","8257.5"
"MINDY4B",35056,1,12,"protein_coding","116.5"
"CLRN1",46833,3,10,"protein_coding","180"
"CLRN1-AS1",108027,1,6,"lncRNA","251.5"
"MED12L",356951,6,53,"protein_coding",NA
"RNA5SP145",124,NA,NA,"pseudogene",NA
"GPR171",5462,4,7,"protein_coding",NA
"P2RY14",66433,2,6,"protein_coding",NA
"GPR87",22741,1,3,"protein_coding","235"
"P2RY13",3238,1,4,"protein_coding",NA
"P2RY12",47846,2,4,"protein_coding","227"
"IGSF10",183767,5,19,"protein_coding","391"
"MRPL42P6",370,NA,NA,"pseudogene",NA
"LINC02066",105913,1,5,"lncRNA",NA
"MIR5186",119,2,2,"miRNA","120"
"LOC105374157",5677,1,3,"lncRNA","139"
"AADACL2",27418,1,5,"protein_coding","223"
"AADACL2-AS1",177208,1,4,"lncRNA","319"
"AADACP1",14441,1,3,"transcribed_pseudogene","156"
"AADAC",32834,3,14,"protein_coding","185"
"SUCNR1",10961,1,3,"protein_coding","64"
"LOC105374159",8585,1,3,"lncRNA","124"
"LOC107986047",38978,1,3,"lncRNA","125"
"LOC101928166",45990,1,3,"lncRNA","75"
"MBNL1",222360,6,34,"protein_coding","171"
"MBNL1-AS1",7011,1,3,"lncRNA","3323"
"TMEM14EP",1292,1,1,"transcribed_pseudogene","1293"
"LOC105374163",4659,1,3,"lncRNA","211"
"LOC102724289",31320,1,4,"lncRNA","206"
"ATP5MGP5",26110,NA,NA,"pseudogene",NA
"P2RY1",6308,1,1,"protein_coding","6309"
"HMGN2P13",1192,NA,NA,"pseudogene",NA
"KIAA1328P1",570,NA,NA,"pseudogene",NA
"RAP2B",8401,1,1,"protein_coding","8402"
"LOC105374164",67935,1,4,"lncRNA","165"
"RN7SL300P",317,NA,NA,"pseudogene",NA
"LOC105374166",67056,2,10,"lncRNA","153.5"
"LINC02006",379386,1,7,"lncRNA","100"
"LINC02083",10074,1,3,"lncRNA","87"
"RNU6-901P",105,NA,NA,"pseudogene",NA
"LINC02877",18221,1,3,"lncRNA","194"
"LOC124900552",135,1,1,"snoRNA","136"
"RPL21P42",541,NA,NA,"pseudogene",NA
"ARHGEF26-AS1",96807,1,4,"lncRNA","128"
"ARHGEF26",140084,3,19,"protein_coding","138"
"LOC105374167",5505,1,2,"lncRNA","2706"
"LOC124906296",6537,1,2,"lncRNA","2844"
"DHX36",51920,1,26,"protein_coding","103"
"LOC124906350",103,1,1,"snoRNA","104"
"GPR149",94950,1,4,"protein_coding","1002"
"DDX50P2",2950,NA,NA,"pseudogene",NA
"SYPL1P1",702,NA,NA,"pseudogene",NA
"DYNLL1P5",507,NA,NA,"pseudogene",NA
"RPL9P15",544,NA,NA,"pseudogene",NA
"LOC105374170",23696,1,3,"lncRNA","86"
"LOC105374171",71199,2,6,"lncRNA","163"
"MME",159554,10,35,"protein_coding","102"
"LINC01487",2179,1,3,"lncRNA","148"
"STRIT1",3456,1,3,"protein_coding","99"
"PABPC1P10",578,NA,NA,"pseudogene",NA
"LOC105374172",3463,1,3,"lncRNA","70"
"DTWD1P2",570,NA,NA,"pseudogene",NA
"RN7SL715P",285,NA,NA,"pseudogene",NA
"PLCH1",298552,8,34,"protein_coding",NA
"PLCH1-AS1",8569,1,2,"lncRNA","654"
"PLCH1-AS2",1319,1,2,"lncRNA","204"
"LOC124906297",7439,2,4,"lncRNA","196.5"
"RPL6P7",901,NA,NA,"pseudogene",NA
"RPL7AP24",661,NA,NA,"pseudogene",NA
"C3orf33",43671,1,6,"protein_coding",NA
"SLC33A1",33397,7,12,"protein_coding","632"
"LOC105374174",9726,2,5,"lncRNA","485.5"
"GMPS",74598,3,21,"protein_coding",NA
"SETP14",1806,NA,NA,"pseudogene",NA
"LOC124906383",79,NA,NA,"pseudogene",NA
"VN2R1P",4065,NA,NA,"pseudogene",NA
"ALG1L15P",821,NA,NA,"pseudogene",NA
"MRE11P1",3205,NA,NA,"pseudogene",NA
"KCNAB1",420955,11,26,"protein_coding","86"
"SNRNP40P1",1742,NA,NA,"pseudogene",NA
"KCNAB1-AS2",12333,1,4,"lncRNA","141.5"
"KCNAB1-AS1",5783,1,3,"lncRNA","152"
"LOC124906298",8818,1,6,"lncRNA","127"
"SSR3",15565,3,8,"protein_coding","132"
"TIPARP-AS1",2543,1,1,"lncRNA","2544"
"TIPARP",32179,7,13,"protein_coding","279"
"METTL15P1",3626,NA,NA,"pseudogene",NA
"LINC00886",69761,1,3,"lncRNA","176"
"PA2G4P4",2750,1,1,"transcribed_pseudogene","2751"
"LEKR1",219622,2,15,"protein_coding","170.5"
"KLF3P2",1255,NA,NA,"pseudogene",NA
"CRADDP1",967,NA,NA,"pseudogene",NA
"RN7SKP177",354,NA,NA,"pseudogene",NA
"LINC00880",41338,1,4,"lncRNA","142.5"
"LINC02029",6706,1,3,"lncRNA","261"
"LINC00881",11254,1,3,"lncRNA","242"
"CCNL1",17026,6,17,"protein_coding","110"
"KRT18P34",1375,NA,NA,"pseudogene",NA
"LOC101928236",220811,1,10,"lncRNA","485.5"
"RNA5SP146",122,NA,NA,"pseudogene",NA
"PCBP2P4",836,NA,NA,"pseudogene",NA
"LOC105374179",11251,1,3,"lncRNA","442"
"VEPH1",243864,15,26,"protein_coding","210"
"PTX3",6783,1,3,"protein_coding","402"
"SLC66A1L",57763,3,7,"transcribed_pseudogene","130"
"RN7SKP46",233,NA,NA,"pseudogene",NA
"SHOX2",10528,4,12,"protein_coding","209"
"RSRC1",436020,4,18,"protein_coding","130.5"
"RPL15P6",945,NA,NA,"pseudogene",NA
"LILRA2P1",812,NA,NA,"pseudogene",NA
"RPS12P7",363,NA,NA,"pseudogene",NA
"UC.134",1866,1,1,"lncRNA","1867"
"MLF1-DT",25849,1,5,"lncRNA","180"
"MLF1",35252,1,15,"protein_coding","148"
"MTAPP1",566,NA,NA,"pseudogene",NA
"RFKP6",193,NA,NA,"pseudogene",NA
"GFM1",51056,3,24,"protein_coding","138"
"LXN",6234,1,6,"protein_coding","157.5"
"RARRES1",35573,3,10,"protein_coding","236.5"
"LOC100287290",52186,2,7,"lncRNA","115"
"RPL35AP9",435,NA,NA,"pseudogene",NA
"MFSD1",27621,3,20,"protein_coding","101"
"GPR79",1017,NA,NA,"pseudogene",NA
"LOC105374181",8903,1,4,"lncRNA","4132"
"IQCJ-SCHIP1",828844,2,12,"protein_coding","123"
"IQCJ",197534,2,2,"protein_coding","123"
"SCHIP1",624366,9,24,"protein_coding","124"
"MIR3919",88,2,2,"miRNA","89"
"RPS2P19",677,NA,NA,"pseudogene",NA
"C9orf78P1",890,NA,NA,"pseudogene",NA
"IQCJ-SCHIP1-AS1",3230,1,3,"lncRNA","196"
"LOC101928351",28724,3,7,"lncRNA","244"
"RNU2-31P",154,NA,NA,"pseudogene",NA
"LOC124906299",23952,1,3,"lncRNA","80"
"IL12A-AS1",293689,1,10,"lncRNA","144"
"IL12A",7184,1,7,"protein_coding","144"
"LINC01100",10774,1,3,"lncRNA","245"
"LOC124906252",8499,1,4,"protein_coding","296"
"BRD7P2",2221,NA,NA,"pseudogene",NA
"C3orf80",2791,1,1,"protein_coding","2792"
"TRIM59-IFT80",258309,3,25,"lncRNA","136"
"IFT80",142251,2,6,"protein_coding","124"
"RPL35AP10",328,NA,NA,"pseudogene",NA
"SMC4",35305,2,27,"protein_coding","177"
"MIR15B",97,3,3,"miRNA","98"
"MIR16-2",80,3,3,"miRNA","81"
"TRIM59",14283,1,2,"protein_coding","70"
"B3GAT3P1",1441,NA,NA,"pseudogene",NA
"RNU7-136P",68,NA,NA,"pseudogene",NA
"KPNA4",70570,1,17,"protein_coding","95"
"SCARNA7",329,1,1,"ncRNA","330"
"KRT8P12",1693,NA,NA,"pseudogene",NA
"RPL6P8",6520,NA,NA,"pseudogene",NA
"ARL14",1288,1,1,"protein_coding","1289"
"LOC124900554",131,1,1,"snoRNA","132"
"PPM1L",322788,4,10,"protein_coding","175"
"B3GALNT1",21469,5,18,"protein_coding","95"
"LOC124906300",54927,2,5,"lncRNA","1029"
"LOC105374186",12479,1,5,"lncRNA","85"
"NMD3",32429,5,21,"protein_coding","99"
"SRP14P5",236,NA,NA,"pseudogene",NA
"LOC105374187",27949,2,6,"lncRNA","3059"
"LOC112268450",22731,1,2,"lncRNA","4279.5"
"EEF1GP4",1401,NA,NA,"pseudogene",NA
"PSMC1P7",1531,NA,NA,"pseudogene",NA
"SPTSSB",26731,3,6,"protein_coding","93"
"LOC107986150",35883,1,3,"lncRNA","5877"
"LINC02067",21807,1,4,"lncRNA","675.5"
"RPL23AP42",540,NA,NA,"pseudogene",NA
"OTOL1",7137,1,4,"protein_coding","227"
"LOC107986048",32978,1,3,"lncRNA","93"
"LOC107986049",13416,2,5,"lncRNA","94"
"TOMM22P6",430,NA,NA,"pseudogene",NA
"RPS6P4",14111,NA,NA,"pseudogene",NA
"LINC01192",126051,1,7,"lncRNA","98"
"LOC124906371",101,1,1,"snoRNA","102"
"LOC105374188",76965,1,5,"lncRNA","88"
"RNU7-82P",59,NA,NA,"pseudogene",NA
"NGRNP1",1382,NA,NA,"pseudogene",NA
"LOC102724419",168285,2,6,"lncRNA","472"
"MIR1263",85,2,2,"miRNA","86"
"LOC105374189",31762,1,3,"lncRNA","63"
"LOC105374190",23377,2,4,"lncRNA","156"
"LOC105374191",237592,7,15,"lncRNA","393"
"LOC107986151",8619,1,3,"lncRNA","84"
"LINC01324",117335,1,4,"lncRNA","194.5"
"LOC107986050",6393,1,3,"lncRNA","74"
"SI",179008,5,54,"protein_coding","118"
"LOC105374192",10038,2,6,"lncRNA","104"
"SLITRK3",10395,3,4,"protein_coding","2466.5"
"LINC01322",332613,2,13,"lncRNA","153"
"BCHE",64770,1,5,"protein_coding","167"
"MTND4P17",161,NA,NA,"pseudogene",NA
"MTND4LP10",290,NA,NA,"pseudogene",NA
"MTND3P7",341,NA,NA,"pseudogene",NA
"MTCO3P38",765,NA,NA,"pseudogene",NA
"MCUR1P2",659,NA,NA,"pseudogene",NA
"SSBL6P",597,NA,NA,"pseudogene",NA
"RN7SKP298",93,NA,NA,"pseudogene",NA
"PSAT1P4",727,NA,NA,"pseudogene",NA
"CBX1P5",1921,NA,NA,"pseudogene",NA
"LOC105374193",77481,2,13,"lncRNA","139"
"LOC105374194",33118,1,3,"lncRNA","103"
"PPIAP74",753,NA,NA,"pseudogene",NA
"LOC105374196",38082,3,6,"lncRNA","181"
"ZBBX",229583,14,47,"protein_coding","117"
"LINC01327",15722,1,4,"lncRNA","92"
"SERPINI2",35032,2,12,"protein_coding","193"
"LOC105374197",4889,2,4,"lncRNA","71"
"WDR49",179253,2,21,"protein_coding","168"
"PDCD10",51624,4,15,"protein_coding","102.5"
"HMGN1P8",287,NA,NA,"pseudogene",NA
"SERPINI1",89890,2,11,"protein_coding","205"
"MEMO1P3",465,NA,NA,"pseudogene",NA
"LRRC77P",28064,1,9,"transcribed_pseudogene","144"
"HMGN2P26",338,NA,NA,"pseudogene",NA
"GOLIM4",87245,1,17,"protein_coding","110"
"EGFEM1P",581148,1,16,"transcribed_pseudogene","127.5"
"RNU2-20P",190,NA,NA,"pseudogene",NA
"MIR551B",95,3,3,"miRNA","96"
"RPSAP33",887,NA,NA,"pseudogene",NA
"RPL21P43",550,NA,NA,"pseudogene",NA
"LINC02082",20052,1,5,"lncRNA","143"
"LINC01997",3932,1,3,"lncRNA","184"
"LOC107986051",35408,1,3,"lncRNA","150"
"MECOM",297987,6,26,"protein_coding","154"
"LOC105374206",4970,1,3,"lncRNA","155"
"MECOM-AS1",29191,1,5,"lncRNA","69"
"RPL22P1",602,NA,NA,"pseudogene",NA
"LOC124906301",2048,1,2,"lncRNA","635"
"SDHDP3",1306,NA,NA,"pseudogene",NA
"RNU6-637P",106,NA,NA,"pseudogene",NA
"TERC",450,1,1,"telomerase_RNA","451"
"ACTRT3",2789,1,2,"protein_coding","835.5"
"TRV-AAC1-1",72,1,1,"tRNA",NA
"MYNN",16320,2,11,"protein_coding","179"
"LRRC34",19902,3,17,"protein_coding","126"
"LRRIQ4",24901,4,10,"protein_coding","187"
"LRRC31",30805,4,12,"protein_coding","168"
"KRT18P43",1381,NA,NA,"pseudogene",NA
"SAMD7",27622,1,11,"protein_coding","123.5"
"FAM20BP1",1590,NA,NA,"pseudogene",NA
"FHL1P1",22752,2,3,"transcribed_pseudogene","869"
"SEC62",32019,2,10,"protein_coding",NA
"GPR160",47396,2,8,"protein_coding",NA
"KMT5AP3",713,NA,NA,"pseudogene",NA
"PHC3",94162,8,25,"protein_coding",NA
"LOC105374209",18864,1,3,"lncRNA","657"
"RNU6-315P",106,NA,NA,"pseudogene",NA
"RNU7-32P",58,NA,NA,"pseudogene",NA
"PRKCI",83545,3,19,"protein_coding","94"
"SKIL",39272,3,14,"protein_coding","233"
"CLDN11",15820,2,4,"protein_coding","295"
"MIR6828",59,3,3,"miRNA","60"
"SLC7A14",126553,1,8,"protein_coding","227.5"
"SLC7A14-AS1",287949,3,9,"lncRNA","115"
"KRT8P13",1731,NA,NA,"pseudogene",NA
"RPL28P1",365,NA,NA,"pseudogene",NA
"LOC124906302",23669,1,3,"lncRNA","165"
"LOC105374211",69712,1,3,"lncRNA","311"
"RNY5P3",74,NA,NA,"pseudogene",NA
"RPL22L1",5318,1,6,"protein_coding","141"
"EIF5A2",20223,1,5,"protein_coding","132"
"KLF7P1",1499,NA,NA,"pseudogene",NA
"RNU1-70P",162,NA,NA,"pseudogene",NA
"SLC2A2",30347,3,13,"protein_coding","120.5"
"TNIK",401987,2,35,"protein_coding","135"
"LOC105374216",59261,5,12,"lncRNA","144"
"MIR569",95,2,2,"miRNA","96"
"LOC124906303",10391,1,2,"lncRNA","1493.5"
"LOC102724479",9476,1,3,"lncRNA","172"
"RNU6-348P",106,NA,NA,"pseudogene",NA
"MTCO1P58",192,NA,NA,"pseudogene",NA
"PLD1",210096,10,43,"protein_coding","116"
"LOC124906352",103,1,1,"snoRNA","104"
"TMEM212",15995,2,6,"protein_coding","194"
"TMEM212-AS1",24373,1,3,"lncRNA","92"
"LOC105374218",38184,1,4,"lncRNA","207"
"LOC105374217",44313,1,4,"lncRNA","205"
"FNDC3B",363136,8,34,"protein_coding","139"
"LOC124906304",23302,1,2,"lncRNA","10418"
"RPS27AP8",441,NA,NA,"pseudogene",NA
"RN7SL141P",250,NA,NA,"pseudogene",NA
"BZW1P1",2902,NA,NA,"pseudogene",NA
"GHSR",5155,2,3,"protein_coding","914"
"TNFSF10",17917,2,6,"protein_coding","178"
"TBPL1P1",673,NA,NA,"pseudogene",NA
"LINC02068",34705,1,4,"lncRNA","145"
"SLC31A1P1",4795,NA,NA,"pseudogene",NA
"NCEH1",81514,1,7,"protein_coding","196.5"
"NAP1L5P1",505,NA,NA,"pseudogene",NA
"ECT2",78539,6,32,"protein_coding","116"
"LOC124900555",128,1,1,"snoRNA","129"
